,text,text_count
1853,"Arjan Broere is werkzaam op het IMEC Managementopleidingen in Tilburg, een schatkamer voor een verzamelaar van kantoor-idioom, zo blijkt uit diens bijdrage aan Op het werk. ",1
1858,"ReportageOost-Oekraïne De flessen worden gecontroleerd op barstjes voordat de wijn met het koolzuurgas erin komt.  Beeld Emile Ducke In Bachmoet, een stadje aan het front in Oost-Oekraïne, liggen 13 miljoen flessen mousserende wijn onder de grond",1
1863,"Nieuws DAF DAF overtreedt sancties tegen Iran en betaalt 1,5 miljoen euro boete Gerard Reijn 10 augustus 2019, 5:00 Dat blijkt uit een bericht van Ofac, het Amerikaanse bureau dat toeziet op naleving van de sancties die Amerika uitvaardigt tegen andere landen.  Paccar betaalt niet alleen een schikking, maar moet ook maatregelen treffen om herhaling te voorkomen",1
1868,"'Maatregelen hebben nauwelijks effect op alcoholmisbruik in verkeer' In Nederland rijden nog zo'n 90 tot 125 duizend zware alcoholovertreders (1,3 promille of hoger) rond.  Dat is een schatting van de Stichting Wetenschappelijk Onderzoek Verkeersveiligheid (SWOV)",1
1873,"In de 25 jaar dat Frans Kok hoogleraar voeding was, zag hij het eetgedrag drastisch veranderen.  Nu neemt hij afscheid",1
1883,"Grensgeschil rond oorlogsmonument Een Limburgs monument in Brabant Wat doet een gedenkteken voor gesneuvelde Limburgse Jagers in 's hemelsnaam in Brabant.  Dat vraagt oud-Indiëganger Frans Clement, Limburger in hart en nieren, zich ook steeds af",1
1898,Sieraden van Ipswich: vliegende Hollanders Arnold en Frans Waar het Engelse voetbal nu barst van de buitenlanders was het eind jaren zeventig iets bijzonders.  Arnold Mühren en Frans ,1
1903,"Analyse Herbouw Notre Dame Tonie Mudde 16 april 2019, 15:34 Ze woonde vijf jaar in Parijs, is getrouwd met een Fransman, en deed haar huwelijksgeloften in de Notre-Dame.  Dus ja, de brand in de iconische kerk raakt haar enorm",1
1908,"Nieuwsgenezing Hiv Tweede hiv-patiënt genezen na transplantatie immuuncellen Artsen lijken er voor de tweede keer in geslaagd om een hiv-patiënt te genezen.  Een 40-jarige man, die uitzonderlijke immuuncellen heeft gekregen, is tweeënhalf jaar later nog altijd vrij van het virus dat hij 17 jaar geleden opliep en hoeft geen medicijnen meer te slikken",1
1913,"Foto's Marcel van den Berg | Tekst Olaf Tempelman 18 februari 2020, 21:40 De aanblik van de Maastrichtse cementfabriek was even iconisch als het protest ertegen.  Critici van een eeuw geleden vonden dat ‘de poëzie der Sint-Pietersberg’ verdween ‘onder het walgelijke proza der mergelexploitatie’",1
1918,Vrouwenpolo krijgt op weg naar Sydney eindelijk erkenning Geen land heeft zo geijverd voor erkenning voor het vrouwenwaterpolo als Nederland en na twintig jaar van wereldwijd campagne voeren lonkt eindelijk de beloning. ,1
1923,Zuid-Koreaan gaat strijd aan met Platini In navolging van Michel Platini stelt ook Chung Mong- joon zich kandidaat voor het FIFA-voorzitterschap.  De voormalige president van de Zuid-Koreaanse voetbalbond en lid van de schatrijke Hyundai-familie zet zich schrap voor een in zijn geval bij voorbaat verloren verkiezingsstrijd,1
1933,Het onverzettelijke symbool van 't Heike Wim van Est was de eerste Nederlander die de gele trui droeg in de Tour.  Een dag later lag hij in het ravijn van de Aubisque,1
1938,"'School kan een wereldtaal niet negeren' Niet de onderwijskundigen zitten achter de opmars van het Engels op school, maar ouders met een sterk realiteitsbesef, schrijft Lodewijk van Oord.  OPINIE - Lodewijk van Oord 19 juli 2013, 6:15 In de Volkskrant van 17 juli betoogt onderwijssocioloog Jaap Dronkers dat de promotie van tweetaligheid in het Nederlands onderwijs slecht is voor de sociale cohesie",1
1943,Woekerpolisklanten zijn opvallend moeilijk te bewegen tot het oversluiten of beëindigen van hun peperdure beleggingsverzekering.  De AFM gaat onderzoeken waaraan dat ligt,1
1948,"Gelukkig is Dries van Agt bij Kijken in de Ziel een stuk loslippiger dan zijn partijgenoot Jan Peter Balkenende.  Julien Althuisius 3 januari 2018, 22:38 Voor zijn nieuwste serie Kijken in de Ziel strikte Coen Verbraak de drie voormalige premiers Dries van Agt, Wim Kok en Jan Peter Balkenende",1
1953,"Weekendrecept Aubergine Maaltijdsalade met linzen, tomaat, boontjes & aubergine-yoghurtsaus (en een recept voor de restjes) Kookboekenmaker, kok en illustrator Yvette van Boven doet wat nieuws: een seizoensrecept plus een recept om de restjes op te maken.  Yvette van Boven 31 augustus 2018, 15:00 Nu de aubergines bijna gratis zijn (ik kocht een tas vol bij de Turk voor een paar euro), maak ik bergen baba ganoush",1
1958,"TIME: Mark Zuckerberg Persoon van het Jaar AMSTERDAM - De oprichter en baas van Facebook, Mark Zuckerberg, is de Persoon van het Jaar.  Althans, volgens de redactie van het Amerikaanse blad TIME",1
1963,Pastoor Van der Sluis voelt zich gebonden aan de regels die de Nederlandse bisschoppen met elkaar hebben afgesproken.  © ANP © UNKNOWN updateIn Liempde (Noord-Brabant) is ophef ontstaan na de weigering van pastoor Norbert van der Sluis om de uitvaart te verzorgen van een man die had gekozen voor euthanasie,1
1968,"Oorlog als scheppingsdaad Nederlandse gewesten voerden eind 15de, begin 16de eeuw, bijna voortdurend oorlog.  Dat legde de basis voor de succesvolle opstand tegen Spanje",1
1973,"Roeien: Van Eupen soeverein naar halve finale 20 augustus 2006, 14:08 ETON (ANP) - Marit van Eupen heeft zich zondagmorgen soeverein gekwalificeerd voor de halve finale van de wereldkampioenschappen roeien in Eton.  De eerste serie op dit onderdeel leverde een overwinning op voor de Spaanse roeister Teresa Mas de Xaxars",1
1978,"Guido van Woerkom, nu nog baas van de ANWB, is gekozen tot nieuwe Nationale Ombudsman.  Hij kreeg steun van een meerderheid van 91 Tweede Kamerleden en heeft de functie aanvaard",1
1983,"Generaal VS: kosten JSF moeten zakken De kosten voor de F-35 of Joint Strike Fighter (JSF) moeten omlaag, anders 'wordt het toestel mogelijk te duur voor onze partners'.  Dat zei de Amerikaanse luitenant-generaal Christopher Bogdan donderdag in de Tweede Kamer",1
1993,"Redactie 12 januari 2016, 20:30 Duitsers en Peruviaan omgekomen bij aanslag Istanbul Bij een explosie op een toeristisch plein in de Turkse stad Istanbul zijn zeker tien doden en vijftien gewonden gevallen.  Onder de doden zijn negen Duitsers, zegt een anonieme regeringsambtenaar tegen persbureau AP",1
1998,"Overschot aan leraren basisschool Aankomende leraren in het basisonderwijs zullen dit jaar moeilijk aan een baan komen.  Het tekort aan onderwijzers dat de laatste jaren bestond, zal omslaan in een overschot, verwachten pabo's",1
