Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq118-0,xl,"kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele diversiteit van Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele <extra_id_0> Iran. Rondleidingen op wo","kunst, pozie, kalligrafie, muziek, kleding en dans tonen de culturele diversiteit van Iran. Rondleidingen op wo",['diversiteit van'],['diversiteit van'],2,15,7,[0.0],0.0,volkskrant
seq119-0,xl,a gefingeerd. Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,<extra_id_0> Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,Ook genterviewd worden over liefde en lust? Mail een korte toelichting naar lust@volkskrant.nl,['a gefingeerd.'],[''],2,15,7,[1.0],1.0,volkskrant
seq120-0,xl,"en  Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","en Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin <extra_id_0> scheiden. Vandaag:","en Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin en onzin te scheiden. Vandaag:",['van de onzin te'],['en onzin te'],4,15,7,[0.3333333333333333],0.33,volkskrant
seq121-0,xl,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen <extra_id_0> politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Vragen of opmerkingen? Mail naar haag@volkskrant.nl. Deze nieuwsbrief,['is de'],['is de'],2,15,7,[0.0],0.0,volkskrant
seq122-0,xl,"Zonder muziek, maar met het minimalistische geluidsdecor en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met <extra_id_0> en de briljante montage, ontstonden een paar van de spannendste scnes uit h","Zonder muziek, maar met de nodige timing en de briljante montage, ontstonden een paar van de spannendste scnes uit h",['het minimalistische geluidsdecor'],['de nodige timing'],3,15,7,[0.78125],0.78,volkskrant
seq123-0,xl,Iedere week beantwoordt de Volkskrant een beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt <extra_id_0> beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,Iedere week beantwoordt een schrijver de beloningsvraag van een lezer in de rubriek Verdien ik wel genoeg. Deze week de,['de Volkskrant een'],['een schrijver de'],3,15,7,[0.8235294117647058],0.82,volkskrant
seq124-0,xl,"). Sonata, choreografie van Stephen Shropshire door Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie <extra_id_0> Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.","). Sonata, choreografie en dans. Station Zuid. Jussi Nousiainen danst zes solos op muziek van Bach en Anne Parlevliet, live begeleid door de pianiste Anny Tseng.",['van Stephen Shropshire door'],['en dans.'],4,15,7,[0.8518518518518519],0.85,volkskrant
seq125-0,xl,"- Klopt dit wel? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? <extra_id_0> razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","- Klopt dit wel? De reacties stromen razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",['Berichten verspreiden zich vaak'],['De reacties stromen'],4,15,7,[0.7741935483870968],0.77,volkskrant
seq126-0,xl,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Dit moet u,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. <extra_id_0>,Elke dag tipt de redactie van de Volkskrant de beste programma's en films op televisie. Bekijk hier alle,['Dit moet u'],['alle'],3,15,7,[0.9],0.9,volkskrant
seq127-0,xl,"Armand Bouten (1893-1965), t/m 1 maart; di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m <extra_id_0> di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl","Armand Bouten (1893-1965), t/m heden di t/m zo 10-17u vr tot 22u. Tel. 0900-8212132. www.groningermuseum.nl",['1 maart;'],['heden'],2,15,7,[1.0],1.0,volkskrant
seq128-0,xl,". Maria Stuart van Schiller door het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart <extra_id_0> het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",". Maria Stuart in de reprise van het Nationale Toneel, met Mirjam Stolwijk als de strijdlustige Schotse koningin en Will van Kralingen als",['van Schiller door'],['in de reprise van'],3,15,7,[0.9411764705882353],0.94,volkskrant
seq129-0,xl,"de aandacht drie uur lang vasthoudt met smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.","de aandacht drie uur lang <extra_id_0> smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.","de aandacht drie uur lang vasthoudt aan smakelijke dialogen, galgenhumor en fabuleus georkestreerd geweld.",['vasthoudt met'],['vasthoudt aan'],2,15,7,[0.23076923076923078],0.23,volkskrant
seq130-0,xl,Wat zullen we eens eten vanavond? Elke dag in de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? <extra_id_0> de Volkskrant een verrassend en smakelijk recept. Vandaag:,Wat zullen we eens eten vanavond? Elke dag publiceert de Volkskrant een verrassend en smakelijk recept. Vandaag:,['Elke dag in'],['Elke dag publiceert'],3,15,7,[0.47368421052631576],0.47,volkskrant
seq131-0,xl,Welke rol speelt afkomst in Nederland? Dat onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in <extra_id_0> onderzoekt de Volkskrant in een reeks interviews. Ondernemer,Welke rol speelt afkomst in de keuze voor werk? Dat onderzoekt de Volkskrant in een reeks interviews. Ondernemer,['Nederland? Dat'],['de keuze voor werk? Dat'],2,15,7,[0.6521739130434783],0.65,volkskrant
seq132-0,xl,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen bedoelt hij hiermee,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen <extra_id_0>,dat een ja-stem 'een keuze voor verandering en omvorming van het bestuurssysteem' is. Welke veranderingen en omvormingen?,['bedoelt hij hiermee'],['omvormingen?'],3,15,7,[0.8421052631578947],0.84,volkskrant
seq133-0,xl,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of binnenstebuiten gekeerd. Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of <extra_id_0> Vandaag:,In De andere kant wordt wekelijks een actuele kwestie ondersteboven gehouden of opgelost. Vandaag:,['binnenstebuiten gekeerd.'],['opgelost.'],2,15,7,[0.875],0.88,volkskrant
seq134-0,xl,". Als lijsttrekker van de Single Issue Partij blogt journalist, radiomaker en ervaringsdeskundige Maartje Duin over hun leven.",. Als lijsttrekker van de Single Issue <extra_id_0> radiomaker en ervaringsdeskundige Maartje Duin over hun leven.,. Als lijsttrekker van de Single Issue praten ze met radiomaker en ervaringsdeskundige Maartje Duin over hun leven.,"['Partij blogt journalist,']",['praten ze met'],3,15,7,[0.8333333333333334],0.83,volkskrant
seq135-0,xl,| De Volkskrant Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De Volkskrant <extra_id_0> over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,| De Volkskrant Een overzicht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,['Jeanne Prisser bericht'],['Een overzicht'],3,15,7,[0.5909090909090909],0.59,volkskrant
seq136-0,xl,Dagkoersen is de politieke nieuwsbrief van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan waarin een tweet in de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,Dagkoersen <extra_id_0> van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan <extra_id_1> de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,Dagkoersen is het politieke magazine van de Volkskrant. Onze politieke redactie neemt u elke middag rond 17.00 uur mee naar het Binnenhof. De Haagse vierkante kilometer is een snelkookpan waarin een verkiezingsdebat in de ochtend kan uitgroeien tot een Kamerdebat in de middag en een crisis in de avond. U leest het in Dagkoersen.,"['is de politieke nieuwsbrief', 'waarin een tweet in']","['is het politieke magazine', 'waarin een verkiezingsdebat in']",8,15,7,"[0.4444444444444444, 0.43333333333333335]",0.44,volkskrant
seq137-0,xl,"de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat zijn de gevolgen van hun komst en hoe kan het anders?","de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat <extra_id_0> van hun komst en hoe kan het anders?","de vluchtelingencrisis in Europa. Wie zijn die vluchtelingen, wat is de oorzaak van hun komst en hoe kan het anders?",['zijn de gevolgen'],['is de oorzaak'],3,15,6,[0.6875],0.69,volkskrant
seq138-0,xl,Nederlandse commando's van het KCT (Korps Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het <extra_id_0> Commando Troepen) tijdens een patrouille richting de stad,Nederlandse commando's van het ROT (Regiment Commando Troepen) tijdens een patrouille richting de stad,['KCT (Korps'],['ROT (Regiment'],2,15,6,[0.7692307692307693],0.77,volkskrant
seq139-0,xl,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening gezet onder het nucleaire akkoord met Iran.,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening <extra_id_0> nucleaire akkoord met Iran.,Donald Trump heeft vrijdag niet de vereiste driemaandelijke presidentile handtekening gezet onder het nucleaire akkoord met Iran.,['gezet onder het'],['gezet onder het'],3,15,6,[0.0],0.0,volkskrant
seq140-0,xl,"voor iedereen die een relatie heeft, er eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V",voor iedereen die <extra_id_0> eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V,voor iedereen die er eentje heeft gehad of graag zou willen. Regie: Jrgen Tjon A Fon. Muziek: Jay.Soul & Perquisite. V,"['een relatie heeft', 'er']",['er'],4,15,6,[0.8823529411764706],0.88,volkskrant
seq141-0,xl,). Ciske de Rat met Danny de Munk als de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny <extra_id_0> de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,). Ciske de Rat met Danny de Jonge is de volwassen Cis die terugblikt op zijn roerige leven. Vanavond t/m,['de Munk als'],['de Jonge is'],3,15,6,[0.5454545454545454],0.55,volkskrant
seq142-0,xl,"), Lucas van Esch (artdirector V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van <extra_id_0> V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,","), Lucas van der Ham ( V), Erik d'Ailly, Thijs Balder, Joke Buijs, Annemieke Jansen, Koos Jeremiasse,",['Esch (artdirector'],['der Ham ('],2,15,6,[0.8823529411764706],0.88,volkskrant
seq143-0,xl,"Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh, Munch tot Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van <extra_id_0> Kandinksy, t/m 17/6","Amsterdam, Van Gogh Museum (020-5705252): Dreams of nature, symbolistisch landschap met zeventig werken van Van Gogh en Kandinksy, t/m 17/6","['Gogh', 'Munch tot']",['Gogh en'],3,15,6,[0.42857142857142855],0.43,volkskrant
seq144-0,xl,"circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), t/m 9/4; De Ouborg Prijs 2011,","circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), <extra_id_0> De Ouborg Prijs 2011,","circa vijftig schilderijen en dertig tekeningen van Willem Maris (1844-1910), laureaat van De Ouborg Prijs 2011,",['t/m 9/4;'],['laureaat van'],2,15,6,[1.0],1.0,volkskrant
seq145-0,xl,"Jouw perspectief!?, abstract grote getallen teruggebracht naar menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen <extra_id_0> menselijke maat in visualisaties, t/m 18/3","Jouw perspectief!?, abstract grote getallen en menselijke maat in visualisaties, t/m 18/3",['teruggebracht naar'],['en'],2,15,6,[0.8888888888888888],0.89,volkskrant
seq146-0,xl,Wekelijks selecteert de Volkskrant films die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,Wekelijks selecteert de Volkskrant <extra_id_0> niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,Wekelijks selecteert de Volkskrant een aantal artikelen die u niet mag missen. En een aantal die u met gerust hart kunt overslaan. Deze week:,['films die u'],['een aantal artikelen die u'],3,15,6,[0.6923076923076923],0.69,volkskrant
seq147-0,xl,Een omslag kan een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,<extra_id_0> een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,die een boek maken of breken. Zes ontwerpers over hun vak en het geheim van een goede cover. Vandaag:,['Een omslag kan'],['die'],3,15,6,[1.0],1.0,volkskrant
seq148-0,xl,"Never Mind That Noise You Heard, recente videos en installaties van kunstenaarsduo Allora & Calzadilla","Never Mind That Noise You Heard, recente videos en installaties van <extra_id_0> & Calzadilla","Never Mind That Noise You Heard, recente videos en installaties van noise artists in Madrid & Calzadilla",['kunstenaarsduo Allora'],['noise artists in Madrid'],2,15,6,[0.8260869565217391],0.83,volkskrant
seq149-0,xl,". Amsterdam, Museum het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". <extra_id_0> het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,",". In het Rembrandthuis (Jodenbreestraat 4): Vrouwenlevens tussen kunst en wetenschap,","['Amsterdam', 'Museum']",['In'],2,15,6,[1.0],1.0,volkskrant
seq150-0,xl,Zo'n driehonderd mensen demonstreren met witte paraplu's bij het Grensdetentiecentrum om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte <extra_id_0> om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,Zo'n driehonderd mensen demonstreren met witte vlaggen om aandacht te vragen voor vluchtelingen die na aankomst op Schiphol gelijk in detentie worden gezet,"['""paraplu\'s bij het Grensdetentiecentrum""']",['vlaggen'],4,15,6,[0.925],0.93,volkskrant
seq151-0,xl,Hoe kan het dat deze grote vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het dat <extra_id_0> vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,Hoe kan het dat de grootste vervuiler bij alle internationale klimaatakkoorden altijd buiten schot blijft?,['deze grote'],['de grootste'],2,15,6,[0.45454545454545453],0.45,volkskrant
seq152-0,xl,". Liaisons dangereuses van Christopher Hampton naar het boek van Choderlos de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar dat een gevaarlijk spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het <extra_id_0> de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar <extra_id_1> spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond",". Liaisons dangereuses van Christopher Hampton naar het gelijknamige gedicht van de Laclos, met Ariane Schluter en Gijs Scholten van Aschat als het perverse paar dat een spel speelt. Johan Doesburg regisseert deze voorstelling van het Nationale Toneel. Vanavond","['boek van Choderlos', 'dat een gevaarlijk']","['gelijknamige gedicht van', 'dat een']",6,15,6,"[0.9166666666666666, 0.6111111111111112]",0.76,volkskrant
seq153-0,xl,"Route 66 is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","<extra_id_0> een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.","is een roadmusical, bedacht door Harry Kies en geschreven door Dick van den Heuvel en Stan Lapinski.",['Route 66 is'],['is'],3,15,6,[0.8181818181818182],0.82,volkskrant
seq154-0,xl,"). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van Leopold Witte en Geert Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van <extra_id_0> Lageveen. V","). Bloedband, muziektheater over de schoonheid van het alledaagse en het geluk dat voor het grijpen ligt. Door Orkater, met muziek van Beppe Costa en tekst van Willem Lageveen. V",['Leopold Witte en Geert'],['Willem'],5,15,6,[0.8636363636363636],0.86,volkskrant
seq155-0,xl,"In Pyeongchang hebben meer landen hun Kramer; een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, maar de triomf. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben <extra_id_0> een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, <extra_id_1> Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","In Pyeongchang hebben we een man, vrouw of ploeg die het als zijn plicht beschouwt om te winnen in de sport van zijn geboorteland. Niet de strijd telt, maar de prestatie. Die ambitie wordt vaak versterkt door de verwachtingen in eigen land.","['meer landen hun Kramer;', 'maar de triomf.']","['we', 'maar de prestatie.']",7,15,6,"[0.9565217391304348, 0.4444444444444444]",0.7,volkskrant
seq156-0,xl,de keer de Volkskrant Top 200 van invloedrijkste Nederlanders. Hoe wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 van invloedrijkste <extra_id_0> wordt die ranglijst samengesteld?,de keer de Volkskrant Top 200 van invloedrijkste zakenmensen. Hoe wordt die ranglijst samengesteld?,['Nederlanders. Hoe'],['zakenmensen. Hoe'],2,15,6,[0.5294117647058824],0.53,volkskrant
seq157-0,xl,". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die een intense relatie had met haar moeder en haar eigen dochter aan",". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die <extra_id_0> met haar moeder en haar eigen dochter aan",". Colette, solo van Jose Ruiter over de beroemde en ooit omstreden Franse schrijfster Colette (1873-1954), die zich met haar moeder en haar eigen dochter aan",['een intense relatie had'],['zich'],4,15,6,[0.9130434782608695],0.91,volkskrant
seq158-0,xl,"uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr Gingras, Jaakko Toivonen en Ed Wubbe eerder voor","uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr <extra_id_0> en Ed Wubbe eerder voor","uit werken die de choreografen Marco Goecke, Georg Reischl, Stephen Shropshire, Andr Tkachuk en Ed Wubbe eerder voor","['Gingras', 'Jaakko Toivonen']",['Tkachuk'],3,15,6,[1.0],1.0,volkskrant
seq159-0,xl,"Iklimler (Nuri Bilge Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler <extra_id_0> Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust","Iklimler (Cem Ceylan). Turkse variatie op Scnes uit een huwelijk. Terwijl de seizoenen voorbijgaan, focust",['(Nuri Bilge'],['(Cem'],2,15,6,[0.9090909090909091],0.91,volkskrant
seq160-0,xl,Je gaat het pas zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je <extra_id_0> zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,Je kunt het pas zien als je het doorhebt. Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week:,['gaat het pas'],['kunt het pas'],3,15,6,[0.25],0.25,volkskrant
seq161-0,xl,"Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft met actrice Anousha Nzume, die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft <extra_id_0> die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","Sander Donkers ging er altijd gedachteloos vanuit dat hij veel gemeen heeft met de vrouw die hij al kent van toen ze nog Anna heette. Niet echt, blijkt als hij haar spreek","['met actrice Anousha Nzume,']",['met de vrouw'],5,15,6,[0.6923076923076923],0.69,volkskrant
seq162-0,xl,"| De Volkskrant Kookboekenmaker, kok en illustrator Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","| De Volkskrant Kookboekenmaker, <extra_id_0> Yvette van Boven maakt elke week een gerecht in de oven. Deze week:","| De Volkskrant Kookboekenmaker, culinaire schrijver en culinaire liefhebber Yvette van Boven maakt elke week een gerecht in de oven. Deze week:",['kok en illustrator'],['culinaire schrijver en culinaire liefhebber'],3,15,6,[0.8372093023255814],0.84,volkskrant
seq163-0,xl,". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw flikkerend licht op hun gezicht, de ogen aan het scherm gekleefd.",". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw <extra_id_0> gezicht, de ogen aan het scherm gekleefd.",". Ze zijn terughoudend met schokkende beelden: in plaats daarvan zie je vooral de sprekers achter de computer, blauw aan het gezicht, de ogen aan het scherm gekleefd.",['flikkerend licht op hun'],['aan het'],4,15,6,[0.8695652173913043],0.87,volkskrant
seq164-0,xl,"Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies van Hendrik Werkman (1882-1945) v","Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies <extra_id_0> v","Amsterdam, Joods Historisch Museum (Nieuwe Amstelstraat 1): Art of the State, hedendaagse fotografie en videokunst van zestien Isralische kunstenaars; voorts De Blauwe Schuit, voorstudies v",['van Hendrik Werkman (1882-1945)'],[''],4,15,6,[1.0],1.0,volkskrant
seq165-0,xl,"Blik test autos, signaleert opvallende autozaken en doet daarvan elke twee weken verslag. Vandaag de","Blik test autos, signaleert opvallende autozaken en doet <extra_id_0> twee weken verslag. Vandaag de","Blik test autos, signaleert opvallende autozaken en doet over twee weken verslag. Vandaag de",['daarvan elke'],['over'],2,15,6,[0.8333333333333334],0.83,volkskrant
seq166-0,xl,voorstelling uit 2004. Het doorleefde danserslichaam van Jacob Flier en de jonge mimespeelster Schweigman ontmoeten elkaar op muziek van,<extra_id_0> Het doorleefde danserslichaam van Jacob Flier en de jonge mimespeelster Schweigman ontmoeten elkaar op muziek van,Het doorleefde danserslichaam van Jacob Flier en de jonge mimespeelster Schweigman ontmoeten elkaar op muziek van,['voorstelling uit 2004.'],[''],3,15,6,[1.0],1.0,volkskrant
seq167-0,xl,De vraag lijkt simpel: wilt u dat Nederland een online-surveillancestaat wordt? Maar zo simpel is het niet.,De vraag lijkt simpel: wilt u dat Nederland <extra_id_0> Maar zo simpel is het niet.,De vraag lijkt simpel: wilt u dat Nederland zichzelf vernietigt? Maar zo simpel is het niet.,['een online-surveillancestaat wordt?'],['zichzelf vernietigt?'],3,15,6,[0.7714285714285715],0.77,volkskrant
seq168-0,xl,". Bonnefantenmuseum: Rondom Drer schetst met vijftig tekeningen en zo'n driehonderd prenten een beeld van de periode uit de Renaissance waarin tekenaar en graficus Albrecht Drer een sleutelrol speelde, t/m 11 juni;",". Bonnefantenmuseum: <extra_id_0> vijftig tekeningen en zo'n driehonderd prenten een beeld van de periode uit de Renaissance waarin tekenaar en graficus Albrecht Drer een sleutelrol speelde, t/m 11 juni;",". Bonnefantenmuseum: De tentoonstelling geeft met vijftig tekeningen en zo'n driehonderd prenten een beeld van de periode uit de Renaissance waarin tekenaar en graficus Albrecht Drer een sleutelrol speelde, t/m 11 juni;",['Rondom Drer schetst met'],['De tentoonstelling geeft met'],5,15,6,[0.6785714285714286],0.68,volkskrant
seq169-0,xl,"(David Fincher). De maker van Se7en en Fight Club richt zich op een waar gebeurde moordzaak in Amerika die nooit werd opgelost. Niet de moordenaar speelt de hoofdrol, maar de mannen die hem proberen te ontmaskeren.","(David Fincher). <extra_id_0> en Fight Club richt zich op een waar gebeurde moordzaak in Amerika die nooit werd opgelost. Niet de moordenaar speelt de hoofdrol, maar de mannen die hem proberen te ontmaskeren.","(David Fincher). De combinatie van deze films en Fight Club richt zich op een waar gebeurde moordzaak in Amerika die nooit werd opgelost. Niet de moordenaar speelt de hoofdrol, maar de mannen die hem proberen te ontmaskeren.",['De maker van Se7en'],['De combinatie van deze films'],5,15,6,[0.5714285714285714],0.57,volkskrant
seq170-0,xl,r De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,r De rubriek Beeldvormers onderzoekt hoe een foto onze <extra_id_0> de werkelijkheid bepaalt. Deze week:,r De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,['kijk op'],['kijk op'],2,15,6,[0.0],0.0,volkskrant
seq171-0,xl,"Wat kwam er de laatste dagen weer voor moois bij in het cultuuraanbod? De Volkskrant-specialisten kiezen hun favorieten, van een","Wat kwam er de laatste <extra_id_0> moois bij in het cultuuraanbod? De Volkskrant-specialisten kiezen hun favorieten, van een","Wat kwam er de laatste tijd moois bij in het cultuuraanbod? De Volkskrant-specialisten kiezen hun favorieten, van een",['dagen weer voor'],['tijd'],3,15,6,[1.0],1.0,volkskrant
