Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq432-0,small,Er is onvoldoende reden om het voltallige bestuur van het islamitische Cornelius Haga Lyceum weg te sturen,Er is onvoldoende reden om het voltallige bestuur van het <extra_id_0> Lyceum weg te sturen,Er is onvoldoende reden om het voltallige bestuur van het voltallige bestuur van Lyceum weg te sturen,['islamitische Cornelius Haga'],['voltallige bestuur van'],3,6,[0.7407407407407407],0.74
seq433-0,small,Het coronavirus houdt de sportwereld in zijn greep. Volg in dit liveblog alle ontwikkelingen rond het corona-gerelateerde sportnieuws van vandaag. 0,Het coronavirus houdt de sportwereld in zijn greep. Volg <extra_id_0> alle ontwikkelingen rond het corona-gerelateerde sportnieuws van vandaag. 0,Het coronavirus houdt de sportwereld in zijn greep. Volg het coronavirus alle ontwikkelingen rond het corona-gerelateerde sportnieuws van vandaag. 0,['in dit liveblog'],['het coronavirus'],3,6,[0.9333333333333333],0.93
seq434-0,small,"De bazen die eerder aan bod kwamen: Fons Jurgens (Efteling) Frits van Eerd (Jumbo), Atilay Uslu (Corendon), Hennie van der Most (horeca-ondernemer), Jaap Wassink (Coca-Cola), Bas Beerens (WeTransfer), Wilbert Mutsaers (Spotify), Gillian Tans (Booking.com), Marjan van Loon (Shell), Duncan Stutterheim (ID&T), Niels Bontje (Iglo), Koen Regout (Koninklijke Verkade), Marcel Molenaar (LinkedIn), Michiel Muller (Picnic) , Alex van Hooff (Burgers Zoo), Dries van der Vossen (Event Hotels), Sabi Tolou (SendCloud), Eppo Kuipers (Lean Consultancy Group), Maike Nieuwenhuys (detacheerder USG)","De bazen die <extra_id_0> (Efteling) Frits van Eerd (Jumbo), Atilay Uslu (Corendon), Hennie van der Most <extra_id_1> (Coca-Cola), Bas Beerens (WeTransfer), Wilbert Mutsaers (Spotify), Gillian Tans (Booking.com), Marjan van Loon (Shell), Duncan Stutterheim (ID&T), Niels Bontje (Iglo), Koen <extra_id_2> Marcel Molenaar (LinkedIn), Michiel Muller (Picnic) , Alex van Hooff (Burgers Zoo), Dries van der Vossen (Event Hotels), Sabi Tolou (SendCloud), Eppo Kuipers (Lean Consultancy Group), Maike Nieuwenhuys (detacheerder USG)",,"['eerder aan bod kwamen: Fons Jurgens', '(horeca-ondernemer)', 'Jaap Wassink', 'Regout (Koninklijke Verkade),']",,12,6,,
seq435-0,small,"De Europese porno-industrie heeft haar opnames grotendeels stilgelegd nadat op de Spaanse nieuwssite El Nacional.Cat op 14 februari het bericht verscheen dat Nacho Vidal, een bekende Catalaanse pornoacteur, besmet was geraakt met het hiv-virus. Actrices en acteurs met wie hij recent samenwerkte, worden eerst getest voordat de activiteiten kunnen worden hervat.","<extra_id_0> haar opnames <extra_id_1> de Spaanse nieuwssite El Nacional.Cat op 14 februari het bericht verscheen dat Nacho Vidal, een bekende Catalaanse pornoacteur, besmet was geraakt met het hiv-virus. Actrices en acteurs met wie hij recent samenwerkte, worden eerst getest voordat de activiteiten kunnen worden hervat.","het haar opnames t de Spaanse nieuwssite El Nacional.Cat op 14 februari het bericht verscheen dat Nacho Vidal, een bekende Catalaanse pornoacteur, besmet was geraakt met het hiv-virus. Actrices en acteurs met wie hij recent samenwerkte, worden eerst getest voordat de activiteiten kunnen worden hervat.","['De Europese porno-industrie heeft', 'grotendeels stilgelegd nadat op']","['het', 't']",8,6,"[0.9090909090909091, 0.967741935483871]",0.94
seq436-0,small,"Goed drinken, dat is bij de hitte van de komende dagen het devies. Maar wt je drinkt, kan nogal een verschil maken voor het klimaat. Zo is de klimaatimpact van cappuccino een veelvoud van die van thee, sap of een biertje.","Goed drinken, dat is bij de hitte van de komende dagen het devies. Maar wt je drinkt, kan nogal een verschil maken voor het <extra_id_0> de klimaatimpact van cappuccino een veelvoud <extra_id_1> thee, sap of een biertje.","Goed drinken, dat is bij de hitte van de komende dagen het devies. Maar wt je drinkt, kan nogal een verschil maken voor het een het de klimaatimpact van cappuccino een veelvoud De een het thee, sap of een biertje.","['klimaat. Zo is', 'van die van']","['een het', 'De een het']",6,6,"[0.9285714285714286, 0.8181818181818182]",0.87
seq437-0,small,"Gepaste afstand bewaren, sociaal contact vermijden en binnen zitten. De coronamaatregelen laten speeltuintjes ongebruikt en onze straten angstvallig leeg achter. In de serie Stilte in beeld vliegen we elke dag over een stille plaats. Vandaag een vlucht over",Gepaste <extra_id_0> contact vermijden en binnen zitten. De coronamaatregelen laten speeltuintjes ongebruikt en onze straten angstvallig <extra_id_1> de serie Stilte in beeld vliegen we elke dag over een stille plaats. Vandaag een vlucht over,Gepaste en contact vermijden en binnen zitten. De coronamaatregelen laten speeltuintjes ongebruikt en onze straten angstvallig en de serie Stilte in beeld vliegen we elke dag over een stille plaats. Vandaag een vlucht over,"['afstand bewaren', 'sociaal', 'leeg achter. In']","['en', 'en']",6,6,"[0.8666666666666667, 1.0]",0.93
seq438-0,small,"De Chinese stad Wuhan, waar de eerste besmetting met het coronavirus werd vastgesteld, sluit zijn luchthaven en treinstations voor uitgaande reizigers. Dat meldden staatsmedia woensdag. Ook het lokale openbaar vervoer gaat plat.","De Chinese stad Wuhan, waar de eerste besmetting met het <extra_id_0> zijn luchthaven en treinstations voor uitgaande reizigers. Dat meldden staatsmedia woensdag. Ook het lokale openbaar vervoer gaat plat.","De Chinese stad Wuhan, waar de eerste besmetting met het het zijn luchthaven en treinstations voor uitgaande reizigers. Dat meldden staatsmedia woensdag. Ook het lokale openbaar vervoer gaat plat.","['coronavirus werd vastgesteld', 'sluit']",['het'],5,6,[0.9285714285714286],0.93
seq439-0,small,De transfermarkt is nog tot en met 31 januari geopend. Mis tot die tijd niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,<extra_id_0> tot en met 31 januari geopend. Mis tot die tijd niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,mis tot en met 31 januari geopend. Mis tot die tijd niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,['De transfermarkt is nog'],['mis'],4,6,[0.8695652173913043],0.87
seq440-0,small,Frenkie de Jong (21) sluit zich vanaf 1 juli aan in de rijke traditie van Nederlandse voetballers bij FC Barcelona. De middenvelder heeft voor vijf jaar getekend bij de Spaanse grootmacht. Met Messi spelen wordt heel speciaal voor mij.,Frenkie de Jong <extra_id_0> aan in de rijke traditie van Nederlandse voetballers bij FC Barcelona. De middenvelder heeft voor vijf jaar getekend bij de Spaanse grootmacht. Met Messi spelen wordt heel speciaal voor mij.,Frenkie de Jong s aan in de rijke traditie van Nederlandse voetballers bij FC Barcelona. De middenvelder heeft voor vijf jaar getekend bij de Spaanse grootmacht. Met Messi spelen wordt heel speciaal voor mij.,['(21) sluit zich vanaf 1 juli'],['s'],6,6,[0.9642857142857143],0.96
seq441-0,small,"Minister Ingrid van Engelshoven (onderwijs, D66) grijpt hard in na uitspraken van de rector van de Islamitische Universiteit Rotterdam. Deze keer zou hij hebben gezegd dat Glenisten volgens de islam de doodstraf verdienen. Na vele provocaties lijkt Ahmed Akgndz zijn hand te hebben overspeeld.","Minister Ingrid van Engelshoven (onderwijs, D66) grijpt hard in na uitspraken van de rector van de Islamitische Universiteit Rotterdam. Deze keer zou hij hebben gezegd dat Glenisten <extra_id_0> doodstraf <extra_id_1> provocaties lijkt Ahmed Akgndz zijn hand te hebben overspeeld.","Minister Ingrid van Engelshoven (onderwijs, D66) grijpt hard in na uitspraken van de rector van de Islamitische Universiteit Rotterdam. Deze keer zou hij hebben gezegd dat Glenisten t doodstraf e provocaties lijkt Ahmed Akgndz zijn hand te hebben overspeeld.","['volgens de islam de', 'verdienen. Na vele']","['t', 'e']",7,6,"[1.0, 0.9444444444444444]",0.97
seq442-0,small,De Turkse politie in Istanboel heeft vanochtend de Nederlandse correspondent Ans Boersma (30) het land uitgezet.,De Turkse politie in Istanboel heeft vanochtend de <extra_id_0> Ans Boersma (30) het land uitgezet.,De Turkse politie in Istanboel heeft vanochtend de Turkse politie in Ans Boersma (30) het land uitgezet.,['Nederlandse correspondent'],['Turkse politie in'],2,6,[0.76],0.76
seq443-0,small,"in <a href=""https://twitter.com/hashtag/Maastricht?src=hash&amp;ref_src=twsrc%5Etfw"">#Maastricht</a>","in <a href=""https://twitter.com/hashtag/Maastricht?src=hash&amp;ref_src=twsrc%5Etfw"">#Maastricht</a>","in <a href=""https://twitter.com/hashtag/Maastricht?src=hash&amp;ref_src=twsrc%5Etfw"">#Maastricht</a>",[''],[],1,6,[],
seq444-0,small,"De politie in Groningen heeft, naar aanleiding van de incidenten rond het boerenprotest van gisteren, twee nieuwe aanhoudingen verricht. Het gaat daarbij om","De politie in Groningen heeft, naar aanleiding van de incidenten rond het boerenprotest van <extra_id_0> aanhoudingen verricht. Het gaat daarbij om","De politie in Groningen heeft, naar aanleiding van de incidenten rond het boerenprotest van de aanhoudingen verricht. Het gaat daarbij om","['gisteren', 'twee nieuwe']",['de'],3,6,[0.875],0.88
seq445-0,small,"</a> <a href=""https://twitter.com/hashtag/eindelijk?src=hash&amp;ref_src=twsrc%5Etfw"">#eindelijk</a> <a href=""https://t","</a> <a href=""https://twitter.com/hashtag/eindelijk?src=hash&amp;ref_src=twsrc%5Etfw"">#eindelijk</a> <a href=""https://t","</a> <a href=""https://twitter.com/hashtag/eindelijk?src=hash&amp;ref_src=twsrc%5Etfw"">#eindelijk</a> <a href=""https://t",[''],[],1,6,[],
seq446-0,small,Het is zomer...En wat is er dan leuker dan het maken van mooie fotos en die te delen met de rest van de wereld?!,Het is zomer...En wat is er dan leuker dan het maken van mooie fotos <extra_id_0> met de rest van de wereld?!,Het is zomer...En wat is er dan leuker dan het maken van mooie fotos dan met de rest van de wereld?!,['en die te delen'],['dan'],4,6,[0.8666666666666667],0.87
seq447-0,small,"De scootmobiel is momenteel niet veilig genoeg, blijkt uit een groot nieuw onderzoek. De manier van remmen en de stabiliteit van het karretje laten te wensen over en dat kan leiden tot",De scootmobiel is momenteel <extra_id_0> uit een groot nieuw onderzoek. De manier van remmen en de stabiliteit van het karretje laten te wensen over en dat kan leiden tot,De scootmobiel is momenteel en uit een groot nieuw onderzoek. De manier van remmen en de stabiliteit van het karretje laten te wensen over en dat kan leiden tot,"['niet veilig genoeg', 'blijkt']",['en'],5,6,[0.8888888888888888],0.89
seq448-0,small,"In meer dan honderd Nederlandse gemeenten stijgt het aantal inbraken in de zomermaanden. In middelgrote steden als Delft, Leeuwarden en Lelystad neemt de kans op inbraak zelfs met tientallen procenten toe, blijkt uit een analyse","In meer <extra_id_0> stijgt het aantal inbraken in de zomermaanden. In middelgrote steden als Delft, Leeuwarden en Lelystad neemt de kans op inbraak zelfs met tientallen procenten toe, blijkt uit een analyse","In meer t stijgt het aantal inbraken in de zomermaanden. In middelgrote steden als Delft, Leeuwarden en Lelystad neemt de kans op inbraak zelfs met tientallen procenten toe, blijkt uit een analyse",['dan honderd Nederlandse gemeenten'],['t'],5,6,[0.9696969696969697],0.97
seq449-0,small,"Traditionele beroepen, van molenaar tot beroepsvisser en van glasblazer tot mandenvlechter. In de regio zijn ze er nog volop, maar is er anno 2019","Traditionele beroepen, van molenaar tot <extra_id_0> tot mandenvlechter. In de regio zijn ze er nog volop, maar is er anno 2019","Traditionele beroepen, van molenaar tot het tot mandenvlechter. In de regio zijn ze er nog volop, maar is er anno 2019",['beroepsvisser en van glasblazer'],['het'],4,6,[0.967741935483871],0.97
seq450-0,small,"Waar zijn ze gebleven? Een BNer die de schijnwerpers achter zich heeft gelaten, praat u in deze rubriek bij. Vandaag:","Waar zijn ze gebleven? Een BNer die de schijnwerpers achter zich heeft gelaten, praat u in <extra_id_0> Vandaag:","Waar zijn ze gebleven? Een BNer die de schijnwerpers achter zich heeft gelaten, praat u in BNer Vandaag:",['deze rubriek bij.'],['BNer'],3,6,[0.8823529411764706],0.88
seq451-0,small,Op reis in Europa vliegen Nederlanders meestal naar het zonnige Zuiden. Wij niet. Wij pakken deze zomer de bus naar het Oosten. Vandaag deel,Op reis in Europa vliegen Nederlanders meestal naar het zonnige Zuiden. Wij niet. Wij pakken deze zomer de bus <extra_id_0> deel,Op reis in Europa vliegen Nederlanders meestal naar het zonnige Zuiden. Wij niet. Wij pakken deze zomer de bus t deel,['naar het Oosten. Vandaag'],['t'],4,6,[0.9583333333333334],0.96
seq452-0,small,"Van leerkrachten en zorgmedewerkers tot netwerkbeheerders, vakkenvullers en vuilnismannen, ze hebben in deze coronacrisis ineens allemaal een vitaal beroep: een baan die de samenleving draaiende houdt in barre tijden. Wie zijn deze onmisbare mensen? De PZC belicht hen de komende tijd. Vandaag:","Van leerkrachten en zorgmedewerkers tot netwerkbeheerders, <extra_id_0> ze hebben in deze coronacrisis ineens allemaal een vitaal beroep: een baan die de samenleving draaiende houdt in barre tijden. Wie zijn deze onmisbare <extra_id_1> belicht hen de komende tijd. Vandaag:","Van leerkrachten en zorgmedewerkers tot netwerkbeheerders, een ze hebben in deze coronacrisis ineens allemaal een vitaal beroep: een baan die de samenleving draaiende houdt in barre tijden. Wie zijn deze onmisbare en belicht hen de komende tijd. Vandaag:","['vakkenvullers en vuilnismannen,', 'mensen? De PZC']","['een', 'en']",6,6,"[0.9032258064516129, 0.8571428571428571]",0.88
seq453-0,small,"Deze vrouw had geen inkomsten, maar wel drie woningen, twee autos en dure horloges. Nu heeft ze de FIOD","Deze vrouw had geen inkomsten, <extra_id_0> woningen, twee autos en dure horloges. Nu heeft ze de FIOD","Deze vrouw had geen inkomsten, twee autos, woningen, twee autos en dure horloges. Nu heeft ze de FIOD",['maar wel drie'],"['twee autos,']",3,6,[0.9230769230769231],0.92
seq454-0,small,"Het college van b en w, dat hiervan op de hoogte is gesteld, benadrukt juist dat k uit het onderzoek blijkt dat bewoners de verkeersveiligheid in de wijk een kleine voldoende geven.","Het college van b en <extra_id_0> de hoogte is gesteld, benadrukt juist dat k uit het onderzoek blijkt dat bewoners de verkeersveiligheid in de wijk een kleine voldoende geven.","Het college van b en het de hoogte is gesteld, benadrukt juist dat k uit het onderzoek blijkt dat bewoners de verkeersveiligheid in de wijk een kleine voldoende geven.","['w', 'dat hiervan op']",['het'],5,6,[1.0],1.0
seq455-0,small,"gewonden gevallen, onder wie een jonge jongen. Het incident gebeurde waarschijnlijk nadat er ruzie was ontstaan omdat de organisatie","gewonden gevallen, onder wie een jonge jongen. Het incident gebeurde waarschijnlijk <extra_id_0> was ontstaan omdat de organisatie","gewonden gevallen, onder wie een jonge jongen. Het incident gebeurde waarschijnlijk e was ontstaan omdat de organisatie",['nadat er ruzie'],['e'],3,6,[0.9285714285714286],0.93
seq456-0,small,"wilde annuleren. De 21-jarige bestuurder van de auto is aangehouden, samen met een tweede verdachte","wilde annuleren. <extra_id_0> bestuurder van de auto is aangehouden, samen met een tweede verdachte","wilde annuleren. The bestuurder van de auto is aangehouden, samen met een tweede verdachte",['De 21-jarige'],['The'],2,6,[0.9166666666666666],0.92
seq457-0,small,"<a href=""https://twitter.com/hashtag/mafs?src=hash&amp;ref_src=twsrc%5Etfw"">#mafs</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/mafs?src=hash&amp;ref_src=twsrc%5Etfw"">#mafs</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/mafs?src=hash&amp;ref_src=twsrc%5Etfw"">#mafs</a> <a href=""https://t",[''],[],1,6,[],
seq458-0,small,"Het MH17-onderzoeksteam doet een nieuwe getuigenoproep in het strafrechtelijk onderzoek. Het Joint Investigation Team (JIT) zoekt informatie over politieke en militaire topfunctionarissen uit Rusland, die mogelijk opdracht hebben gegeven tot het neerhalen van het toestel.",Het MH17-onderzoeksteam doet een nieuwe getuigenoproep in het strafrechtelijk onderzoek. Het Joint Investigation Team (JIT) zoekt informatie over politieke en militaire topfunctionarissen uit <extra_id_0> hebben gegeven tot het neerhalen van het toestel.,Het MH17-onderzoeksteam doet een nieuwe getuigenoproep in het strafrechtelijk onderzoek. Het Joint Investigation Team (JIT) zoekt informatie over politieke en militaire topfunctionarissen uit het hebben gegeven tot het neerhalen van het toestel.,"['Rusland', 'die mogelijk opdracht']",['het'],5,6,[1.0],1.0
seq459-0,small,"Korte updates van de sterren op sociale media  wij smullen ervan. In de rubriek Showbytes struint de showredactie het web af voor de gekste, mooiste en opvallendste posts van bekend Nederland. Dit artikel wordt gedurende de dag vernieuwd.","Korte updates van de sterren op sociale media <extra_id_0> In de rubriek Showbytes struint de <extra_id_1> af voor de gekste, mooiste en opvallendste posts van bekend Nederland. Dit artikel wordt gedurende de dag vernieuwd.","Korte updates van de sterren op sociale media In de rubriek Showbytes struint de artikel af voor de gekste, mooiste en opvallendste posts van bekend Nederland. Dit artikel wordt gedurende de dag vernieuwd.","['wij smullen ervan.', 'showredactie het web']","['', 'artikel']",6,6,"[1.0, 0.8]",0.9
seq460-0,small,"<a href=""https://twitter.com/hashtag/sneeuw?src=hash&amp;ref_src=twsrc%5Etfw"">#sneeuw</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/sneeuw?src=hash&amp;ref_src=twsrc%5Etfw"">#sneeuw</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/sneeuw?src=hash&amp;ref_src=twsrc%5Etfw"">#sneeuw</a> <a href=""https://t",[''],[],1,6,[],
seq461-0,small,"ondernemers zoeken hun weg op de nieuwe 1,5 meter werkvloer. Sommigen hebben hun terrassen aangepast, anderen blijven - ook nu nog - bezorgen.","ondernemers zoeken hun weg op de nieuwe 1,5 meter werkvloer. Sommigen hebben hun terrassen aangepast, anderen <extra_id_0> nu nog - bezorgen.","ondernemers zoeken hun weg op de nieuwe 1,5 meter werkvloer. Sommigen hebben hun terrassen aangepast, anderen hun nu nog - bezorgen.",['blijven - ook'],['hun'],3,6,[0.9230769230769231],0.92
seq462-0,small,Veenendaler Alfred Slomp winkelt met God in de supermarkt. Hij denkt bij elk artikel dat hij in zijn boodschappenmandje laadt aan hoe dat wel of niet bijdraagt aan een betere wereld. Hij geeft daar ook workshops over.,Veenendaler Alfred Slomp winkelt met God in de supermarkt. Hij denkt bij elk artikel dat hij <extra_id_0> laadt aan hoe dat wel <extra_id_1> aan een betere wereld. Hij geeft daar ook workshops over.,Veenendaler Alfred Slomp winkelt met God in de supermarkt. Hij denkt bij elk artikel dat hij denkt laadt aan hoe dat wel d aan een betere wereld. Hij geeft daar ook workshops over.,"['in zijn boodschappenmandje', 'of niet bijdraagt']","['denkt', 'd']",6,6,"[0.8846153846153846, 0.9411764705882353]",0.91
seq463-0,small,Er komt vooralsnog geen uitzetstop voor asielkinderen. Dat zegt VVD-fractieleider Klaas Dijkhoff na het wekelijkse coalitieoverleg. ChristenUnie en D66 spraken zich uit voor zo,Er komt vooralsnog geen uitzetstop voor asielkinderen. <extra_id_0> Dijkhoff na het wekelijkse coalitieoverleg. ChristenUnie en D66 spraken zich uit voor zo,Er komt vooralsnog geen uitzetstop voor asielkinderen. ChristenUnie en Dijkhoff na het wekelijkse coalitieoverleg. ChristenUnie en D66 spraken zich uit voor zo,['Dat zegt VVD-fractieleider Klaas'],['ChristenUnie en'],4,6,[0.84375],0.84
seq464-0,small,". <a href=""https://twitter.com/hashtag/file?src=hash&amp;ref_src=twsrc%5Etfw"">#file</a> <a href=""https://t",". <a href=""https://twitter.com/hashtag/file?src=hash&amp;ref_src=twsrc%5Etfw"">#file</a> <a href=""https://t",". <a href=""https://twitter.com/hashtag/file?src=hash&amp;ref_src=twsrc%5Etfw"">#file</a> <a href=""https://t",[''],[],1,6,[],
seq465-0,small,"5 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem opvalt in de stad Utrecht. Dit keer over het","5 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem <extra_id_0> Utrecht. Dit keer over het","5 Schrijver, journalist en columnist Jerry Goossens schrijft van dinsdag tot en met zaterdag over wat hem en Utrecht. Dit keer over het",['opvalt in de stad'],['en'],4,6,[0.9411764705882353],0.94
seq466-0,small,"januari Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor de gekste, mooiste en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende de dag vernieuwd.","januari Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor <extra_id_0> en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende <extra_id_1>","januari Korte updates van de sterren op Facebook, Twitter, Instagram en Snapchat - wij smullen ervan. In de rubriek Showbytes struint de showredactie het web voor je af voor het web en opvallendste posts van BN'ers en celebrity's. Dit artikel wordt gedurende","['de gekste', 'mooiste', 'de dag vernieuwd.']","['het web', '']",7,6,"[0.7777777777777778, 1.0]",0.89
seq467-0,small,is sinds kort ook actief op Instagram! Volg ons hier en blijf op de hoogte van het laatste nieuws!,is sinds kort ook actief op Instagram! Volg ons hier en blijf <extra_id_0> van het laatste nieuws!,is sinds kort ook actief op Instagram! Volg ons hier en blijf t van het laatste nieuws!,['op de hoogte'],['t'],3,6,[0.9166666666666666],0.92
seq468-0,small,De verkeersproblemen rond de Kanaalstraat in de Utrechtse wijk Lombok zijn grotendeels toe te rekenen aan het machogedrag van jonge mannen met een niet-westerse migratieachtergrond. Dat stellen drie wijkexperts in een onderzoek dat in opdracht van de gemeente Utrecht is uitgevoerd.,De verkeersproblemen rond de Kanaalstraat in de Utrechtse wijk Lombok zijn grotendeels toe te rekenen <extra_id_0> van jonge mannen met een niet-westerse migratieachtergrond. Dat stellen drie wijkexperts in een <extra_id_1> opdracht van de gemeente Utrecht is uitgevoerd.,De verkeersproblemen rond de Kanaalstraat in de Utrechtse wijk Lombok zijn grotendeels toe te rekenen en van jonge mannen met een niet-westerse migratieachtergrond. Dat stellen drie wijkexperts in een niet-westerse opdracht van de gemeente Utrecht is uitgevoerd.,"['aan het machogedrag', 'onderzoek dat in']","['en', 'niet-westerse']",6,6,"[0.9473684210526315, 0.8125]",0.88
seq469-0,small,"NIJMEGEN - Vier dagen wandelen, zweten en feesten: 580 Zeeuwen lopen deze week de Vierdaagse van Nijmegen. Wij volgen er zes.","NIJMEGEN - Vier dagen wandelen, zweten <extra_id_0> Zeeuwen lopen deze week de Vierdaagse van Nijmegen. Wij volgen er zes.","NIJMEGEN - Vier dagen wandelen, zweten Zeeuwen lopen deze week de Vierdaagse van Nijmegen. Wij volgen er zes.",['en feesten: 580'],[''],3,6,[1.0],1.0
seq470-0,small,Corona beheerst het dagelijkse leven. Ook in de regio Alphen. AD Groene Hart brengt dagelijks kleine nieuwsberichten in de rubriek: Corona Kort.,Corona beheerst het dagelijkse leven. Ook in de <extra_id_0> Groene Hart brengt dagelijks kleine nieuwsberichten in de rubriek: Corona Kort.,Corona beheerst het dagelijkse leven. Ook in de rubriek: Corona Kort. Groene Hart brengt dagelijks kleine nieuwsberichten in de rubriek: Corona Kort.,['regio Alphen. AD'],['rubriek: Corona Kort.'],3,6,[0.8095238095238095],0.81
seq471-0,small,"<a href=""https://twitter.com/RTV_Rijnmond?ref_src=twsrc%5Etfw"">@RTV_Rijnmond</a> <a href=""https://t","<a href=""https://twitter.com/RTV_Rijnmond?ref_src=twsrc%5Etfw"">@RTV_Rijnmond</a> <a href=""https://t","<a href=""https://twitter.com/RTV_Rijnmond?ref_src=twsrc%5Etfw"">@RTV_Rijnmond</a> <a href=""https://t",[''],[],1,6,[],
seq472-0,small,Ook vandaag protesteren duizenden boze boeren tegen de stikstofregels. Onderweg naar Den Haag maakten de protestboeren in Bilthoven een tussenstop om bij het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) hun ongenoegen te uiten. Nu zijn ze,<extra_id_0> boze boeren tegen de stikstofregels. Onderweg naar Den Haag maakten de protestboeren in Bilthoven een tussenstop om bij het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) hun ongenoegen te uiten. Nu zijn ze,e boze boeren tegen de stikstofregels. Onderweg naar Den Haag maakten de protestboeren in Bilthoven een tussenstop om bij het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) hun ongenoegen te uiten. Nu zijn ze,['Ook vandaag protesteren duizenden'],['e'],5,6,[0.9696969696969697],0.97
seq473-0,small,Den Haag. Het leger is ingezet om te voorkomen dat de boeren het Binnenhof bereiken. De A12 is afgesloten. Er staat in totaal ongeveer 100 kilometer file. Volg alle ontwikkelingen in ons liveblog.,Den Haag. Het leger is ingezet om te voorkomen dat de boeren het Binnenhof bereiken. De A12 is afgesloten. Er staat in <extra_id_0> file. Volg alle ontwikkelingen in ons liveblog.,Den Haag. Het leger is ingezet om te voorkomen dat de boeren het Binnenhof bereiken. De A12 is afgesloten. Er staat in a file. Volg alle ontwikkelingen in ons liveblog.,['totaal ongeveer 100 kilometer'],['a'],5,6,[0.9655172413793104],0.97
seq474-0,small,column Saskia NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,<extra_id_0> NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,['column Saskia'],[''],2,6,[1.0],1.0
seq475-0,small,Jules Odekerken (46) uit Vught werd op 17 november 2003 vermoord in Thailand waar hij woonde met zijn gezin. Afgelopen dinsdagavond werd zijn moordenaar opgepakt. Maar wie was Jules Odekerken en waar ging het voor hem,Jules Odekerken (46) uit Vught werd op 17 november 2003 vermoord in <extra_id_0> met zijn gezin. Afgelopen dinsdagavond werd zijn moordenaar opgepakt. Maar wie was Jules Odekerken en waar ging het voor hem,Jules Odekerken (46) uit Vught werd op 17 november 2003 vermoord in moordenaar met zijn gezin. Afgelopen dinsdagavond werd zijn moordenaar opgepakt. Maar wie was Jules Odekerken en waar ging het voor hem,['Thailand waar hij woonde'],['moordenaar'],5,6,[0.8333333333333334],0.83
seq476-0,small,In n dag tijd zijn zeker 18.000 migranten de grens tussen Turkije en Europa overgestoken. Dat maakte de Turkse president Recep Tayyip Erdogan vandaag bekend. Griekenland zegt,In n dag tijd zijn zeker 18.000 migranten de grens tussen Turkije en Europa overgestoken. Dat maakte de <extra_id_0> Erdogan vandaag bekend. Griekenland zegt,In n dag tijd zijn zeker 18.000 migranten de grens tussen Turkije en Europa overgestoken. Dat maakte de grens tussen Erdogan vandaag bekend. Griekenland zegt,['Turkse president Recep Tayyip'],['grens tussen'],4,6,[0.8275862068965517],0.83
seq477-0,small,De Dordtse tuindersvereniging De Vrije Tuinder mag nog tot eind 2020 aan de Reeweg-Zuid blijven. Dat heeft de gemeente besloten. Het volkstuinencomplex zou eerder nog eind dit jaar al verhuisd moeten zijn naar de Domela Nieuwenhuisweg om plaats te maken voor nieuwbouw.,De Dordtse tuindersvereniging De Vrije Tuinder mag nog tot eind 2020 aan de Reeweg-Zuid blijven. Dat heeft de <extra_id_0> volkstuinencomplex <extra_id_1> eind dit jaar al verhuisd moeten zijn naar de Domela Nieuwenhuisweg om plaats te maken voor nieuwbouw.,De Dordtse tuindersvereniging De Vrije Tuinder mag nog tot eind 2020 aan de Reeweg-Zuid blijven. Dat heeft de te volkstuinencomplex e eind dit jaar al verhuisd moeten zijn naar de Domela Nieuwenhuisweg om plaats te maken voor nieuwbouw.,"['gemeente besloten. Het', 'zou eerder nog']","['te', 'e']",6,6,"[0.9090909090909091, 0.9285714285714286]",0.92
