text,text_count
15 bekende schrijvers hebben speciaal voor tijdens de coronacrisis korte verhalen geschreven om de Nederlanders een hart onder de riem te steken. De komende weken zul je dagelijks nieuwe verhalen vinden op NLblijftThuis. Vandaag het korte verhaal van,6
. De Universiteit van Nederland heeft ook een podcast. Vind ze terug op Spotify (http://bit.do/UvNL-Spotify) en iTunes (http://bit.do/UvNL-iTunes).,6
Bij een explosie in een trouwzaal in de Afghaanse hoofdstad Kaboel zijn gisteren minstens 63 doden en 182 gewonden gevallen. Dat heeft het ministerie van Binnenlandse Zaken van Afghanistan bekendgemaakt. Ze bevestigt ook dat het om een terroristische aanslag gaat en dat veel slachtoffers vrouwen en kinderen zijn. De aanslag is nog niet opgeëist.,6
Ibrahim Afellay heeft vanavond zijn rentree gemaakt bij PSV. De 33-jarige middenvelder mocht in de thuiswedstrijd tegen Fortuna Sittard in de 81ste minuut invallen voor Denzel Dumfries.,6
"van bankiers, handelaren en hedgefondsen die via ingenieuze constructies fraude met dividendbelasting pleegden. De schade loopt in de tientallen miljarden.",6
"De transfermarkt draait op volle toeren, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs van deze zomer bij. 1",6
"Honderden jongeren hebben hun zomervakantie alsnog in duigen zien vallen. Hadden ze net van de populaire reisorganisatie GoGo-tours een ‘go’ gekregen, het restantbedrag betaald, volgt een paar dagen later toch een ‘nee’. ,,Daar gaan on",6
"<a href=""https://twitter.com/hashtag/TDF2018?src=hash&amp;ref_src=twsrc%5Etfw"">#TDF2018</a> <a href=""https://t",6
De gemeente heeft maandag sinds 11.00 uur te kampen met een ict-storing waardoor Amsterdammers bij de stadsloketten niet geholpen kunnen worden met burgerzaken.,6
"Het kabinet moet zich vandaag opnieuw verantwoorden in de Tweede Kamer over de aanpak van het coronavirus. De zorgen over het tekort aan ic-bedden zijn wat kleiner geworden, maar veel partijen",6
ieg tot grafIn de rubriek Wieg tot Graf vertellen we het verhaal achter een familiebericht. Deze keer het levensverhaal van,6
‘Fernweh’ staat voor heimwee naar verre oorden. Deze rubriek voert langs plekken en verhalen uit eigen omgeving die herinneren aan vakanties in pre-coronatijd. Vandaag:,6
"Hans AvontuurWij gaan naar de Eiffeltoren, Niagara Falls en de Chinese Muur. Toppers in eigen land, goed voor miljoenen gasten uit Azië en Amerika, laten we links liggen. Onterecht. Vandaag in",6
In deze rubriek vertellen inwoners van het Groene Hart waarvoor zij de vlag uit steken. Wat doet hun hart sneller kloppen?,6
ROOSENDAAL - Bezoekers van de bibliotheek VANnU kunnen woensdag luisteren naar een gedicht en zich tegelijkertijd onder dompelen in een 3D-omgeving in Roosendaal.,6
Wekelijks struinen verslaggevers Levien Vermeer en Matthijs Daniëls door de geschiedenis van deze streek.,6
"site is nu dagelijks te beluisteren in verband met de uitbraak van het coronavirus. Maker Kevin Goes gaat in gesprek met verslaggevers, redacteuren en correspondenten over het virus en alles wat daarmee te maken heeft.",6
"t, naast haar huidige werkzaamheden voor het radiostation, een aantal maanden haar hoogzwangere collega Patricia van Liemt",6
"Tanja Groen (18) is op de avond van haar verdwijning in 1993 mogelijk vermoord en in een al gedolven graf gelegd. Dat zegt Peter R. de Vries, die de familie bijstaat, tegen deze nieuwssite. ,,Het scenario is dat ze op de avond dat ze verdween is vermoord en door de dader in een vers gedolven graf is gelegd, waar de volgende dag een kist in is gegaan met een overledene en het graf is dichtgegooid”, zei De Vries.",6
"In de haven van de Libanese hoofdstad Beiroet heeft vanmiddag een grote explosie plaatsgevonden, vlak bij het historische centrum. Hierbij zijn zeker zeventig doden gevallen, meldt het Libanese Rode Kruis. Zeker",6
De knapste koppen van Nederland vertellen deze zomer over de ontwikkelingen in hun vakgebied. En wat je er in elk geval van moet weten. Vandaag:,6
Op de A73 bij de afslag Wijchen is vanmorgen een dode gevallen en zijn meerdere mensen gewond geraakt door een ongeluk met meerdere voertuigen. De snelweg in noordelijke richting tussen Nijmegen-Dukenburg en Wijchen is volgens Rijkswaterstaat tot zeker 16.30 uur afgesloten.,6
Een docente van ISW Hoogeland in Naaldwijk is gisteren slachtoffer geworden van huiselijk geweld terwijl zij via een videoverbinding les gaf aan een klas. Dat heeft de school per brief aan ouders en verzorgers van leerlingen laten weten.,6
"De zware jongens halen de voorpagina’s, de boefjes niet. Sander Sonnemans doet elke week verslag van een doodnormale Rotterdamse rechtszaak. 2",6
twee jaar Stadsdichter van Hengelo. Deze krant geeft haar stadsgedichten mét tekening van haar hand een podium op deze plek.,6
"<a href=""https://twitter.com/hashtag/Zwijndrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Zwijndrecht</a>",6
"<a href=""https://twitter.com/hashtag/dividendbelasting?src=hash&amp;ref_src=twsrc%5Etfw"">#dividendbelasting</a>",6
"Strandliefhebbers konden eindelijk zonder koelbox genieten van de zon in Hoek van Holland. Daar opende vandaag een terras van ruim drie voetbalvelden groot. Extreme drukte bleef uit. ,,Ik kijk al twee maanden uit naar dit moment.”",6
Ook elektrische bakfietsen en scootmobiels kennen veiligheidsproblemen. Dat concludeert de Onderzoeksraad voor Veiligheid (OVV),6
"maakt de Onderzoeksraad zich zorgen over illegale voertuigen op de weg, zoals elektrisch aangedreven steps en skateboards.",6
"Bedrijven moeten zich echt goed voorbereiden op de komende brexit, ongeacht of er wel of geen deal gesloten wordt",6
Voorzitter Sebastiaan Wolswinkel van de Partij voor de Dieren is door het bestuur uit de partij gezet. Het rommelde al langer tussen het partijbestuur en de 25-jarige voorzitter. Hij wilde meer transparantie en interne discussie in de partij.,6
land gaat reizigers bij aankomst testen op het coronavirus als ze vertrokken zijn vanaf een vliegveld in een risicogebied. D,6
"wil de reserveringsgegevens van horecagelegenheden, zoals naam en contactgegevens, gebruiken om contacten van een coronapatiënt",6
et maken van de eerste gietmallen voor het kunstwerk d' Ouwe Sok van Roosendaal. © Roosendaal 750 jaar,6
Politieke partijen van links tot rechts reageren verbolgen op het nieuws dat Volkert van der Graaf niet is geëmigreerd en daar ook geen enkel plan voor lijkt te hebben. PVV-leider Geert Wilders wil een debat over de kwestie. GroenLinks noemt het ‘moeilijk te verteren’ en wil opheldering van minister Sander Dekker.,6
Bij een schietpartij op de Langbroekdreef in Amsterdam Zuidoost is volgens de politie vanavond een,6
| Saskia Noort | AD.nl column Saskia NoortSaskia Noort schrijft op deze plek wekelijks over nieuws dat haar raakt. De schrijfster,6
. Verslaggever Tobias den Hartog is de rechtbank aanwezig. Zijn tweets zijn onderaan dit artikel te volgen.,6
"Inez Weski, tot nu toe advocaat van de voortvluchtige Ridouan Taghi, stopt per direct met zijn verdediging.",6
In het onderzoek naar de doodgeslagen Wouter van Luijn (34) op Mallorca is een tweede verdachte gearresteerd. Die zou met een al,6
medeverdachte verantwoordelijk zijn voor de beroving met dodelijke afloop van de Amsterdamse filmeditor.,6
. Deze zomer nemen de Brabantse kranten een aantal plekken met satellietfoto’s onder de loep. Deze week,6
De afgelopen week zijn er in Nederland 2588 mensen positief getest op het coronavirus. Dat zijn er 1259 meer dan vorige week. Het is de vierde week op rij dat het aantal besmettingen fors stijgt.,6
"<a href=""https://twitter.com/hashtag/Waddinxveen?src=hash&amp;ref_src=twsrc%5Etfw"">#Waddinxveen</a>",6
Een voortvluchtige Schotse crimineel wordt verdacht van betrokkenheid bij de moord op misdaadverslaggever,6
Wil jij weten wat de kabinetsmaatregelen van deze Prinsjesdag voor jouw portemonnee betekenen? Hieronder kun je dit in één oogopslag zien.,6
"van de Week van de Waterweg. Verslaggever Tjerk van der Ende bespreekt hierin het belangrijkste nieuws uit Schiedam, Vlaardingen, Maassluis en Hoek van Holland.",6
Wil jij ook als eerste op de hoogte zijn van breaking news in jóuw regio? Zet dan je pushnotificatie aan,6
"Met de moord op Justin JapTjong, die betrokken was bij een vergismoord in Utrecht, mocht motorclub Caloh Wagoh zich bij Ridouan Taghi bewijzen. Dat heeft kroongetuige Tony de G. verklaard, zo werd woensdag bekend tijdens een nieuwe inleidende zitting tegen leden van de motorclub.",6
Het Formule 1-seizoen is op 25 maart afgetrapt met de Grand Prix van Australië en eindigt na 21 races op 25 november in Abu Dhabi. Hieronder staan de tussenstanden in de kampioenschappen voor de coureurs en constructeurs. Bijgewerkt tot en met de Grand Prix van,6
Het kwik schiet deze dagen tot ongekende hoogtes. De regio puft onder de tropische temperaturen en zoekt verkoeling. Volg alles over de extreme hitte in ons hitte-blog.,6
Fotograaf Cor de Kock neemt een kijkje bij toeristische trekpleisters in de regio. Deze keer nam hij een kijkje in,6
"De sportgeschiedenis barst van de bijzondere, spectaculaire en legendarische momenten. Dit jaar belichten we elke dag een historisch sportfragment van dezelfde datum. Op 2",6
Het kabinet wil de komende tien jaar het aantal ernstig zieke jongeren met een eetstoornis - vooral anorexia - flink terugdringen.,6
twee speciale kenniscentra voor de aanpak van eetstoornissen en er wordt een werkwijze opgesteld om patiënten minder te voeden onder dwang.,6
"in de problemen gekomen voor de kust van Noorwegen. Alle 1300 opvarenden van het cruiseschip worden geëvacueerd, meldt de politie",6
• Kan PSV stunten in Camp Nou bij rentree in miljardenbal? • Duel in Barcelona onder leiding van Griek Tasos Sidiropoulos • Volg hier straks het andere duel uit Groep B: Inter-Spurs,6
"Bij een grote brand in de Cremerstraat in Papendrecht zijn zaterdagochtend vier doden gevallen: een man en een vrouw, allebei 32 jaar oud, en twee kinderen: Esther (6) en Mordechai (4). De brand is waarschijnlijk aangestoken door één van de ouders.",6
Nog even en dan breekt een nieuw schooljaar aan. Start jij dit jaar met een studie? Dan stuit je ongetwijfeld op veel nieuwigheden. In de serie,6
"<a href=""https://twitter.com/hashtag/bloedmaan?src=hash&amp;ref_src=twsrc%5Etfw"">#bloedmaan</a> <a href=""https://t",6
"de tien mijl (16,1 kilometer) tussen Amsterdam en Zaandam aan hun neus voorbijgaan. Een deelnemer moest bij de finish gereanimeerd worden, meldt de organisatie.",6
was twee weken geleden voor een bijeenkomst in Boshotel Vlodrop. Dat laat de Veiligheidsregio Limburg-Noord weten aan deze site. Ook zijn vrouw,6
’ | magazine | AD.nl BV de LiefdeIn de rubriek BV de Liefde vertellen lezers openlijk en anoniem over hun relatie.,6
"Met de Pyreneeën achter de rug, is de dag na de rustdag er weer eens een voor de snelle mannen in het peloton. Misschien wel de laatste kans op een massasprint vóór Parijs, kan Dylan Groenewegen zijn tweede individuele zege van deze Tour de France boeken? Vanaf de start om 13.30 uur mis je geen moment via dit liveblog! 12:45 LIVE |",6
"De man die vanmiddag is doodgeschoten in pizzeria La Piccola Baracca aan het Hugo de Grootplein in Amsterdam-West is Serviër Goran Savic (49), eigenaar van het restaurant.",6
voorafgaand aan de herdenkingsdienst voor de overleden oud-premier Ruud Lubbers in de Laurentius en Elisabeth Kathedraal. © ANP,6
"<a href=""https://twitter.com/hashtag/firstdatesnl?src=hash&amp;ref_src=twsrc%5Etfw"">#firstdatesnl</a>",6
"bij de Paul Krugerlaan, zijn vannacht opgeschrikt door een harde knal afkomstig uit Gelateria Bellagamba. Meerdere ramen zijn gesprongen door een mogelijke explosie binnenin de ijssalon.",6
"<a href=""https://twitter.com/hashtag/dordrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#dordrecht</a> <a href=""https://t",6
Justitie heeft vandaag 20 maanden gevangenisstraf geëist tegen Roy B. voor de betrokkenheid bij de dood van de Rotterdamse tiener Orlando Boldewijn. De 17-jarige jongen verdronk in februari 2018 na een seksdate in de Haagse wijk Ypenburg. B. zei tijdens de rechtszaak in Den Haag zich weinig meer te kunnen herinneren van de toedracht van Orlando's dood. Justitie verwijt hem dood door schuld en het nalaten van hulpverlenen.,6
"<a href=""https://twitter.com/hashtag/songfestival?src=hash&amp;ref_src=twsrc%5Etfw"">#songfestival</a>",6
"Vijf enthousiaste oud-brandweerlieden, die alleen een spatbord zouden vervangen van de voormalige brandweerwagen van Woubrugge, zijn íets over de schreef gegaan met sleutelen. Ze pakten de Benford compleet aan, waardoor deze er flitsender uitziet dan ooit.",6
"s (buitengewoon opsporingsambtenaren) demonstreren vandaag opnieuw. In de vier grote steden, Den Haag, Amsterdam, Rotterdam en Utrecht, schrijven ze geen bonnen uit.",6
"De Nations League, de nieuwe Europese competitie voor landenteams, is de derde competitieronde ingegaan. Dit is het programma in League A en League B van deze en volgende week. Ook vermelden we hier komende week alle uitslagen, de stand én het programma van de belangrijkste oefeninterlands. 1",6
"Hij moest er vol voor op het gaspedaal, maar Max Verstappen heeft vanavond op spectaculaire wijze een zinderende Grote Prijs van Brazilië gewonnen. Vanaf pole position kreeg hij te maken met een incidentje in de pitstraat, een in zijn nek hijgende Lewis Hamilton en twee keer de safety car op de baan. Maar 71 vlekkeloze rondjes, drie perfecte pitstops en een uitgekiende teamstrategie hielpen hem aan de zege, de achtste in zijn carrière.",6
"<a href=""https://twitter.com/hashtag/FrenchGP?src=hash&amp;ref_src=twsrc%5Etfw"">#FrenchGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&amp;ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/",6
In Impossible Moments blikken we aan de hand van Olympische beelden terug op een belangrijk moment in de carrière van een Olympisch sporter. Met,6
"<a href=""https://twitter.com/hashtag/ConcordiaStation?src=hash&amp;ref_src=twsrc%5Etfw"">#ConcordiaStation</a>",6
piet na gruwelijke incidenten vaak voor Parnassia: ‘Zo'n man of vrouw blijkt al jaren onder de radar te leven’,6
"<a href=""https://twitter.com/hashtag/GlennisGrace?src=hash&amp;ref_src=twsrc%5Etfw"">#GlennisGrace</a>",6
"die verdacht wordt op eind oktober twee schoonmakers te hebben doodgestoken in een bioscoop in Groningen, gaat volledig meewerken aan het verhoor door de politie. Tijdens het eerste korte verhoor heeft hij al gezegd dat hij in Groningen was ‘omdat hij zijn dochter zocht'.",6
en: premier Mark Rutte presenteerde vanmorgen de kabinetsmaatregelen om de stikstofproblemen het hoofd te bieden.,6
in alle opzichten een uniek koppel. Louisa werd als jongen geboren maar voelde zich van jongs af aan een meisje. Rosanna daar,6
"goed verzekerd hebben. Want verzekeren doe je zelf, met Independer, maar hoe zelf-verzekerd zijn we eigenlijk? In",6
