Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
,seq62-0,xl,"De Volkskrant tv-selectie voor maandag 5 december Redactie 5 december 2016, 2:00 Lake Bell in de door haar geschreven en geregisseerde film In a World.  2Doc: De claim - Zoektocht naar roofkunst uit WO II In deze documentaire volgt Ditteke Mensink de Restitutiecommissie, die zaken behandelt waarbij door de nazi's geroofde kunstschatten door Nederlandse Holocaustoverlevenden worden geclaimd","De Volkskrant tv-selectie voor maandag 5 december Redactie 5 december 2016, 2:00 Lake Bell in de door haar geschreven en geregisseerde film In a World. 2Doc: De claim - <extra_id_0> uit WO II In deze documentaire volgt Ditteke Mensink de Restitutiecommissie, die zaken behandelt waarbij door <extra_id_1> kunstschatten door <extra_id_2> geclaimd","De Volkskrant tv-selectie voor maandag 5 december Redactie 5 december 2016, 2:00 Lake Bell in de door haar geschreven en geregisseerde film In a World. 2Doc: De claim - Kunstschatten uit WO II In deze documentaire volgt Ditteke Mensink de Restitutiecommissie, die zaken behandelt waarbij door de Duitsers verzamelde kunstschatten door de eigenaren worden geclaimd","['Zoektocht naar roofkunst', '""de nazi\'s geroofde""', 'Nederlandse Holocaustoverlevenden worden']","['Kunstschatten', 'de Duitsers verzamelde', 'de eigenaren worden']",9,15.0,1,"[0.7916666666666666, 0.6818181818181818, 0.65]",0.71,volkskrant
,seq63-0,xl,"Tv-tips maandag 22 april De Volkskrant film- en tv-tips voor maandag 22 april Kevin Toma 22 april 2019, 2:00 Buster Keaton en Natalie Talmadge in Our Hospitality (Buster Keaton en Jack G.  Blystone, 1923) Arte, 00","Tv-tips <extra_id_0> De Volkskrant film- en <extra_id_1> maandag 22 april Kevin Toma 22 april 2019, 2:00 Buster Keaton en Natalie Talmadge in Our Hospitality (Buster Keaton en Jack G. Blystone, 1923) Arte, 00","Tv-tips maandag 22 april | De Volkskrant film- en muziektips maandag 22 april Kevin Toma 22 april 2019, 2:00 Buster Keaton en Natalie Talmadge in Our Hospitality (Buster Keaton en Jack G. Blystone, 1923) Arte, 00","['maandag 22 april', 'tv-tips voor']","['maandag 22 april |', 'muziektips']",5,15.0,1,"[0.1111111111111111, 0.9166666666666666]",0.51,volkskrant
,seq64-0,xl,"Dynamiek, karakters, kippenvel 27/6, Bimhuis, Amsterdam TIM SPRANGERS 29 juni 2013, 0:00 THE AMSTERDAM REAL BOOK - Er wordt wel eens neerbuigend gedaan over de hardcore improvisatiecultuur van Amsterdam.  Zeker de jonge lichting lijkt met hun vaak op rock gebaseerde muziek op een stel losgeslagen vrijbuiters die provocerend de extremen zoeken","Dynamiek, karakters, kippenvel 27/6, Bimhuis, Amsterdam TIM SPRANGERS 29 juni 2013, 0:00 THE AMSTERDAM REAL BOOK - <extra_id_0> eens neerbuigend gedaan over de hardcore improvisatiecultuur van Amsterdam. Zeker de <extra_id_1> lijkt met hun <extra_id_2> gebaseerde muziek op een stel losgeslagen vrijbuiters die provocerend de extremen zoeken","Dynamiek, karakters, kippenvel 27/6, Bimhuis, Amsterdam TIM SPRANGERS 29 juni 2013, 0:00 THE AMSTERDAM REAL BOOK - Deel 1 Er wordt wel eens neerbuigend gedaan over de hardcore improvisatiecultuur van Amsterdam. Zeker de groep Dirty Dancing lijkt met hun op beats gebaseerde muziek op een stel losgeslagen vrijbuiters die provocerend de extremen zoeken","['Er wordt wel', 'jonge lichting', 'vaak op rock']","['Deel 1 Er wordt wel', 'groep Dirty Dancing', 'op beats']",8,15.0,1,"[0.3684210526315789, 0.7368421052631579, 0.8333333333333334]",0.65,volkskrant
,seq65-0,xl,"'Jullie navelstreng trekt jullie nog steeds' Buiten, te midden van barbequende Surinamers, wordt 'Vene' verafgood als een popster van het 'R & B-genre'.  Geduw en getrek rond het staatshoofd","'Jullie navelstreng trekt jullie nog steeds' Buiten, te midden van barbequende Surinamers, wordt 'Vene' verafgood als een popster van het 'R & B-genre'. Geduw en <extra_id_0>","'Jullie navelstreng trekt jullie nog steeds' Buiten, te midden van barbequende Surinamers, wordt 'Vene' verafgood als een popster van het 'R & B-genre'. Geduw en 'Vene' - YouTube",['getrek rond het staatshoofd'],['YouTube'],4,15.0,1,[0.9259259259259259],0.93,volkskrant
,seq66-0,xl,"Toen Job Cohen verklaarde dat de PvdA en de SP veel gemeen hebben, werd hem dat niet in dank afgenomen.  Nu doet zijn opvolger Diederik Samsom een nieuwe toenaderingspoging tot de partij van Roemer","Toen Job <extra_id_0> de PvdA en de SP veel gemeen hebben, werd hem dat niet in dank afgenomen. Nu doet zijn opvolger <extra_id_1> een nieuwe toenaderingspoging tot de partij van Roemer","Toen Job Cohen zei dat de PvdA en de SP veel gemeen hebben, werd hem dat niet in dank afgenomen. Nu doet zijn opvolger André van der Laan, een nieuwe toenaderingspoging tot de partij van Roemer","['Cohen verklaarde dat', 'Diederik Samsom']","['Cohen zei dat', 'André van der Laan,']",5,15.0,1,"[0.45, 0.8947368421052632]",0.67,volkskrant
,seq67-0,xl,"Albumrecensie Cecilia Bartoli  Farinelli Op haar nieuwe album eert Cecilia Bartoli de 18de-eeuwse castraat Farinelli  Guido van Oorschot 9 januari 2020, 16:22 De Italiaanse mezzosopraan Cecilia Bartoli liet zich in het verleden al eens op cd-hoesjes afbeelden als antiek standbeeld en als missionaris met een kale kop.  Dit keer draagt ze een baard","Albumrecensie Cecilia Bartoli Farinelli Op haar nieuwe album eert Cecilia Bartoli de 18de-eeuwse castraat Farinelli Guido van Oorschot 9 januari 2020, 16:22 De Italiaanse mezzosopraan Cecilia Bartoli liet zich in <extra_id_0> eens op cd-hoesjes afbeelden als antiek standbeeld en als missionaris met <extra_id_1> Dit <extra_id_2> ze een baard","Albumrecensie Cecilia Bartoli Farinelli Op haar nieuwe album eert Cecilia Bartoli de 18de-eeuwse castraat Farinelli Guido van Oorschot 9 januari 2020, 16:22 De Italiaanse mezzosopraan Cecilia Bartoli liet zich in het verleden al eens op cd-hoesjes afbeelden als antiek standbeeld en als missionaris met een baard. Dit keer draagt ze een baard","['het verleden al', 'een kale kop.', 'keer draagt']","['het verleden al', 'een baard.', 'keer draagt']",8,15.0,1,"[0.0, 0.5384615384615384, 0.0]",0.18,volkskrant
,seq68-0,xl,Lezersbrieven over seksisme: 'Ook hier lopen een heleboel 'Harvey's' rond' De affaire-Weinstein leidt in de VS en Frankrijk tot zelfonderzoek.  Journaliste Sandra Muller riep vrouwen op mannen door wie ze seksueel waren lastig gevallen - of erger - aan te geven: 'Verlink je varken',Lezersbrieven over seksisme: 'Ook hier lopen een heleboel 'Harvey's' rond' De affaire-Weinstein leidt in de VS en Frankrijk tot zelfonderzoek. Journaliste Sandra Muller riep <extra_id_0> wie <extra_id_1> lastig gevallen - of erger - aan te geven: 'Verlink je varken',Lezersbrieven over seksisme: 'Ook hier lopen een heleboel 'Harvey's' rond' De affaire-Weinstein leidt in de VS en Frankrijk tot zelfonderzoek. Journaliste Sandra Muller riep op wie zich voelt lastig gevallen - of erger - aan te geven: 'Verlink je varken',"['vrouwen op mannen door', 'ze seksueel waren']","['op', 'zich voelt']",7,15.0,1,"[0.9090909090909091, 0.8235294117647058]",0.87,volkskrant
,seq69-0,xl,InterviewTanny Dobbelaar In veel families graaft wel iemand naar de voorouderlijke geschiedenis.  Het fenomeen intrigeert filosoof Tanny Dobbelaar,InterviewTanny Dobbelaar In veel families graaft wel iemand <extra_id_0> geschiedenis. Het fenomeen intrigeert filosoof Tanny Dobbelaar,InterviewTanny Dobbelaar In veel families graaft wel iemand in de geschiedenis. Het fenomeen intrigeert filosoof Tanny Dobbelaar,['naar de voorouderlijke'],['in de'],3,15.0,1,[0.8636363636363636],0.86,volkskrant
,seq70-0,xl,"Salo Muller, de oud-fysio van Ajax, gedenkt in De foto zijn in de Tweede Wereldoorlog omgekomen Joodse ouders Bart Jungmann 10 augustus 2013, 0:00 Salo Muller is zo'n magische naam uit het verleden, uit de lang vervlogen tijd dat Ajax nog met recht een jodenclub was en kon zijn.  Jaap van Praag zat voor, Bennie Muller en Sjaak Swart plaveiden de weg naar succes en Salo Muller kneedde hun benen","Salo Muller, de oud-fysio van Ajax, gedenkt in De foto zijn in de Tweede Wereldoorlog omgekomen Joodse ouders Bart Jungmann 10 augustus <extra_id_0> is zo'n magische naam uit het verleden, uit de lang <extra_id_1> Ajax nog met recht een <extra_id_2> kon zijn. Jaap van Praag zat voor, Bennie Muller en Sjaak Swart plaveiden de weg naar succes en Salo Muller kneedde hun benen","Salo Muller, de oud-fysio van Ajax, gedenkt in De foto zijn in de Tweede Wereldoorlog omgekomen Joodse ouders Bart Jungmann 10 augustus 2019, 0:00 Salo Muller is zo'n magische naam uit het verleden, uit de lang jaren dat Ajax nog met recht een Ajax kon zijn. Jaap van Praag zat voor, Bennie Muller en Sjaak Swart plaveiden de weg naar succes en Salo Muller kneedde hun benen","['2013', '0:00 Salo Muller', 'vervlogen tijd dat', 'jodenclub was en']","['2019, 0:00 Salo Muller', 'jaren dat', 'Ajax']",10,15.0,1,"[0.8636363636363636, 0.9375, 0.8888888888888888]",0.9,volkskrant
,seq71-0,xl,"postuum ricky jay (1946-2018) Ricky Jay (1946-2018): recordbrekend goochelaar met een imposante podiumpersoonlijkheid Mark Moorman 25 november 2018, 19:13 Ricky Jay in het Tiffany Theater in Los Angeles.  Beeld Getty Images Hij kon een ","postuum ricky jay (1946-2018) Ricky Jay (1946-2018): recordbrekend goochelaar met een imposante podiumpersoonlijkheid Mark Moorman 25 november 2018, 19:13 Ricky Jay in het Tiffany Theater in <extra_id_0> Beeld <extra_id_1> kon een","postuum ricky jay (1946-2018) Ricky Jay (1946-2018): recordbrekend goochelaar met een imposante podiumpersoonlijkheid Mark Moorman 25 november 2018, 19:13 Ricky Jay in het Tiffany Theater in New York. Beeld ANP Ricky Jay kon een","['Los Angeles.', 'Getty Images Hij']","['New York.', 'ANP Ricky Jay']",5,15.0,1,"[0.8333333333333334, 0.875]",0.85,volkskrant
,seq72-0,xl,"In Kasteel het Nijenhuis bij Heino, een locatie van Museum de Fundatie, is vanaf 19 februari een tentoonstelling te zien met werken die kunstenaar Anton Heyboer (1924-2005) maakte in zijn beginperiode tussen 1953 en 1960.  Dat heeft het museum vandaag bekendgemaakt","In Kasteel het Nijenhuis bij <extra_id_0> van Museum de Fundatie, is vanaf 19 februari een tentoonstelling te zien met werken die kunstenaar Anton Heyboer (1924-2005) <extra_id_1> beginperiode tussen 1953 en 1960. Dat heeft het museum vandaag bekendgemaakt","In Kasteel het Nijenhuis bij Eindhoven, onderdeel van Museum de Fundatie, is vanaf 19 februari een tentoonstelling te zien met werken die kunstenaar Anton Heyboer (1924-2005) maakte in zijn beginperiode tussen 1953 en 1960. Dat heeft het museum vandaag bekendgemaakt","['Heino', 'een locatie', 'maakte in zijn']","['Eindhoven, onderdeel', 'maakte in zijn']",6,15.0,1,"[0.9, 0.9285714285714286]",0.91,volkskrant
,seq73-0,xl,"Paul Onkenhout 16 februari 2018, 19:16 Wetenschappers van een genetisch onderzoeksbureau uit Rotterdam, Omnigen, gaan het wangslijm van Feyenoord-supporters analyseren.  Het dna-onderzoek moet duidelijk maken of het veelgenoemde 'Feyenoord-gen' bestaat","Paul Onkenhout 16 februari 2018, 19:16 Wetenschappers van een genetisch onderzoeksbureau uit Rotterdam, Omnigen, gaan het wangslijm van Feyenoord-supporters analyseren. Het dna-onderzoek moet duidelijk maken of <extra_id_0>","Paul Onkenhout 16 februari 2018, 19:16 Wetenschappers van een genetisch onderzoeksbureau uit Rotterdam, Omnigen, gaan het wangslijm van Feyenoord-supporters analyseren. Het dna-onderzoek moet duidelijk maken of de supporters kanker hebben.","['""het veelgenoemde \'Feyenoord-gen\' bestaat""']",['hebben.'],4,15.0,1,[0.9047619047619048],0.9,volkskrant
,seq74-0,xl,Tweede Kamerlid Madeleine van Toorenburg (CDA) stelt zich kandidaat voor het voorzitterschap van de Tweede Kamer.  Dat heeft haar partij vrijdag laten weten,Tweede Kamerlid Madeleine van Toorenburg (CDA) stelt zich kandidaat voor het voorzitterschap van de Tweede Kamer. Dat <extra_id_0> vrijdag laten weten,Tweede Kamerlid Madeleine van Toorenburg (CDA) stelt zich kandidaat voor het voorzitterschap van de Tweede Kamer. Dat heeft ze vrijdag laten weten,['heeft haar partij'],['heeft ze'],3,15.0,1,[0.6470588235294118],0.65,volkskrant
,seq75-0,xl,"Schoonmakers zijn tekortgedaan, zegt de NS een jaar na de staking Ze pikten het niet langer en voerden negen weken actie.  De strijd is nog niet gestreden, maar het gaat beter","Schoonmakers zijn tekortgedaan, zegt de NS een jaar na de staking Ze pikten het niet langer en <extra_id_0> weken actie. De strijd <extra_id_1> gestreden, maar het gaat beter","Schoonmakers zijn tekortgedaan, zegt de NS een jaar na de staking Ze pikten het niet langer en voerden zes weken actie. De strijd is nog niet gestreden, maar het gaat beter","['voerden negen', 'is nog niet']","['voerden zes', 'is nog niet']",5,15.0,1,"[0.3076923076923077, 0.0]",0.15,volkskrant
,seq76-0,xl,"NIEUWSECONOMISCHE MAATREGELEN CORONACRISIS Gijs Herdersche 17 maart 2020, 21:54 De ministers Eric Wiebes (Economische Zaken), Wopke Hoekstra (Financin) en Wouter Koolmees (Sociale Zaken en Werkgelegenheid) tijdens een persconferentie op het ministerie van Justitie en Veiligheid over de steunmaatregelen voor bedrijven in coronacrisis.  Beeld ANP Een reeks ministers beloofde dinsdagavond alles op alles te zetten om ondernemingen en werkenden overeind te houden nu de bedrijvigheid in veel sectoren plotseling volledig stilvalt","NIEUWSECONOMISCHE MAATREGELEN CORONACRISIS Gijs Herdersche 17 maart 2020, 21:54 <extra_id_0> Wiebes (Economische Zaken), Wopke Hoekstra (Financin) en Wouter Koolmees (Sociale Zaken en Werkgelegenheid) tijdens een persconferentie op het ministerie van Justitie en Veiligheid over de steunmaatregelen voor bedrijven in coronacrisis. Beeld ANP Een reeks ministers beloofde dinsdagavond alles <extra_id_1> om <extra_id_2> overeind te houden nu de bedrijvigheid in veel sectoren plotseling volledig stilvalt","NIEUWSECONOMISCHE MAATREGELEN CORONACRISIS Gijs Herdersche 17 maart 2020, 21:54 Ministers Eric Wiebes (Economische Zaken), Wopke Hoekstra (Financin) en Wouter Koolmees (Sociale Zaken en Werkgelegenheid) tijdens een persconferentie op het ministerie van Justitie en Veiligheid over de steunmaatregelen voor bedrijven in coronacrisis. Beeld ANP Een reeks ministers beloofde dinsdagavond alles te doen om bedrijven overeind te houden nu de bedrijvigheid in veel sectoren plotseling volledig stilvalt","['De ministers Eric', 'op alles te zetten', 'ondernemingen en werkenden']","['Ministers Eric', 'te doen', 'bedrijven']",10,15.0,1,"[0.23529411764705882, 0.7222222222222222, 0.8076923076923077]",0.59,volkskrant
,seq77-0,xl,"NieuwsE10-bezine E10-benzine is groen, maar wel korter houdbaar Groene E10-benzine heeft een probleem: hij is een stuk minder lang houdbaar.  Waar gewone benzine zeker zes maanden goed blijft, zou de kwaliteit van E10 al na drie maanden verslechteren","NieuwsE10-bezine E10-benzine is groen, maar wel korter houdbaar Groene E10-benzine heeft een probleem: hij is een stuk minder lang houdbaar. Waar gewone benzine zeker zes maanden goed blijft, zou de <extra_id_0> al <extra_id_1> verslechteren","NieuwsE10-bezine E10-benzine is groen, maar wel korter houdbaar Groene E10-benzine heeft een probleem: hij is een stuk minder lang houdbaar. Waar gewone benzine zeker zes maanden goed blijft, zou de groene E10-benzine de houdbaarheid al snel verslechteren","['kwaliteit van E10', 'na drie maanden']","['groene E10-benzine de houdbaarheid', 'snel']",6,15.0,1,"[0.8823529411764706, 0.8666666666666667]",0.87,volkskrant
,seq78-0,xl,"Vijf Vragen Over Syri Natalie Righton 1 oktober 2018, 19:42 Bloks positie is precair, niet in de laatste plaats omdat coalitiegenoot CDA hem verwijt geen open kaart te spelen over de fouten die zijn gemaakt.  Dit zijn de vijf vragen waar Blok een zinnig antwoord op moet formuleren, wil hij zijn geloofwaardigheid als bewindspersoon behouden","Vijf Vragen Over Syri Natalie Righton 1 oktober 2018, 19:42 Bloks positie is precair, niet in de laatste plaats omdat coalitiegenoot CDA hem verwijt geen open kaart te spelen over de fouten die zijn <extra_id_0> de vijf vragen waar Blok een zinnig antwoord op <extra_id_1> hij zijn geloofwaardigheid <extra_id_2> behouden","Vijf Vragen Over Syri Natalie Righton 1 oktober 2018, 19:42 Bloks positie is precair, niet in de laatste plaats omdat coalitiegenoot CDA hem verwijt geen open kaart te spelen over de fouten die zijn partij gemaakt heeft. Dit zijn de vijf vragen waar Blok een zinnig antwoord op moet geven als hij zijn geloofwaardigheid wil behouden","['gemaakt. Dit zijn', 'moet formuleren', 'wil', 'als bewindspersoon']","['partij gemaakt heeft. Dit zijn', 'moet geven als', 'wil']",8,15.0,1,"[0.43333333333333335, 0.6666666666666666, 0.0]",0.37,volkskrant
,seq79-0,xl,"Luc, de man die beslist geen affaire zou beginnen: Ze kende me niet alleen, ik was van haar en zij van mij Ondanks de liefde voor zijn vrouw openbaarde onmiddellijke grote liefde voor zijn collega zich aan Luc, het onomkeerbare bewijs dat de enige ware dus wel bestaat.  Corine Koole 7 juni 2019, 15:00 Het was oktober 2015 toen ik aan het einde van de middag na een vergadering nog wat napraatte met een vrouwelijke collega","Luc, de man die beslist geen affaire zou beginnen: Ze kende me niet alleen, ik was van haar en zij van mij Ondanks de liefde voor zijn vrouw openbaarde onmiddellijke grote liefde voor zijn collega zich aan Luc, het onomkeerbare bewijs dat de <extra_id_0> dus wel bestaat. Corine Koole 7 <extra_id_1> Het was <extra_id_2> ik aan het einde <extra_id_3> na een vergadering nog wat napraatte met een vrouwelijke collega","Luc, de man die beslist geen affaire zou beginnen: Ze kende me niet alleen, ik was van haar en zij van mij Ondanks de liefde voor zijn vrouw openbaarde onmiddellijke grote liefde voor zijn collega zich aan Luc, het onomkeerbare bewijs dat de liefde dus wel bestaat. Corine Koole 7 oktober Het was een tijd dat ik aan het einde van de middag na een vergadering nog wat napraatte met een vrouwelijke collega","['enige ware', 'juni 2019', '15:00', 'oktober 2015 toen', 'van de middag']","['liefde', 'oktober', 'een tijd dat', 'van de middag']",11,15.0,1,"[0.7, 1.0, 1.0, 0.8823529411764706]",0.9,volkskrant
,seq80-0,xl,"Door: Gijs Herdersche Robert Giebels 27 april 2015, 02:00 Dit laat Lodewijk Asscher (PvdA), vice-premier en minister van Sociale Zaken en Werkgelegenheid, weten.  'Loonkostensubsidie en (hogere) arbeidskorting werken dan als een banenbonus","Door: Gijs Herdersche Robert Giebels 27 april 2015, 02:00 Dit laat Lodewijk Asscher (PvdA), vice-premier <extra_id_0> Sociale Zaken en Werkgelegenheid, weten. 'Loonkostensubsidie <extra_id_1> arbeidskorting werken dan als een banenbonus","Door: Gijs Herdersche Robert Giebels 27 april 2015, 02:00 Dit laat Lodewijk Asscher (PvdA), vice-premier en minister van Sociale Zaken en Werkgelegenheid, weten. 'Loonkostensubsidie en arbeidskorting werken dan als een banenbonus","['en minister van', 'en (hogere)']","['en minister van', 'en']",5,15.0,1,"[0.0, 0.8181818181818182]",0.41,volkskrant
,seq81-0,xl,"Rechters en advocaten in de bres voor rechtshulp 16 december 2008, 11:39 DEN HAAG (ANP) - Zowel advocaten als rechters maken zich zorgen over de aangekondigde bezuinigingen op de gesubsidieerde rechtshulp.  De advocaten uiten hun zorgen woensdag op het Plein in Den Haag, tijdens een demonstratie","Rechters en advocaten in de bres voor rechtshulp 16 december 2008, 11:39 DEN HAAG (ANP) - Zowel advocaten als rechters maken zich zorgen over de aangekondigde bezuinigingen op de gesubsidieerde rechtshulp. De advocaten <extra_id_0> woensdag op het Plein in <extra_id_1> demonstratie","Rechters en advocaten in de bres voor rechtshulp 16 december 2008, 11:39 DEN HAAG (ANP) - Zowel advocaten als rechters maken zich zorgen over de aangekondigde bezuinigingen op de gesubsidieerde rechtshulp. De advocaten hielden woensdag op het Plein in Den Haag een demonstratie","['uiten hun zorgen', 'Den Haag', 'tijdens een']","['hielden', 'Den Haag een']",7,15.0,1,"[0.75, 0.3333333333333333]",0.54,volkskrant
,seq82-0,xl,'Internet kan onze democratie verdiepen en versterken' Is ons 160 jaar oude systeem aan vervanging toe nu burgers op zoveel manieren direct contact kunnen hebben via internet.  Morrelen aan het systeem heeft zo z'n risico's,'Internet kan onze democratie verdiepen en versterken' Is ons 160 jaar oude systeem aan vervanging toe nu burgers <extra_id_0> direct contact kunnen hebben <extra_id_1> Morrelen aan het systeem heeft zo z'n risico's,'Internet kan onze democratie verdiepen en versterken' Is ons 160 jaar oude systeem aan vervanging toe nu burgers via internet direct contact kunnen hebben met de overheid? Morrelen aan het systeem heeft zo z'n risico's,"['op zoveel manieren', 'via internet.']","['via internet', 'met de overheid?']",5,15.0,1,"[0.7222222222222222, 0.75]",0.74,volkskrant
,seq83-0,xl,"Militairen handelden correct bij doodschieten Spaanse journalist De Amerikaanse militairen die in april 2003 in Bagdad een Spaanse journalist doodschoten, hebben correct gehandeld.  Dit heeft het Amerikaanse ministerie van Defensie woensdag gezegd in een reactie op Spaanse arrestatiebevelen tegen drie Amerikaanse militairen","<extra_id_0> bij <extra_id_1> De Amerikaanse militairen die in april 2003 in Bagdad een Spaanse journalist doodschoten, hebben correct gehandeld. Dit heeft het Amerikaanse ministerie van Defensie woensdag gezegd in een reactie op Spaanse arrestatiebevelen tegen drie Amerikaanse militairen","die bij de moord op de Spaanse journalist betrokken waren. De Amerikaanse militairen die in april 2003 in Bagdad een Spaanse journalist doodschoten, hebben correct gehandeld. Dit heeft het Amerikaanse ministerie van Defensie woensdag gezegd in een reactie op Spaanse arrestatiebevelen tegen drie Amerikaanse militairen","['Militairen handelden correct', 'doodschieten Spaanse journalist']","['die', 'de moord op de Spaanse journalist betrokken waren.']",6,15.0,1,"[0.9285714285714286, 0.56]",0.74,volkskrant
,seq84-0,xl,"opinieHet grootste gevaar voor de atol-eilanden in de Stille Oceaan is dat het zoet water verdwijnt.  Leo Meyer consultant en werkte voorheen voor IPCC en PBL 7 november 2016, 02:00 Hoe langer we wachten met terugdringen broeikasgasuitstoot, hoe duurder het wordt Uiteindelijk kan zeespiegel tot meer dan 10 meter stijgen frankvrij - dinsdag 8 november 10:10 Lomborg kan gelijk hebben, dat de wereldwijde 'paniek' om het COPP-akkoord de economie kan vertragen","opinieHet grootste gevaar voor de atol-eilanden in de Stille Oceaan is dat het zoet water verdwijnt. Leo Meyer consultant en werkte voorheen voor IPCC <extra_id_0> 7 november 2016, 02:00 Hoe langer we wachten met terugdringen broeikasgasuitstoot, hoe duurder het wordt Uiteindelijk kan zeespiegel tot meer dan 10 meter stijgen frankvrij - dinsdag 8 november <extra_id_1> gelijk hebben, dat <extra_id_2> om het <extra_id_3> kan vertragen","opinieHet grootste gevaar voor de atol-eilanden in de Stille Oceaan is dat het zoet water verdwijnt. Leo Meyer consultant en werkte voorheen voor IPCC maandag 7 november 2016, 02:00 Hoe langer we wachten met terugdringen broeikasgasuitstoot, hoe duurder het wordt Uiteindelijk kan zeespiegel tot meer dan 10 meter stijgen frankvrij - dinsdag 8 november 2016, 02:00 Leo Meyer kan gelijk hebben, dat het om het klimaat te verbeteren kan vertragen","['en PBL', '10:10 Lomborg kan', '""de wereldwijde \'paniek\'""', 'COPP-akkoord de economie']","['maandag', '2016, 02:00 Leo Meyer kan', 'het', 'klimaat te verbeteren']",11,15.0,1,"[1.0, 0.56, 0.96, 0.8333333333333334]",0.84,volkskrant
,seq85-0,xl,Beschouwing tentoonstelling malware Van Anna Kournikova tot WannaCry: Van de Poel laat ze draaien of maakte artistieke interpretaties.  Nu te zien in Het Nieuwe Instituut in Rotterdam,Beschouwing tentoonstelling malware <extra_id_0> WannaCry: Van de Poel laat ze draaien of maakte artistieke interpretaties. Nu te zien in Het Nieuwe Instituut in Rotterdam,Beschouwing tentoonstelling malware malware WannaCry: Van de Poel laat ze draaien of maakte artistieke interpretaties. Nu te zien in Het Nieuwe Instituut in Rotterdam,['Van Anna Kournikova tot'],['malware'],4,15.0,1,[0.8695652173913043],0.87,volkskrant
,seq86-0,xl,Nuttig voorwerk IN n week tijd heeft de commissie-Bakker mr over de affaire-Srebrenica boven tafel gekregen dan menig scepticus tevoren had gevreesd. ,Nuttig voorwerk IN n <extra_id_0> de commissie-Bakker mr over de affaire-Srebrenica boven tafel gekregen dan menig scepticus tevoren had gevreesd.,Nuttig voorwerk IN n woord heeft de commissie-Bakker mr over de affaire-Srebrenica boven tafel gekregen dan menig scepticus tevoren had gevreesd.,['week tijd heeft'],['woord heeft'],3,15.0,1,[0.4666666666666667],0.47,volkskrant
,seq87-0,xl,"The Fountainhead - een gewaagd ideenroman The Fountainhead naar Ayn Rand door Toneelgroep Amsterdam, regie Ivo van Hove, bewerking Koen Tachelet Stadsschouwburg, Amsterdam t/m 21/6 en vanaf 26/8 t/m 21/9; toneelgroepamsterdam. nl Hein Janssen 6 augustus 2014, 16:44 Hij wilde het al heel lang, Ivo van Hove: een theaterbewerking maken van Ayn Rands cultboek The Fountainhead, uitgegeven in 1943","The Fountainhead - een gewaagd ideenroman The Fountainhead naar Ayn Rand door Toneelgroep Amsterdam, regie Ivo van Hove, bewerking Koen Tachelet Stadsschouwburg, Amsterdam t/m 21/6 en vanaf 26/8 t/m 21/9; toneelgroepamsterdam. nl Hein Janssen 6 augustus 2014, 16:44 Hij wilde het al heel lang, Ivo van <extra_id_0> maken <extra_id_1> cultboek The Fountainhead, <extra_id_2>","The Fountainhead - een gewaagd ideenroman The Fountainhead naar Ayn Rand door Toneelgroep Amsterdam, regie Ivo van Hove, bewerking Koen Tachelet Stadsschouwburg, Amsterdam t/m 21/6 en vanaf 26/8 t/m 21/9; toneelgroepamsterdam. nl Hein Janssen 6 augustus 2014, 16:44 Hij wilde het al heel lang, Ivo van Hove: een toneelbewerking maken van het cultboek The Fountainhead, van Ayn Rand.","['Hove: een theaterbewerking', 'van Ayn Rands', 'uitgegeven in 1943']","['Hove: een toneelbewerking', 'van het', 'Rand.']",9,15.0,1,"[0.19230769230769232, 0.6923076923076923, 0.9444444444444444]",0.61,volkskrant
,seq88-0,xl,'Bijstandsfraude digitaal opsporen' Het net rond frauderende bijstandsontvangers wordt aangehaald.  Gemeenten mogen meer gegevens aan elkaar koppelen om misbruik op te sporen en om schijnbaar spoorloze fraudeurs te vinden,'Bijstandsfraude digitaal opsporen' Het net rond frauderende bijstandsontvangers wordt aangehaald. Gemeenten mogen meer gegevens aan elkaar koppelen om misbruik <extra_id_0> om schijnbaar spoorloze fraudeurs te vinden,'Bijstandsfraude digitaal opsporen' Het net rond frauderende bijstandsontvangers wordt aangehaald. Gemeenten mogen meer gegevens aan elkaar koppelen om misbruik te voorkomen. En om schijnbaar spoorloze fraudeurs te vinden,['op te sporen en'],['te voorkomen. En'],4,15.0,1,[0.625],0.62,volkskrant
,seq89-0,xl,"Oranje kan Uruguay, Colombia en Itali nog voorbij op FIFA-lijst Wordt Oranje groepshoofd tijdens het WK voetbal of niet.  Om die vraag draait het tijdens de interlands van dinsdag","Oranje kan Uruguay, Colombia en Itali nog voorbij op FIFA-lijst Wordt Oranje groepshoofd tijdens het WK voetbal of niet. Om die <extra_id_0> de interlands van dinsdag","Oranje kan Uruguay, Colombia en Itali nog voorbij op FIFA-lijst Wordt Oranje groepshoofd tijdens het WK voetbal of niet. Om die reden spelen we de interlands van dinsdag",['vraag draait het tijdens'],['reden spelen we'],4,15.0,1,[0.7916666666666666],0.79,volkskrant
