,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
295,seq295-0,xl,"Nederlandse fysici meten superlubriciteit in grafiet Twee grafietoppervlakken kunnen vrijwel wrijvingsloos over elkaar heen glijden, hebben Leidse, Delftse en Amsterdamse onderzoekers ontdekt, maar niet onder iedere hoek.  Aan dit verschijnsel, superlubriciteit genoemd, dankt grafiet zijn goede eigenschappen als smeermiddel voor sloten en fijnmechanica (Physical Review Letters, 26 maart)","Nederlandse fysici meten superlubriciteit in grafiet Twee <extra_id_0> wrijvingsloos over elkaar heen glijden, hebben Leidse, Delftse en Amsterdamse onderzoekers ontdekt, maar niet onder iedere hoek. Aan dit verschijnsel, superlubriciteit genoemd, dankt grafiet zijn goede eigenschappen als smeermiddel <extra_id_1> (Physical Review Letters, 26 maart)","Nederlandse fysici meten superlubriciteit in grafiet Twee lagen grafiet kunnen wrijvingsloos over elkaar heen glijden, hebben Leidse, Delftse en Amsterdamse onderzoekers ontdekt, maar niet onder iedere hoek. Aan dit verschijnsel, superlubriciteit genoemd, dankt grafiet zijn goede eigenschappen als smeermiddel (Physical Review Letters, 26 maart)","['grafietoppervlakken kunnen vrijwel', 'voor sloten en fijnmechanica']","['lagen grafiet kunnen', '']",7,15,1,"[0.6470588235294118, 1.0]",0.82
298,seq298-0,xl,"Stones repeteren ergens in Amsterdam De Rolling Stones zijn het afgelopen weekeinde in Amsterdam neergestreken.  De leden van de `Grootste Rock and Rollband ter Wereld' verblijven in het Amstel Hotel, hun favoriete logeeradres in de Benelux, en oefenen op een geheime locatie voor het laatste gedeelte van hun Bridges tot Babylon Tour","Stones repeteren ergens in Amsterdam De Rolling Stones zijn het afgelopen weekeinde in Amsterdam neergestreken. De leden van de `Grootste Rock and Rollband ter Wereld' verblijven in het Amstel Hotel, hun favoriete logeeradres in de Benelux, en oefenen op <extra_id_0> voor het <extra_id_1> hun Bridges tot <extra_id_2>","Stones repeteren ergens in Amsterdam De Rolling Stones zijn het afgelopen weekeinde in Amsterdam neergestreken. De leden van de `Grootste Rock and Rollband ter Wereld' verblijven in het Amstel Hotel, hun favoriete logeeradres in de Benelux, en oefenen op de achtergrond voor het nieuwe album, hun Bridges tot Nothing.","['een geheime locatie', 'laatste gedeelte van', 'Babylon Tour']","['de achtergrond', 'nieuwe album,', 'Nothing.']",8,15,1,"[0.7894736842105263, 0.85, 0.9166666666666666]",0.85
299,seq299-0,xl,Wekelijks stuit Karel Knip in de alledaagse werkelijkheid op onverwachte raadsels en onbegrijpelijke verschijnselen.  Deze week: vliegtuigen in het Oekraense luchtruim,Wekelijks stuit Karel Knip in de alledaagse werkelijkheid op onverwachte raadsels en onbegrijpelijke verschijnselen. Deze week: vliegtuigen in <extra_id_0>,Wekelijks stuit Karel Knip in de alledaagse werkelijkheid op onverwachte raadsels en onbegrijpelijke verschijnselen. Deze week: vliegtuigen in de lucht. Lees meer,['het Oekraense luchtruim'],['meer'],3,15,1,[0.8695652173913043],0.87
300,seq300-0,xl,Netwerk.  Exclusief gesprek met de huidige Indonesische president Habibi in zijn presidentieel paleis in Jakarta over zijn tijd met voorganger Suharto en de toekomst van Indonesie,Netwerk. Exclusief gesprek met de huidige Indonesische <extra_id_0> presidentieel paleis in Jakarta over zijn tijd met voorganger Suharto en de toekomst van Indonesie,Netwerk. Exclusief gesprek met de huidige Indonesische president Joko Widodo in het presidentieel paleis in Jakarta over zijn tijd met voorganger Suharto en de toekomst van Indonesie,['president Habibi in zijn'],['president Joko Widodo in het'],4,15,1,[0.5],0.5
301,seq301-0,xl,"Republikeinen stemmen in met belastingverhoging voor allerrijksten epa03507408 Speaker of the House John Boehner speaks during a press conference at the US Capitol in Washington DC, USA, 13 December 2012.  Boehner addressed questions on the fiscal cliff and reportedly suggested that spending is the problem, not revenue","Republikeinen stemmen in met belastingverhoging voor allerrijksten epa03507408 Speaker of the House John Boehner <extra_id_0> conference at the <extra_id_1> Washington DC, USA, 13 December 2012. Boehner addressed questions on the fiscal cliff and reportedly suggested that spending is the problem, not revenue","Republikeinen stemmen in met belastingverhoging voor allerrijksten epa03507408 Speaker of the House John Boehner addresses a press conference at the White House in Washington DC, USA, 13 December 2012. Boehner addressed questions on the fiscal cliff and reportedly suggested that spending is the problem, not revenue","['speaks during a press', 'US Capitol in']","['addresses a press', 'White House in']",7,15,1,"[0.5714285714285714, 0.7857142857142857]",0.68
302,seq302-0,xl,"Spaanse vakbonden dreigen regering met staking MADRID, 15 sept.  De Spaanse vakbonden zijn op geen enkele manier van plan mee te werken aan het door de regering voorgestelde matigingsbeleid ter bestrijding van de gevolgen van de crisis in de Golf","Spaanse vakbonden dreigen regering met staking MADRID, 15 sept. De Spaanse vakbonden zijn op geen enkele manier <extra_id_0> te werken aan het door de regering voorgestelde matigingsbeleid ter <extra_id_1> gevolgen van de crisis in de Golf","Spaanse vakbonden dreigen regering met staking MADRID, 15 sept. De Spaanse vakbonden zijn op geen enkele manier bereid mee te werken aan het door de regering voorgestelde matigingsbeleid ter zake van de gevolgen van de crisis in de Golf","['van plan mee', 'bestrijding van de']","['bereid mee', 'zake van de']",6,15,1,"[0.6666666666666666, 0.6111111111111112]",0.64
303,seq303-0,xl,Huisartsen stemmen niet in met het elektronisch patintendossier De doorstart van het elektronisch patintendossier (EPD) heeft opnieuw met tegenslag te ,Huisartsen stemmen niet in met <extra_id_0> De doorstart van het elektronisch patintendossier (EPD) heeft opnieuw met tegenslag te,Huisartsen stemmen niet in met EPD De doorstart van het elektronisch patintendossier (EPD) heeft opnieuw met tegenslag te,['het elektronisch patintendossier'],['EPD'],3,15,1,[1.0],1.0
304,seq304-0,xl,Beursinflatie is k inflatie Monetaire stabiliteit en financile stabiliteit gaan niet per definitie samen.  Langzaam begint het te dagen dat centrale bankiers moeten letten op de prijzen van komkommers n van aandelen KPN,Beursinflatie is k inflatie Monetaire stabiliteit en financile <extra_id_0> niet per definitie samen. Langzaam begint het te dagen dat centrale bankiers moeten letten op de prijzen van komkommers n <extra_id_1>,Beursinflatie is k inflatie Monetaire stabiliteit en financile stabiliteit gaan niet per definitie samen. Langzaam begint het te dagen dat centrale bankiers moeten letten op de prijzen van komkommers n aardappelen,"['stabiliteit gaan', 'van aandelen KPN']","['stabiliteit gaan', 'aardappelen']",5,15,1,"[0.0, 0.625]",0.31
306,seq306-0,xl,"Weense Burgtheater speelt Thomas Bernhard met brille en intelligentie; Menuet van eenzaamheid en wrok Nog twee dagen is in De Singel in Antwerpen Ritter, Dene, Voss te zien, gespeeld door het Burgtheater uit Wenen in de regie van Claus Peymann.  Thomas Bernhard schreef het stuk voor de drie intelligente acteurs uit de titel","Weense Burgtheater speelt Thomas Bernhard met brille en intelligentie; Menuet van eenzaamheid en wrok Nog twee dagen is in De Singel in Antwerpen Ritter, Dene, Voss te zien, gespeeld door het Burgtheater uit Wenen in de regie van Claus Peymann. <extra_id_0> schreef <extra_id_1> de <extra_id_2> uit de titel","Weense Burgtheater speelt Thomas Bernhard met brille en intelligentie; Menuet van eenzaamheid en wrok Nog twee dagen is in De Singel in Antwerpen Ritter, Dene, Voss te zien, gespeeld door het Burgtheater uit Wenen in de regie van Claus Peymann. Thomas Bernhard schreef het stuk in de jaren tachtig, zo blijkt uit de titel","['Thomas Bernhard', 'het stuk voor', 'drie intelligente acteurs']","['Thomas Bernhard', 'het stuk in', 'jaren tachtig, zo blijkt']",8,15,1,"[0.0, 0.3076923076923077, 0.84]",0.38
307,seq307-0,xl,Onverdoofde slacht binnen 40 seconden Na de verhitte discussie over de rituele slacht is er een compromis.  In joodse kring wordt gesproken van een herbevestiging,Onverdoofde slacht binnen 40 seconden Na de verhitte discussie over <extra_id_0> er een compromis. In joodse kring wordt gesproken van een herbevestiging,Onverdoofde slacht binnen 40 seconden Na de verhitte discussie over de Holocaust is er een compromis. In joodse kring wordt gesproken van een herbevestiging,['de rituele slacht is'],['de Holocaust is'],4,15,1,[0.55],0.55
308,seq308-0,xl,"Rellen in Tourcoing na dood van Algerijnse jongen LILLE, 10 APRIL.  Na de dood van een jongen van Algerijnse afkomst die eerder was getroffen door een politiekogel hebben vanacht in de Noordfranse stad Tourcoing ernstige rellen plaatsgehad","Rellen in Tourcoing na dood van Algerijnse jongen LILLE, 10 APRIL. Na de dood van een jongen van Algerijnse afkomst die eerder was getroffen door een politiekogel hebben <extra_id_0> Noordfranse stad Tourcoing <extra_id_1>","Rellen in Tourcoing na dood van Algerijnse jongen LILLE, 10 APRIL. Na de dood van een jongen van Algerijnse afkomst die eerder was getroffen door een politiekogel hebben er in de Noordfranse stad Tourcoing woensdagavond relletjes...","['vanacht in de', 'ernstige rellen plaatsgehad']","['er in de', 'relletjes...']",6,15,1,"[0.5384615384615384, 0.7777777777777778]",0.66
309,seq309-0,xl,Jood tegen wil en dank De recente bloedige aanslag op een Russische disco in Tel Aviv veranderde de positie van de Russische immigranten in Isral.  Een groot deel van de maatschappij omhelst de voormalige `stinkrussen' plotseling als echte joden,Jood tegen wil en dank De recente <extra_id_0> een Russische <extra_id_1> Aviv veranderde de positie van de Russische immigranten in Isral. Een groot deel van de maatschappij omhelst de voormalige `stinkrussen' plotseling als echte joden,Jood tegen wil en dank De recente moord op een Russische immigrant in Tel Aviv veranderde de positie van de Russische immigranten in Isral. Een groot deel van de maatschappij omhelst de voormalige `stinkrussen' plotseling als echte joden,"['bloedige aanslag op', 'disco in Tel']","['moord op', 'immigrant in Tel']",6,15,1,"[0.7368421052631579, 0.5]",0.62
310,seq310-0,xl,"Rien Zilvold / NRC Nelson Mandela met Yasser Arafat in het Catshuis, Den Haag, op 18 februari 1994.  Mandela logeerde in het Catshuis en zou ontbijten met Arafat","Rien Zilvold / NRC Nelson Mandela met Yasser Arafat in het Catshuis, Den Haag, op 18 februari 1994. Mandela logeerde in het Catshuis en <extra_id_0>","Rien Zilvold / NRC Nelson Mandela met Yasser Arafat in het Catshuis, Den Haag, op 18 februari 1994. Mandela logeerde in het Catshuis en was daar ook geboren.",['zou ontbijten met Arafat'],['geboren.'],4,15,1,[0.875],0.88
311,seq311-0,xl,"Twist over bedrijvenpark en golfbaan bij haven Amsterdam HAARLEMMERLIEDE, 24 AUG.  De gemeente Haarlemmerliede wil een ""hoogwaardig bedrijvenpark' met een internationale golfbaan aanleggen op een deel van het braakliggende terrein Ruigoord, eigendom van het Amsterdamse Havenbedrijf","Twist over bedrijvenpark en golfbaan bij haven Amsterdam HAARLEMMERLIEDE, 24 AUG. De gemeente Haarlemmerliede <extra_id_0> ""hoogwaardig bedrijvenpark' <extra_id_1> golfbaan aanleggen op een deel van het braakliggende terrein Ruigoord, eigendom van het Amsterdamse Havenbedrijf","Twist over bedrijvenpark en golfbaan bij haven Amsterdam HAARLEMMERLIEDE, 24 AUG. De gemeente Haarlemmerliede wil een ""hoogwaardig bedrijvenpark' en een golfbaan aanleggen op een deel van het braakliggende terrein Ruigoord, eigendom van het Amsterdamse Havenbedrijf","['wil een', 'met een internationale']","['wil een', 'en een']",5,15,1,"[0.0, 0.7727272727272727]",0.39
312,seq312-0,xl,Dat blijkt uit een brief die minister Ard van der Steur van Veiligheid en Justitie dinsdag naar de Tweede Kamer heeft gestuurd.  Eind februari meldde NRC dat het ministerie twee consultants tussen 2012 en 2014 inhuurde via het bureau Boer en Croon,Dat blijkt uit een brief die minister Ard van der Steur van Veiligheid en Justitie dinsdag naar <extra_id_0> heeft gestuurd. Eind februari meldde NRC dat het ministerie twee consultants tussen 2012 en 2014 inhuurde via <extra_id_1> en Croon,Dat blijkt uit een brief die minister Ard van der Steur van Veiligheid en Justitie dinsdag naar de Tweede Kamer heeft gestuurd. Eind februari meldde NRC dat het ministerie twee consultants tussen 2012 en 2014 inhuurde via de advocatenkantoren van de advocatenkantoorbedrijven Van der Steur en Croon,"['de Tweede Kamer', 'het bureau Boer']","['de Tweede Kamer', 'de advocatenkantoren van de advocatenkantoorbedrijven Van der Steur']",6,15,1,"[0.0, 0.8507462686567164]",0.43
313,seq313-0,xl,"Uit innerlijke bron Joanna Newsom is niet alleen harpiste, maar ook uitvinder.  Haar liedjes vinden steeds nieuwe structuren","Uit innerlijke bron Joanna Newsom is niet alleen harpiste, maar ook uitvinder. Haar <extra_id_0> nieuwe structuren","Uit innerlijke bron Joanna Newsom is niet alleen harpiste, maar ook uitvinder. Haar harp werkt met nieuwe structuren",['liedjes vinden steeds'],['harp werkt met'],3,15,1,[0.8571428571428571],0.86
314,seq314-0,xl,Elektrische auto rijdt straks op benzine Shell en Daimler-Benz tekenden gisteren een overeenkomst tot samenwerking om een 'auto van de toekomst' te ontwikkelen.  Het resultaat zal zijn dat ook elektrische auto's op benzine rijden,Elektrische auto rijdt straks op benzine Shell en Daimler-Benz tekenden <extra_id_0> tot samenwerking om een 'auto van de toekomst' te ontwikkelen. Het resultaat zal zijn dat ook elektrische auto's op <extra_id_1>,Elektrische auto rijdt straks op benzine Shell en Daimler-Benz tekenden een overeenkomst tot samenwerking om een 'auto van de toekomst' te ontwikkelen. Het resultaat zal zijn dat ook elektrische auto's op benzine rijden.,"['gisteren een overeenkomst', 'benzine rijden']","['een overeenkomst', 'rijden.']",5,15,1,"[0.36, 0.6428571428571429]",0.5
315,seq315-0,xl,Met de kandidatuur van Lodewijk Asscher in aantocht is het goed even terug te gaan naar de recente relatie van de PvdA met het archetype van de comeback kid.  Het is geen geheim dat Diederik Samsom de komende lijsttrekkersverkiezingen als comeback kid van Asscher hoopt te winnen,Met de kandidatuur van Lodewijk Asscher in <extra_id_0> goed even terug te gaan naar de recente relatie van de PvdA met <extra_id_1> comeback kid. Het is geen geheim dat Diederik Samsom de komende lijsttrekkersverkiezingen als comeback kid van Asscher hoopt te winnen,Met de kandidatuur van Lodewijk Asscher in de gaten is het goed even terug te gaan naar de recente relatie van de PvdA met de comeback kid. Het is geen geheim dat Diederik Samsom de komende lijsttrekkersverkiezingen als comeback kid van Asscher hoopt te winnen,"['aantocht is het', 'het archetype van de']","['de gaten is het', 'de']",7,15,1,"[0.5333333333333333, 0.9]",0.72
316,seq316-0,xl,"Zo beindig je zonder geweld de bedreiging van Noord-Korea Beeldredacteur Arjan de Jongh tipt een stuk over Kim Jong-Un.  Stop met zeggen dat er geen goede opties zijn voor Noord-Korea, schrijft Politico","<extra_id_0> zonder geweld de bedreiging van Noord-Korea Beeldredacteur Arjan de <extra_id_1> een stuk over Kim Jong-Un. Stop met zeggen dat er geen goede opties zijn voor Noord-Korea, schrijft Politico","Koreaanse leiders: Bestrijd zonder geweld de bedreiging van Noord-Korea Beeldredacteur Arjan de Jong schreef een stuk over Kim Jong-Un. Stop met zeggen dat er geen goede opties zijn voor Noord-Korea, schrijft Politico","['Zo beindig je', 'Jongh tipt']","['Koreaanse leiders: Bestrijd', 'Jong schreef']",5,15,1,"[0.7777777777777778, 0.6666666666666666]",0.72
317,seq317-0,xl,"NS-conducteur aangevallen met mes door zwartrijdster AMSTERDAM, 3 JAN.  Een conducteur van de NS is gisteravond in de trein van Utrecht naar Amsterdam gewond geraakt toen een 21-jarige vrouw zonder geldig plaatsbewijs hem met een mes aanviel","NS-conducteur aangevallen met mes door zwartrijdster AMSTERDAM, 3 JAN. Een conducteur van de <extra_id_0> in de trein van Utrecht naar Amsterdam gewond <extra_id_1> 21-jarige vrouw zonder geldig plaatsbewijs hem met een mes aanviel","NS-conducteur aangevallen met mes door zwartrijdster AMSTERDAM, 3 JAN. Een conducteur van de NS raakte woensdag in de trein van Utrecht naar Amsterdam gewond nadat een 21-jarige vrouw zonder geldig plaatsbewijs hem met een mes aanviel","['NS is gisteravond', 'geraakt toen een']","['NS raakte woensdag', 'nadat een']",6,15,1,"[0.7222222222222222, 0.625]",0.67
318,seq318-0,xl,Franois Fillon tijdens een campagnebijeenkomst in Aubervilliers.  Foto: Philippe Wojazer / Reuters Franois Fillon houdt vast aan zijn kandidatuur voor de Franse presidentsverkiezingen,Franois Fillon tijdens een campagnebijeenkomst in Aubervilliers. Foto: <extra_id_0> Reuters Franois Fillon houdt vast aan zijn kandidatuur voor de Franse presidentsverkiezingen,Franois Fillon tijdens een campagnebijeenkomst in Aubervilliers. Foto: Philippe de la Chapelle / Reuters Franois Fillon houdt vast aan zijn kandidatuur voor de Franse presidentsverkiezingen,['Philippe Wojazer /'],['Philippe de la Chapelle /'],3,15,1,[0.48],0.48
319,seq319-0,xl,"Vroeger was het geen probleem Veel partijen waren altijd voor registratie, om minder-heden aan een baan te helpen.  De PVV wil het middel nu gebruiken om de orde te handhaven","Vroeger was het geen probleem Veel partijen waren altijd voor registratie, om <extra_id_0> te helpen. De PVV wil het middel nu gebruiken om de orde te handhaven","Vroeger was het geen probleem Veel partijen waren altijd voor registratie, om de verkiezingen te helpen. De PVV wil het middel nu gebruiken om de orde te handhaven",['minder-heden aan een baan'],['de verkiezingen'],4,15,1,[0.76],0.76
320,seq320-0,xl,"Een luchtfoto van de Nepalese plaats Sindhupalchwok, verwoest door de aardbeving.  Foto EPA / Narendra Shrestha Naar schatting hebben 2,8 miljoen Nepalezen hun huizen verlaten na de aardbeving van afgelopen zaterdag","Een luchtfoto van de Nepalese plaats Sindhupalchwok, verwoest door de aardbeving. Foto EPA / Narendra Shrestha Naar schatting hebben 2,8 miljoen Nepalezen hun huizen <extra_id_0> aardbeving van <extra_id_1>","Een luchtfoto van de Nepalese plaats Sindhupalchwok, verwoest door de aardbeving. Foto EPA / Narendra Shrestha Naar schatting hebben 2,8 miljoen Nepalezen hun huizen verloren door de aardbeving van dinsdag.","['verlaten na de', 'afgelopen zaterdag']","['verloren door de', 'dinsdag.']",5,15,1,"[0.375, 0.8333333333333334]",0.6
321,seq321-0,xl,"Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur.  Ze staat bekend als bekwaam n omstreden","Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur. Ze staat bekend <extra_id_0> omstreden","Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur. Ze staat bekend als omstreden",['als bekwaam n'],['als'],3,15,1,[0.7692307692307693],0.77
322,seq322-0,xl,PSVers Strootman (links) en Wijnaldum na de 2-0 van ploeggenoot Matavz (niet zichtbaar).  Geheel links Twente-keeper Boschker,PSVers Strootman (links) en Wijnaldum <extra_id_0> van ploeggenoot Matavz (niet zichtbaar). Geheel links Twente-keeper Boschker,PSVers Strootman (links) en Wijnaldum (rechts) krijgen de vrije trap van ploeggenoot Matavz (niet zichtbaar). Geheel links Twente-keeper Boschker,['na de 2-0'],['(rechts) krijgen de vrije trap'],3,15,1,[0.8666666666666667],0.87
323,seq323-0,xl,"Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee.  Dat heeft premier Balkenende gisteren gezegd na afloop van de wekelijkse ministerraad","Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee. Dat <extra_id_0> gezegd na afloop <extra_id_1> ministerraad","Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee. Dat heeft premier Balkenende gezegd na afloop van de ministerraad","['heeft premier Balkenende gisteren', 'van de wekelijkse']","['heeft premier Balkenende', 'van de']",7,15,1,"[0.2727272727272727, 0.6470588235294118]",0.46
324,seq324-0,xl,"Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen.  De twee zijn consulenten van de Drentse Stichting De Einder Noord, die informatie en begeleiding biedt aan mensen die een einde aan hun leven willen maken",Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen. De twee zijn <extra_id_0> Drentse Stichting De <extra_id_1> informatie en begeleiding biedt aan <extra_id_2> einde aan hun leven willen maken,"Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen. De twee zijn lid van de Drentse Stichting De Anker, die informatie en begeleiding biedt aan mensen die een einde aan hun leven willen maken","['consulenten van de', 'Einder Noord', 'die', 'mensen die een']","['lid van de', 'Anker, die', 'mensen die een']",9,15,1,"[0.5555555555555556, 0.75, 0.7857142857142857]",0.7
325,seq325-0,xl,"Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009.  Foto ANP Paarlberg werd in 2010 al veroordeeld vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en voor valsheid in geschrifte, belastingfraude en oplichting","Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009. Foto ANP Paarlberg werd <extra_id_0> vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en <extra_id_1> geschrifte, belastingfraude en oplichting","Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009. Foto ANP Paarlberg werd veroordeeld vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en vanwege valsheid in geschrifte, belastingfraude en oplichting","['in 2010 al veroordeeld', 'voor valsheid in']","['veroordeeld', 'vanwege valsheid in']",7,15,1,"[0.5, 0.3157894736842105]",0.41
326,seq326-0,xl,"'De pers wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 OKT.  Het beeldje staat op de vensterbank, achter de gordijnen","<extra_id_0> wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 <extra_id_1> staat op de vensterbank, achter de gordijnen","Ze wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 oktober - De krant staat op de vensterbank, achter de gordijnen","['""\'De pers""', 'OKT. Het beeldje']","['Ze', 'oktober - De krant']",5,15,1,"[0.9, 0.8888888888888888]",0.89
327,seq327-0,xl,"Rotterdam.  Twee mannen bereiden een claim voor tegen de katholieke kerk, vanwege seksueel misbruik in een jongensinternaat",Rotterdam. Twee mannen bereiden een claim voor tegen de katholieke <extra_id_0> misbruik in een jongensinternaat,Rotterdam. Twee mannen bereiden een claim voor tegen de katholieke kerk wegens misbruik in een jongensinternaat,"['kerk', 'vanwege seksueel']",['kerk wegens'],3,15,1,[0.6363636363636364],0.64
329,seq329-0,xl,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van Odn von Horvth door Stichting Theater het Amsterdamse Bos.  Vertaling en bewerking: Frances Sanders en Martine Vosmaer,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van <extra_id_0> Stichting Theater het Amsterdamse Bos. Vertaling en bewerking: Frances Sanders en Martine Vosmaer,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van Giuseppe Verdi. Stichting Theater het Amsterdamse Bos. Vertaling en bewerking: Frances Sanders en Martine Vosmaer,['Odn von Horvth door'],['Giuseppe Verdi.'],4,15,1,[0.8947368421052632],0.89
330,seq330-0,xl,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange verzet zich bij hof tegen ,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange <extra_id_0> hof tegen,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange gaat naar hof tegen,['verzet zich bij'],['gaat naar'],3,15,1,[0.8666666666666667],0.87
331,seq331-0,xl,"Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART.  Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, onder wie de boordwerktuigkundige Ron Arad, wiens vliegtuig in 1986 boven Libanon werd neergeschoten","Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART. Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, <extra_id_0> boordwerktuigkundige Ron Arad, <extra_id_1> boven Libanon werd neergeschoten","Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART. Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, waaronder de boordwerktuigkundige Ron Arad, die in mei boven Libanon werd neergeschoten","['onder wie de', 'wiens vliegtuig in 1986']","['waaronder de', 'die in mei']",7,15,1,"[0.6666666666666666, 0.7391304347826086]",0.7
332,seq332-0,xl,`Ethiopi drong ons de oorlog op' De Eritrese president Issayas Aferworki is vandaag op bezoek in Nederland.  De in eigen land uiterst populaire politicus is tevens een sluw militair,`Ethiopi drong ons de oorlog op' <extra_id_0> Aferworki is vandaag op bezoek in Nederland. De in eigen land uiterst populaire politicus is tevens een sluw militair,`Ethiopi drong ons de oorlog op' De Ethiopische president Haile Mariam Aferworki is vandaag op bezoek in Nederland. De in eigen land uiterst populaire politicus is tevens een sluw militair,['De Eritrese president Issayas'],['De Ethiopische president Haile Mariam'],4,15,1,[0.4594594594594595],0.46
333,seq333-0,xl,"Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen.  Zo wil hij notoire verkeersovertreders hun rijbewijs sneller afnemen","Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen. Zo <extra_id_0> verkeersovertreders hun <extra_id_1> afnemen","Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen. Zo moeten verkeersovertreders hun rijbewijs afnemen","['wil hij notoire', 'rijbewijs sneller']","['moeten', 'rijbewijs']",5,15,1,"[0.9333333333333333, 0.47058823529411764]",0.7
334,seq334-0,xl,"Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL.  Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar een winst geboekt van 30,1 miljoen gulden","Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL. Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar <extra_id_0> 30,1 miljoen gulden","Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL. Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar een verlies geleden van 30,1 miljoen gulden",['een winst geboekt van'],['een verlies geleden van'],4,15,1,[0.4782608695652174],0.48
