,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
321,seq321-0,small,"Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur.  Ze staat bekend als bekwaam n omstreden","Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur. Ze staat bekend <extra_id_0> omstreden","Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur. Ze staat bekend om zijn omstreden",['als bekwaam n'],['om zijn'],3,15.0,1,[0.8461538461538461],0.85
322,seq322-0,small,PSVers Strootman (links) en Wijnaldum na de 2-0 van ploeggenoot Matavz (niet zichtbaar).  Geheel links Twente-keeper Boschker,PSVers Strootman (links) en Wijnaldum <extra_id_0> van ploeggenoot Matavz (niet zichtbaar). Geheel links Twente-keeper Boschker,PSVers Strootman (links) en Wijnaldum (rechts) van ploeggenoot Matavz (niet zichtbaar). Geheel links Twente-keeper Boschker,['na de 2-0'],['(rechts)'],3,15.0,1,[1.0],1.0
323,seq323-0,small,"Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee.  Dat heeft premier Balkenende gisteren gezegd na afloop van de wekelijkse ministerraad","Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee. Dat <extra_id_0> gezegd na afloop <extra_id_1> ministerraad","Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee. Dat heeft het kabinet gezegd na afloop van de ministerraad","['heeft premier Balkenende gisteren', 'van de wekelijkse']","['heeft het kabinet', 'van de']",7,15.0,1,"[0.6363636363636364, 0.6470588235294118]",0.64
324,seq324-0,small,"Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen.  De twee zijn consulenten van de Drentse Stichting De Einder Noord, die informatie en begeleiding biedt aan mensen die een einde aan hun leven willen maken",Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen. De twee zijn <extra_id_0> Drentse Stichting De <extra_id_1> informatie en begeleiding biedt aan <extra_id_2> einde aan hun leven willen maken,Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen. De twee zijn aangehouden. Drentse Stichting De goede informatie en begeleiding biedt aan mensen die een einde aan hun leven willen maken,"['consulenten van de', 'Einder Noord', 'die', 'mensen die een']","['aangehouden.', 'goede', 'mensen die een']",9,15.0,1,"[0.8333333333333334, 0.8333333333333334, 0.7857142857142857]",0.82
325,seq325-0,small,"Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009.  Foto ANP Paarlberg werd in 2010 al veroordeeld vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en voor valsheid in geschrifte, belastingfraude en oplichting","Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009. Foto ANP Paarlberg werd <extra_id_0> vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en <extra_id_1> geschrifte, belastingfraude en oplichting","Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009. Foto ANP Paarlberg werd veroordeeld vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en ondanks geschrifte, belastingfraude en oplichting","['in 2010 al veroordeeld', 'voor valsheid in']","['veroordeeld', 'ondanks']",7,15.0,1,"[0.5, 0.875]",0.69
326,seq326-0,small,"'De pers wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 OKT.  Het beeldje staat op de vensterbank, achter de gordijnen","<extra_id_0> wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 <extra_id_1> staat op de vensterbank, achter de gordijnen","wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 oktober 2019 - 10:43 De zaak staat op de vensterbank, achter de gordijnen","['""\'De pers""', 'OKT. Het beeldje']","['', 'oktober 2019 - 10:43 De zaak']",5,15.0,1,"[1.0, 0.8928571428571429]",0.95
327,seq327-0,small,"Rotterdam.  Twee mannen bereiden een claim voor tegen de katholieke kerk, vanwege seksueel misbruik in een jongensinternaat",Rotterdam. Twee mannen bereiden een claim voor tegen de katholieke <extra_id_0> misbruik in een jongensinternaat,Rotterdam. Twee mannen bereiden een claim voor tegen de katholieke kerk en hebben misbruik in een jongensinternaat,"['kerk', 'vanwege seksueel']",['kerk en hebben'],3,15.0,1,[0.7142857142857143],0.71
329,seq329-0,small,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van Odn von Horvth door Stichting Theater het Amsterdamse Bos.  Vertaling en bewerking: Frances Sanders en Martine Vosmaer,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van <extra_id_0> Stichting Theater het Amsterdamse Bos. Vertaling en bewerking: Frances Sanders en Martine Vosmaer,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van de Stichting Theater het Amsterdamse Bos. Vertaling en bewerking: Frances Sanders en Martine Vosmaer,['Odn von Horvth door'],['de'],4,15.0,1,[0.9473684210526315],0.95
330,seq330-0,small,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange verzet zich bij hof tegen ,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange <extra_id_0> hof tegen,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange hof tegen,['verzet zich bij'],[''],3,15.0,1,[1.0],1.0
331,seq331-0,small,"Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART.  Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, onder wie de boordwerktuigkundige Ron Arad, wiens vliegtuig in 1986 boven Libanon werd neergeschoten","Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART. Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, <extra_id_0> boordwerktuigkundige Ron Arad, <extra_id_1> boven Libanon werd neergeschoten","Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART. Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, waarvoor boordwerktuigkundige Ron Arad, die boven Libanon werd neergeschoten","['onder wie de', 'wiens vliegtuig in 1986']","['waarvoor', 'die']",7,15.0,1,"[0.9166666666666666, 0.9130434782608695]",0.91
332,seq332-0,small,`Ethiopi drong ons de oorlog op' De Eritrese president Issayas Aferworki is vandaag op bezoek in Nederland.  De in eigen land uiterst populaire politicus is tevens een sluw militair,`Ethiopi drong ons de oorlog op' <extra_id_0> Aferworki is vandaag op bezoek in Nederland. De in eigen land uiterst populaire politicus is tevens een sluw militair,`Ethiopi drong ons de oorlog op' Aferworki is vandaag op bezoek in Nederland. De in eigen land uiterst populaire politicus is tevens een sluw militair,['De Eritrese president Issayas'],[''],4,15.0,1,[1.0],1.0
333,seq333-0,small,"Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen.  Zo wil hij notoire verkeersovertreders hun rijbewijs sneller afnemen","Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen. Zo <extra_id_0> verkeersovertreders hun <extra_id_1> afnemen","Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen. Zo kunnen verkeersovertreders hun verantwoordelijkheden afnemen","['wil hij notoire', 'rijbewijs sneller']","['kunnen', 'verantwoordelijkheden']",5,15.0,1,"[0.9333333333333333, 0.8571428571428571]",0.9
334,seq334-0,small,"Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL.  Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar een winst geboekt van 30,1 miljoen gulden","Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL. Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar <extra_id_0> 30,1 miljoen gulden","Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL. Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar meer dan 30,1 miljoen gulden",['een winst geboekt van'],['meer dan'],4,15.0,1,[0.7619047619047619],0.76
335,seq335-0,small,"De surseance van Wassenaar Nu de inflatie toeneemt naar 4,5 procent en de looneisen verder stijgen, dreigt Nederland terecht te komen in een loon-prijsspiraal.  Wie vraagt het faillissement aan voor het Akkoord van Wassenaar dat aan de basis loonmatiging","De surseance van <extra_id_0> inflatie toeneemt naar 4,5 procent en de looneisen verder <extra_id_1> terecht te komen in een loon-prijsspiraal. Wie vraagt het faillissement aan voor het Akkoord van Wassenaar dat aan de basis loonmatiging","De surseance van betaling is mogelijk. De inflatie toeneemt naar 4,5 procent en de looneisen verder om terecht te komen in een loon-prijsspiraal. Wie vraagt het faillissement aan voor het Akkoord van Wassenaar dat aan de basis loonmatiging","['Wassenaar Nu de', 'stijgen', 'dreigt Nederland']","['betaling is mogelijk. De', 'om']",6,15.0,1,"[0.8333333333333334, 1.0]",0.92
339,seq339-0,small,"Inkomsten van loodsen voorlopig niet omhoog DEN HAAG, 16 APRIL.  De loodsen zullen in de komende drie jaren vooralsnog geen jaarlijkse loon- en prijsstijging krijgen van anderhalf procent","Inkomsten van loodsen voorlopig niet omhoog DEN HAAG, 16 APRIL. De loodsen zullen in de komende drie jaren vooralsnog geen jaarlijkse loon- en <extra_id_0> procent","Inkomsten van loodsen voorlopig niet omhoog DEN HAAG, 16 APRIL. De loodsen zullen in de komende drie jaren vooralsnog geen jaarlijkse loon- en salarisverplichtingen hebben. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - procent",['prijsstijging krijgen van anderhalf'],['salarisverplichtingen hebben. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -'],4,15.0,1,[0.9453551912568307],0.95
340,seq340-0,small,"Spelers Oranje onthutst over verlies, maar ook trots - Van Gaal: zo dichtbij De spelers van het Nederlands elftal hebben zeer teleurgesteld gereageerd op de uitschakeling na penaltys tegen Argentini, maar zijn ook trots dat Oranje dit WK zo ver is gekomen.  We kunnen niemand iets verwijten, we hebben alles gegeven, zei Robben na afloop van de halve finale","Spelers Oranje onthutst over verlies, maar ook trots - Van Gaal: zo dichtbij De spelers van het Nederlands elftal hebben zeer teleurgesteld gereageerd op de uitschakeling na penaltys tegen Argentini, maar zijn ook trots dat Oranje dit <extra_id_0> is gekomen. We kunnen niemand <extra_id_1> hebben alles gegeven, <extra_id_2> afloop van de halve finale","Spelers Oranje onthutst over verlies, maar ook trots - Van Gaal: zo dichtbij De spelers van het Nederlands elftal hebben zeer teleurgesteld gereageerd op de uitschakeling na penaltys tegen Argentini, maar zijn ook trots dat Oranje dit tegenstander is gekomen. We kunnen niemand winnen. We hebben alles gegeven, maar na afloop van de halve finale","['WK zo ver', 'iets verwijten', 'we', 'zei Robben na']","['tegenstander', 'winnen. We', 'maar na']",9,15.0,1,"[0.8333333333333334, 0.8571428571428571, 1.0]",0.9
341,seq341-0,small,"Herdenkingsdienst Sharon begonnen, begrafenis volgt later vandaag De kist met daarin het lichaam van oud-premier Ariel Sharon wordt de herdenkingsdienst in het Isralische parlement (Knesset) ingedragen.  Foto Reuters / Ronen Zvulun In Isral is vanochtend de uitvaart van oud-premier Aril Sharon begonnen",Herdenkingsdienst Sharon <extra_id_0> later vandaag De kist met daarin het lichaam van oud-premier Ariel Sharon wordt de herdenkingsdienst in het Isralische parlement (Knesset) ingedragen. Foto Reuters / Ronen Zvulun In <extra_id_1> de uitvaart van oud-premier Aril Sharon begonnen,Herdenkingsdienst Sharon in parlement later vandaag De kist met daarin het lichaam van oud-premier Ariel Sharon wordt de herdenkingsdienst in het Isralische parlement (Knesset) ingedragen. Foto Reuters / Ronen Zvulun In het parlement is de uitvaart van oud-premier Aril Sharon begonnen,"['begonnen', 'begrafenis volgt', 'Isral is vanochtend']","['in parlement', 'het parlement is']",6,15.0,1,"[0.8333333333333334, 0.9375]",0.89
342,seq342-0,small,"Vuilverbrander in Chandigarh, India (Foto Reuters)Vuilverbrander in Chandigarh, India (Foto Reuters) Voor wetenschappers die niet twijfelen aan de invloed van kooldioxide op de opwarming van de aarde, is het wel eens vermoeiend om bij iedere publicatie geconfronteerd te worden met een stroom van bloggers die het versterkte broeikaseffect in twijfel trekken.  Mij valt op, als ik met wetenschappers spreek, dat de toonzetting van hun publicaties vaak omzichtig en rustig is, in vergelijking met de zorgen die ze hebben over de gevolgen van klimaatverandering","Vuilverbrander in Chandigarh, India (Foto Reuters)Vuilverbrander in Chandigarh, India (Foto Reuters) Voor wetenschappers die niet twijfelen aan de invloed van kooldioxide op de <extra_id_0> aarde, is het wel eens vermoeiend om bij iedere publicatie geconfronteerd <extra_id_1> een stroom van bloggers die het versterkte broeikaseffect in twijfel trekken. Mij valt op, als ik met wetenschappers spreek, dat <extra_id_2> hun publicaties vaak omzichtig en rustig is, in vergelijking met de zorgen die ze hebben over <extra_id_3> klimaatverandering","Vuilverbrander in Chandigarh, India (Foto Reuters)Vuilverbrander in Chandigarh, India (Foto Reuters) Voor wetenschappers die niet twijfelen aan de invloed van kooldioxide op de aarde en aarde, is het wel eens vermoeiend om bij iedere publicatie geconfronteerd te worden met een stroom van bloggers die het versterkte broeikaseffect in twijfel trekken. Mij valt op, als ik met wetenschappers spreek, dat het in hun publicaties vaak omzichtig en rustig is, in vergelijking met de zorgen die ze hebben over de klimaatverandering","['opwarming van de', 'te worden met', 'de toonzetting van', 'de gevolgen van']","['aarde en', 'te worden met', 'het in', 'de']",12,15.0,1,"[0.75, 0.0, 0.7777777777777778, 0.8666666666666667]",0.6
343,seq343-0,small,Moraaleconomen zijn weer populair De Nobelprijs voor de economie ging naar drie economen die onderzoek doen naar prijsvorming op de beurs.  Twee van hen hebben volstrekt tegengestelde theorien,Moraaleconomen zijn weer populair De Nobelprijs voor de economie ging naar drie <extra_id_0> naar prijsvorming op de beurs. Twee van hen hebben volstrekt tegengestelde theorien,Moraaleconomen zijn weer populair De Nobelprijs voor de economie ging naar drie landen naar prijsvorming op de beurs. Twee van hen hebben volstrekt tegengestelde theorien,['economen die onderzoek doen'],['landen'],4,15.0,1,[0.8518518518518519],0.85
345,seq345-0,small,Stop de Banken daagt ABN De actiegroep Stop de Banken heeft vanochtend ABN Amro voor de rechter gedaagd namens ruim 500 donateurs met een variabele hypotheek.  De actiegroep eist dat de bank de verdubbeling van ,Stop de Banken daagt ABN De actiegroep Stop de Banken heeft vanochtend ABN Amro voor de rechter gedaagd namens ruim 500 donateurs met een variabele <extra_id_0> eist dat <extra_id_1> de verdubbeling van,Stop de Banken daagt ABN De actiegroep Stop de Banken heeft vanochtend ABN Amro voor de rechter gedaagd namens ruim 500 donateurs met een variabele vergoeding. De actiegroep eist dat de actie de verdubbeling van,"['hypotheek. De actiegroep', 'de bank']","['vergoeding. De actiegroep', 'de actie']",5,15.0,1,"[0.36, 0.625]",0.49
346,seq346-0,small,Amsterdam mist allure Wat een begeerlijke baantjes bestaan er toch.  In de Thalys uit Parijs las ik in een Nederlandse krant over de 49-jarige Trevor Davies die zich twee weken als `cultureel commentator' heeft mogen vermaken in Amsterdam,Amsterdam mist allure Wat een begeerlijke baantjes bestaan er toch. In de Thalys uit Parijs las <extra_id_0> Nederlandse krant over de 49-jarige Trevor Davies die zich twee weken <extra_id_1> heeft mogen vermaken in Amsterdam,Amsterdam mist allure Wat een begeerlijke baantjes bestaan er toch. In de Thalys uit Parijs las ik in de Nederlandse krant over de 49-jarige Trevor Davies die zich twee weken lang heeft mogen vermaken in Amsterdam,"['ik in een', '""als `cultureel commentator\'""']","['ik in de', 'lang']",6,15.0,1,"[0.2222222222222222, 0.9310344827586207]",0.58
348,seq348-0,small,Democratie Ethiopi staat stil Het is deze week precies tien jaar geleden dat de opstandelingen van Meles Zenawi de macht veroverden in Ethiopi.  Er is weinig reden tot feestvreugde,Democratie Ethiopi staat stil Het is deze week precies tien jaar geleden dat de opstandelingen van Meles Zenawi de macht veroverden in Ethiopi. Er <extra_id_0> feestvreugde,Democratie Ethiopi staat stil Het is deze week precies tien jaar geleden dat de opstandelingen van Meles Zenawi de macht veroverden in Ethiopi. Er komt feestvreugde,['is weinig reden tot'],['komt'],4,15.0,1,[0.9473684210526315],0.95
349,seq349-0,small,"Zes-maands winst Zweedse SKF scherp omlaag De winst van het Zweedse concern SKF, de grootste fabrikant van kogellagers in de wereld, is in de eerste helft van dit jaar ","Zes-maands winst Zweedse SKF scherp omlaag De <extra_id_0> concern SKF, de grootste fabrikant van kogellagers in de wereld, is in de eerste helft van dit jaar","Zes-maands winst Zweedse SKF scherp omlaag De eerste concern SKF, de grootste fabrikant van kogellagers in de wereld, is in de eerste helft van dit jaar",['winst van het Zweedse'],['eerste'],4,15.0,1,[0.8571428571428571],0.86
350,seq350-0,small,"Brief van Huizinga over taximarkt schiet tekort Voor een taxichauffeur is het lucratiever toeristen uit te melken dan op prijs te concurreren.  Bind licenties aan personen en beperk het aantal, vinden Marcel Canoy en Broos Baanders",Brief van Huizinga over taximarkt schiet tekort Voor een taxichauffeur is het lucratiever toeristen uit te melken dan op prijs te concurreren. Bind licenties aan personen en beperk het <extra_id_0> Marcel <extra_id_1> Baanders,Brief van Huizinga over taximarkt schiet tekort Voor een taxichauffeur is het lucratiever toeristen uit te melken dan op prijs te concurreren. Bind licenties aan personen en beperk het aanbod. Marcel van Baanders,"['aantal', 'vinden', 'Canoy en Broos']","['aanbod.', 'van']",5,15.0,1,"[0.5714285714285714, 0.6666666666666666]",0.62
351,seq351-0,small,"In de verschillende torens zijn oude wapenuitrustingen martelwerktuigen en de echte kroonjuwelen te zien.  Beefeaters geven de rondleidingen, er zijn ","In de verschillende torens zijn oude wapenuitrustingen martelwerktuigen <extra_id_0> kroonjuwelen te zien. Beefeaters geven de rondleidingen, er zijn","In de verschillende torens zijn oude wapenuitrustingen martelwerktuigen en kroonjuwelen te zien. Beefeaters geven de rondleidingen, er zijn",['en de echte'],['en'],3,15.0,1,[0.8181818181818182],0.82
352,seq352-0,small,"Michel Houellebecq in 2010 Foto ANP Michel Houellebecq heeft de promotie van zijn nieuwe roman Soumission opgeschort, zo meldt De Standaard.  De Franse auteur was bevriend met de econoom Bernard Maris, een van de slachtoffers bij de aanslag in Parijs","Michel Houellebecq in 2010 Foto ANP Michel Houellebecq heeft de promotie van zijn nieuwe roman Soumission opgeschort, zo meldt <extra_id_0> Franse auteur was bevriend met de econoom Bernard Maris, <extra_id_1> slachtoffers bij de aanslag in Parijs","Michel Houellebecq in 2010 Foto ANP Michel Houellebecq heeft de promotie van zijn nieuwe roman Soumission opgeschort, zo meldt de krant. De Franse auteur was bevriend met de econoom Bernard Maris, een van de slachtoffers bij de aanslag in Parijs","['De Standaard. De', 'een van de']","['de krant. De', 'een van de']",6,15.0,1,"[0.5, 0.0]",0.25
354,seq354-0,small,Oezbeek veroordeeld tot levenslang voor aanslag Stockholm Rakhmat Akilov reed in april 2017 in op een groep voetgangers in de Zweedse hoofdstad.  Vijf mensen kwamen om het leven,Oezbeek veroordeeld tot levenslang voor aanslag Stockholm Rakhmat Akilov reed in <extra_id_0> een groep voetgangers in de Zweedse hoofdstad. Vijf mensen kwamen om het leven,Oezbeek veroordeeld tot levenslang voor aanslag Stockholm Rakhmat Akilov reed in oktober een groep voetgangers in de Zweedse hoofdstad. Vijf mensen kwamen om het leven,['april 2017 in op'],['oktober'],4,15.0,1,[1.0],1.0
355,seq355-0,small,"Geschil CDA en VVD over EU-uitbreiding Tussen coalitiepartners CDA en VVD is onenigheid ontstaan over een mogelijke Nederlandse blokkade tegen de toetreding in 2007 van Roemeni en Bulgarije tot de Europese Unie.  Het CDA wil de ratificatie van het desbetreffende toetredingsverdrag, die nog voor kerstmis dit jaar zou moeten plaatsvinden, uitstellen","Geschil CDA en VVD over EU-uitbreiding Tussen coalitiepartners CDA en VVD is onenigheid ontstaan over een mogelijke Nederlandse <extra_id_0> toetreding in 2007 van Roemeni en Bulgarije tot de Europese Unie. Het CDA <extra_id_1> ratificatie van het desbetreffende toetredingsverdrag, die nog voor <extra_id_2> zou moeten plaatsvinden, uitstellen","Geschil CDA en VVD over EU-uitbreiding Tussen coalitiepartners CDA en VVD is onenigheid ontstaan over een mogelijke Nederlandse EU-uitbreiding door de toetreding in 2007 van Roemeni en Bulgarije tot de Europese Unie. Het CDA wil de ratificatie van het desbetreffende toetredingsverdrag, die nog voor 2007 zou moeten plaatsvinden, uitstellen","['blokkade tegen de', 'wil de', 'kerstmis dit jaar']","['EU-uitbreiding door de', 'wil de', '2007']",8,15.0,1,"[0.7727272727272727, 0.0, 1.0]",0.59
356,seq356-0,small,ALS MOEDERS HUN KINDEREN LATEN STERVEN Death without Weeping.  The Violence of Everyday Life in Brazil door Nancy Scheper-Hughes 614 blz,ALS MOEDERS HUN KINDEREN LATEN STERVEN Death without Weeping. The Violence of Everyday <extra_id_0> door Nancy Scheper-Hughes 614 blz,ALS MOEDERS HUN KINDEREN LATEN STERVEN Death without Weeping. The Violence of Everyday Life door Nancy Scheper-Hughes 614 blz,['Life in Brazil'],['Life'],3,15.0,1,[0.7142857142857143],0.71
357,seq357-0,small,"""We moeten anarchie in het onderwijs tolereren'; Kamerleden moeten tien jaar lang hun mond houden, vindt voorzitter Gevers van UvA Na het uitbrengen van haar advies over de toekomst van het leraarschap, is de commissie Van Es met haar rapport de boer op gegaan.  Gisteren organiseerde ze een conferentie in Den Haag, met onder meer minister Ritzen (onderwijs), premier Lubbers, voorzitter Rinnooy Kan van het VNO, en vice-voorzitter Adelmund van het FNV","""We moeten anarchie in het onderwijs tolereren'; Kamerleden moeten tien jaar lang hun mond <extra_id_0> Gevers van UvA Na het uitbrengen van haar advies over de toekomst van het leraarschap, is de commissie Van Es met haar rapport de boer op gegaan. Gisteren organiseerde ze een conferentie in <extra_id_1> onder meer minister Ritzen (onderwijs), premier Lubbers, <extra_id_2> Kan van het VNO, en vice-voorzitter Adelmund <extra_id_3>","""We moeten anarchie in het onderwijs tolereren'; Kamerleden moeten tien jaar lang hun mond houden Gevers van UvA Na het uitbrengen van haar advies over de toekomst van het leraarschap, is de commissie Van Es met haar rapport de boer op gegaan. Gisteren organiseerde ze een conferentie in het kader van onder meer minister Ritzen (onderwijs), premier Lubbers, minister Kan van het VNO, en vice-voorzitter Adelmund","['houden', 'vindt voorzitter', 'Den Haag', 'met', 'voorzitter Rinnooy', 'van het FNV']","['houden', 'het kader van', 'minister', '']",11,15.0,1,"[0.0, 0.875, 0.875, 1.0]",0.69
358,seq358-0,small,"Abu Dhabi schiet Dubai te hulp An Emirati man follows the stock market activity at the Dubai Financial Market in the Gulf emirate on December 14, 2009.  Dubai's stock market rose 10","Abu Dhabi schiet Dubai te hulp An Emirati man follows the stock market activity at the Dubai Financial Market in the Gulf emirate on December 14, <extra_id_0> stock <extra_id_1>","Abu Dhabi schiet Dubai te hulp An Emirati man follows the stock market activity at the Dubai Financial Market in the Gulf emirate on December 14, 2018. Dubai stock market","['""2009. Dubai\'s""', 'market rose 10']","['2018. Dubai', 'market']",5,15.0,1,"[0.4, 0.5714285714285714]",0.49
361,seq361-0,small,"Er woedt een grote schoonmaak onder besloten vastgoedfondsen, bleek vorige week.  Eenentwintig grote aanbieders, waaronder Bouwfonds REIM en Annexum, hebben gezamenlijk normen opgesteld voor een deugdelijke bedrijfsvoering, en laten prospectussen voor nieuwe fondsen toetsen door een onafhankelijke stichting","Er woedt een grote schoonmaak onder besloten vastgoedfondsen, bleek vorige week. Eenentwintig grote aanbieders, waaronder <extra_id_0> Annexum, hebben gezamenlijk normen opgesteld voor een deugdelijke bedrijfsvoering, en laten prospectussen voor nieuwe <extra_id_1> een onafhankelijke stichting","Er woedt een grote schoonmaak onder besloten vastgoedfondsen, bleek vorige week. Eenentwintig grote aanbieders, waaronder Airbnb en Annexum, hebben gezamenlijk normen opgesteld voor een deugdelijke bedrijfsvoering, en laten prospectussen voor nieuwe woningen. Airbnb is een onafhankelijke stichting","['Bouwfonds REIM en', 'fondsen toetsen door']","['Airbnb en', 'woningen. Airbnb is']",6,15.0,1,"[0.7647058823529411, 0.8]",0.78
362,seq362-0,small,"Werkgevers wijzen nullijn voor 1995 af DEN HAAG, 26 APRIL.  Het Nederlands Christelijk Werkgeversverbond (NCW) wijst een centraal akkoord met de vakbeweging over een nullijn voor 1995 af","Werkgevers wijzen nullijn voor 1995 af DEN HAAG, 26 APRIL. <extra_id_0> (NCW) wijst een centraal akkoord met de vakbeweging over een nullijn voor 1995 af","Werkgevers wijzen nullijn voor 1995 af DEN HAAG, 26 APRIL. De Nederlandse Werkgeversorganisatie (NCW) wijst een centraal akkoord met de vakbeweging over een nullijn voor 1995 af",['Het Nederlands Christelijk Werkgeversverbond'],['De Nederlandse Werkgeversorganisatie'],4,15.0,1,[0.5227272727272727],0.52
363,seq363-0,small,"Herontdekking van de wereld Voor de publieke omroep is het misschien een idee eens een documentaire aan de eerste oliecrisis te wijden, en aan de eerste autoloze zondag in de vaderlandse geschiedenis, op 4 november 1973 en de verwikkelingen die daaraan vooraf gingen en die erop volgden.  Waarom","Herontdekking van de wereld Voor de publieke omroep is het misschien een idee eens een documentaire aan de eerste oliecrisis te wijden, en aan de eerste autoloze <extra_id_0> geschiedenis, op 4 november 1973 en <extra_id_1> daaraan vooraf gingen en die erop volgden. Waarom","Herontdekking van de wereld Voor de publieke omroep is het misschien een idee eens een documentaire aan de eerste oliecrisis te wijden, en aan de eerste autoloze politieke geschiedenis, op 4 november 1973 en de plannen die daaraan vooraf gingen en die erop volgden. Waarom","['zondag in de vaderlandse', 'de verwikkelingen die']","['politieke', 'de plannen die']",7,15.0,1,"[0.8333333333333334, 0.47619047619047616]",0.65
