,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
312,seq312-0,large,Dat blijkt uit een brief die minister Ard van der Steur van Veiligheid en Justitie dinsdag naar de Tweede Kamer heeft gestuurd.  Eind februari meldde NRC dat het ministerie twee consultants tussen 2012 en 2014 inhuurde via het bureau Boer en Croon,Dat blijkt uit een brief die minister Ard van der Steur van Veiligheid en Justitie dinsdag naar <extra_id_0> heeft gestuurd. Eind februari meldde NRC dat het ministerie twee consultants tussen 2012 en 2014 inhuurde via <extra_id_1> en Croon,Dat blijkt uit een brief die minister Ard van der Steur van Veiligheid en Justitie dinsdag naar de consultants heeft gestuurd. Eind februari meldde NRC dat het ministerie twee consultants tussen 2012 en 2014 inhuurde via de consultants van de consultants van de stichtingen Zwart en Croon,"['de Tweede Kamer', 'het bureau Boer']","['de consultants', 'de consultants van de consultants van de stichtingen Zwart']",6,15,1,"[0.7333333333333333, 0.8620689655172413]",0.8
313,seq313-0,large,"Uit innerlijke bron Joanna Newsom is niet alleen harpiste, maar ook uitvinder.  Haar liedjes vinden steeds nieuwe structuren","Uit innerlijke bron Joanna Newsom is niet alleen harpiste, maar ook uitvinder. Haar <extra_id_0> nieuwe structuren","Uit innerlijke bron Joanna Newsom is niet alleen harpiste, maar ook uitvinder. Haar passie voor nieuwe structuren",['liedjes vinden steeds'],['passie voor'],3,15,1,[0.8095238095238095],0.81
314,seq314-0,large,Elektrische auto rijdt straks op benzine Shell en Daimler-Benz tekenden gisteren een overeenkomst tot samenwerking om een 'auto van de toekomst' te ontwikkelen.  Het resultaat zal zijn dat ook elektrische auto's op benzine rijden,Elektrische auto rijdt straks op benzine Shell en Daimler-Benz tekenden <extra_id_0> tot samenwerking om een 'auto van de toekomst' te ontwikkelen. Het resultaat zal zijn dat ook elektrische auto's op <extra_id_1>,Elektrische auto rijdt straks op benzine Shell en Daimler-Benz tekenden een overeenkomst tot samenwerking om een 'auto van de toekomst' te ontwikkelen. Het resultaat zal zijn dat ook elektrische auto's op benzine rijden.,"['gisteren een overeenkomst', 'benzine rijden']","['een overeenkomst', 'rijden.']",5,15,1,"[0.36, 0.6428571428571429]",0.5
315,seq315-0,large,Met de kandidatuur van Lodewijk Asscher in aantocht is het goed even terug te gaan naar de recente relatie van de PvdA met het archetype van de comeback kid.  Het is geen geheim dat Diederik Samsom de komende lijsttrekkersverkiezingen als comeback kid van Asscher hoopt te winnen,Met de kandidatuur van Lodewijk Asscher in <extra_id_0> goed even terug te gaan naar de recente relatie van de PvdA met <extra_id_1> comeback kid. Het is geen geheim dat Diederik Samsom de komende lijsttrekkersverkiezingen als comeback kid van Asscher hoopt te winnen,Met de kandidatuur van Lodewijk Asscher in het achterhoofd is het goed even terug te gaan naar de recente relatie van de PvdA met de comeback kid. Het is geen geheim dat Diederik Samsom de komende lijsttrekkersverkiezingen als comeback kid van Asscher hoopt te winnen,"['aantocht is het', 'het archetype van de']","['het achterhoofd is het', 'de']",7,15,1,"[0.5454545454545454, 0.9]",0.72
316,seq316-0,large,"Zo beindig je zonder geweld de bedreiging van Noord-Korea Beeldredacteur Arjan de Jongh tipt een stuk over Kim Jong-Un.  Stop met zeggen dat er geen goede opties zijn voor Noord-Korea, schrijft Politico","<extra_id_0> zonder geweld de bedreiging van Noord-Korea Beeldredacteur Arjan de <extra_id_1> een stuk over Kim Jong-Un. Stop met zeggen dat er geen goede opties zijn voor Noord-Korea, schrijft Politico","moet zonder geweld de bedreiging van Noord-Korea Beeldredacteur Arjan de Jong schreef een stuk over Kim Jong-Un. Stop met zeggen dat er geen goede opties zijn voor Noord-Korea, schrijft Politico","['Zo beindig je', 'Jongh tipt']","['moet', 'Jong schreef']",5,15,1,"[0.8461538461538461, 0.6666666666666666]",0.76
317,seq317-0,large,"NS-conducteur aangevallen met mes door zwartrijdster AMSTERDAM, 3 JAN.  Een conducteur van de NS is gisteravond in de trein van Utrecht naar Amsterdam gewond geraakt toen een 21-jarige vrouw zonder geldig plaatsbewijs hem met een mes aanviel","NS-conducteur aangevallen met mes door zwartrijdster AMSTERDAM, 3 JAN. Een conducteur van de <extra_id_0> in de trein van Utrecht naar Amsterdam gewond <extra_id_1> 21-jarige vrouw zonder geldig plaatsbewijs hem met een mes aanviel","NS-conducteur aangevallen met mes door zwartrijdster AMSTERDAM, 3 JAN. Een conducteur van de NS is in de trein van Utrecht naar Amsterdam gewond geraakt toen een 21-jarige vrouw zonder geldig plaatsbewijs hem met een mes aanviel","['NS is gisteravond', 'geraakt toen een']","['NS is', 'geraakt toen een']",6,15,1,"[0.7058823529411765, 0.0]",0.35
318,seq318-0,large,Franois Fillon tijdens een campagnebijeenkomst in Aubervilliers.  Foto: Philippe Wojazer / Reuters Franois Fillon houdt vast aan zijn kandidatuur voor de Franse presidentsverkiezingen,Franois Fillon tijdens een campagnebijeenkomst in Aubervilliers. Foto: <extra_id_0> Reuters Franois Fillon houdt vast aan zijn kandidatuur voor de Franse presidentsverkiezingen,Franois Fillon tijdens een campagnebijeenkomst in Aubervilliers. Foto: Philippe Wojazer / Reuters Franois Fillon houdt vast aan zijn kandidatuur voor de Franse presidentsverkiezingen,['Philippe Wojazer /'],['Philippe Wojazer /'],3,15,1,[0.0],0.0
319,seq319-0,large,"Vroeger was het geen probleem Veel partijen waren altijd voor registratie, om minder-heden aan een baan te helpen.  De PVV wil het middel nu gebruiken om de orde te handhaven","Vroeger was het geen probleem Veel partijen waren altijd voor registratie, om <extra_id_0> te helpen. De PVV wil het middel nu gebruiken om de orde te handhaven","Vroeger was het geen probleem Veel partijen waren altijd voor registratie, om de orde te helpen. De PVV wil het middel nu gebruiken om de orde te handhaven",['minder-heden aan een baan'],['de orde'],4,15,1,[0.84],0.84
320,seq320-0,large,"Een luchtfoto van de Nepalese plaats Sindhupalchwok, verwoest door de aardbeving.  Foto EPA / Narendra Shrestha Naar schatting hebben 2,8 miljoen Nepalezen hun huizen verlaten na de aardbeving van afgelopen zaterdag","Een luchtfoto van de Nepalese plaats Sindhupalchwok, verwoest door de aardbeving. Foto EPA / Narendra Shrestha Naar schatting hebben 2,8 miljoen Nepalezen hun huizen <extra_id_0> aardbeving van <extra_id_1>","Een luchtfoto van de Nepalese plaats Sindhupalchwok, verwoest door de aardbeving. Foto EPA / Narendra Shrestha Naar schatting hebben 2,8 miljoen Nepalezen hun huizen verloren door de aardbeving van","['verlaten na de', 'afgelopen zaterdag']","['verloren door de', '']",5,15,1,"[0.375, 1.0]",0.69
321,seq321-0,large,"Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur.  Ze staat bekend als bekwaam n omstreden","Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur. Ze staat bekend <extra_id_0> omstreden","Gina Haspel Het Amerikaanse Congres hoort woensdag Gina Haspel, beoogd CIA-directeur. Ze staat bekend als omstreden",['als bekwaam n'],['als'],3,15,1,[0.7692307692307693],0.77
322,seq322-0,large,PSVers Strootman (links) en Wijnaldum na de 2-0 van ploeggenoot Matavz (niet zichtbaar).  Geheel links Twente-keeper Boschker,PSVers Strootman (links) en Wijnaldum <extra_id_0> van ploeggenoot Matavz (niet zichtbaar). Geheel links Twente-keeper Boschker,PSVers Strootman (links) en Wijnaldum winnen van ploeggenoot Matavz (niet zichtbaar). Geheel links Twente-keeper Boschker,['na de 2-0'],['winnen'],3,15,1,[0.8888888888888888],0.89
323,seq323-0,large,"Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee.  Dat heeft premier Balkenende gisteren gezegd na afloop van de wekelijkse ministerraad","Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee. Dat <extra_id_0> gezegd na afloop <extra_id_1> ministerraad","Balkenende wil moskee aanpakken Pas wanneer het openbaar ministerie de El Tawheed-moskee niet blijkt strafrechtelijk te kunnen vervolgen, wil het kabinet denken aan mogelijke wetswijzigingen die zouden kunnen leiden tot maatregelen tegen deze moskee. Dat heeft Balkenende gezegd na afloop van de ministerraad","['heeft premier Balkenende gisteren', 'van de wekelijkse']","['heeft Balkenende', 'van de']",7,15,1,"[0.5151515151515151, 0.6470588235294118]",0.58
324,seq324-0,large,"Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen.  De twee zijn consulenten van de Drentse Stichting De Einder Noord, die informatie en begeleiding biedt aan mensen die een einde aan hun leven willen maken",Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen. De twee zijn <extra_id_0> Drentse Stichting De <extra_id_1> informatie en begeleiding biedt aan <extra_id_2> einde aan hun leven willen maken,"Arrestaties: hulp zelfmoord Een 58-jarige man uit het Drentse Nieuw Annerveen en een 77-jarige vrouw zijn aangehouden op verdenking van levensberoving op verzoek en hulp bij zelfdoding van een 81-jarige vrouw uit Groningen. De twee zijn werkzaam voor de Drentse Stichting De Vrije, die informatie en begeleiding biedt aan mensen die een einde aan hun leven willen maken","['consulenten van de', 'Einder Noord', 'die', 'mensen die een']","['werkzaam voor de', 'Vrije, die', 'mensen die een']",9,15,1,"[0.7777777777777778, 0.8333333333333334, 0.7857142857142857]",0.8
325,seq325-0,large,"Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009.  Foto ANP Paarlberg werd in 2010 al veroordeeld vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en voor valsheid in geschrifte, belastingfraude en oplichting","Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009. Foto ANP Paarlberg werd <extra_id_0> vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en <extra_id_1> geschrifte, belastingfraude en oplichting","Jan-Dirk Paarlberg (links) vlak voor een zitting bij de Amsterdamse rechtbank in 2009. Foto ANP Paarlberg werd veroordeeld vanwege het witwassen van de ruim 17 miljoen euro die door Willem Holleeder was afgeperst van vastgoedhandelaar Willem Endstra en vanwege geschrifte, belastingfraude en oplichting","['in 2010 al veroordeeld', 'voor valsheid in']","['veroordeeld', 'vanwege']",7,15,1,"[0.5, 0.8125]",0.66
326,seq326-0,large,"'De pers wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 OKT.  Het beeldje staat op de vensterbank, achter de gordijnen","<extra_id_0> wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 <extra_id_1> staat op de vensterbank, achter de gordijnen","'Ze wilde van ons af en kijk, dat is haar uiteindelijk goed gelukt'; Korpschef Wiarda over IRT-affaire en zijn transfer UTRECHT, 12 AUG. - Hij staat op de vensterbank, achter de gordijnen","['""\'De pers""', 'OKT. Het beeldje']","[""'Ze"", 'AUG. - Hij']",5,15,1,"[0.8, 0.75]",0.78
327,seq327-0,large,"Rotterdam.  Twee mannen bereiden een claim voor tegen de katholieke kerk, vanwege seksueel misbruik in een jongensinternaat",Rotterdam. Twee mannen bereiden een claim voor tegen de katholieke <extra_id_0> misbruik in een jongensinternaat,Rotterdam. Twee mannen bereiden een claim voor tegen de katholieke curiae forensis voor misbruik in een jongensinternaat,"['kerk', 'vanwege seksueel']",['curiae forensis voor'],3,15,1,[0.9],0.9
329,seq329-0,large,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van Odn von Horvth door Stichting Theater het Amsterdamse Bos.  Vertaling en bewerking: Frances Sanders en Martine Vosmaer,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van <extra_id_0> Stichting Theater het Amsterdamse Bos. Vertaling en bewerking: Frances Sanders en Martine Vosmaer,Vrolijke Figaro in gonzend Amsterdamse Bos Voorstelling: De scheiding van Figaro van Olivier de Chateaubriand door Stichting Theater het Amsterdamse Bos. Vertaling en bewerking: Frances Sanders en Martine Vosmaer,['Odn von Horvth door'],['Olivier de Chateaubriand door'],4,15,1,[0.6896551724137931],0.69
330,seq330-0,large,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange verzet zich bij hof tegen ,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange <extra_id_0> hof tegen,In het bericht over Julian Assanges verzet tegen uitwijzing naar Zweden (Assange spreekt hof tegen,['verzet zich bij'],['spreekt'],3,15,1,[0.8666666666666667],0.87
331,seq331-0,large,"Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART.  Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, onder wie de boordwerktuigkundige Ron Arad, wiens vliegtuig in 1986 boven Libanon werd neergeschoten","Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART. Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, <extra_id_0> boordwerktuigkundige Ron Arad, <extra_id_1> boven Libanon werd neergeschoten","Hooggerechtshof wijst beroep Libanezen af; Israel gijzelt al sinds jaren 21 Libanezen TEL AVIV, 5 MAART. Israel houdt al jaren 21 Libanezen vast als onderpand voor een eventuele uitwisseling tegen Israelische gevangenen, waaronder de boordwerktuigkundige Ron Arad, die in juni boven Libanon werd neergeschoten","['onder wie de', 'wiens vliegtuig in 1986']","['waaronder de', 'die in juni']",7,15,1,"[0.6666666666666666, 0.7391304347826086]",0.7
332,seq332-0,large,`Ethiopi drong ons de oorlog op' De Eritrese president Issayas Aferworki is vandaag op bezoek in Nederland.  De in eigen land uiterst populaire politicus is tevens een sluw militair,`Ethiopi drong ons de oorlog op' <extra_id_0> Aferworki is vandaag op bezoek in Nederland. De in eigen land uiterst populaire politicus is tevens een sluw militair,`Ethiopi drong ons de oorlog op' Aferworki is vandaag op bezoek in Nederland. De in eigen land uiterst populaire politicus is tevens een sluw militair,['De Eritrese president Issayas'],[''],4,15,1,[1.0],1.0
333,seq333-0,large,"Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen.  Zo wil hij notoire verkeersovertreders hun rijbewijs sneller afnemen","Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen. Zo <extra_id_0> verkeersovertreders hun <extra_id_1> afnemen","Harde aanpak overtredingen in verkeer Om het aantal verkeersdoden en -gewonden terug te dringen, treft minister Eurlings (Verkeer en Waterstaat, CDA) nieuwe maatregelen. Zo moeten verkeersovertreders hun snelheid afnemen","['wil hij notoire', 'rijbewijs sneller']","['moeten', 'snelheid']",5,15,1,"[0.9333333333333333, 0.7647058823529411]",0.85
334,seq334-0,large,"Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL.  Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar een winst geboekt van 30,1 miljoen gulden","Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL. Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar <extra_id_0> 30,1 miljoen gulden","Internatio-Mller uit de rode cijfers ROTTERDAM, 17 APRIL. Het transport-, installatie- en handelsconcern Internatio-Mller heeft het afgelopen jaar een omzet van 30,1 miljoen gulden",['een winst geboekt van'],['een omzet van'],4,15,1,[0.5238095238095238],0.52
335,seq335-0,large,"De surseance van Wassenaar Nu de inflatie toeneemt naar 4,5 procent en de looneisen verder stijgen, dreigt Nederland terecht te komen in een loon-prijsspiraal.  Wie vraagt het faillissement aan voor het Akkoord van Wassenaar dat aan de basis loonmatiging","De surseance van <extra_id_0> inflatie toeneemt naar 4,5 procent en de looneisen verder <extra_id_1> terecht te komen in een loon-prijsspiraal. Wie vraagt het faillissement aan voor het Akkoord van Wassenaar dat aan de basis loonmatiging","De surseance van betaling als de inflatie toeneemt naar 4,5 procent en de looneisen verder stijgen om terecht te komen in een loon-prijsspiraal. Wie vraagt het faillissement aan voor het Akkoord van Wassenaar dat aan de basis loonmatiging","['Wassenaar Nu de', 'stijgen', 'dreigt Nederland']","['betaling als de', 'stijgen om']",6,15,1,"[0.8, 0.3]",0.55
339,seq339-0,large,"Inkomsten van loodsen voorlopig niet omhoog DEN HAAG, 16 APRIL.  De loodsen zullen in de komende drie jaren vooralsnog geen jaarlijkse loon- en prijsstijging krijgen van anderhalf procent","Inkomsten van loodsen voorlopig niet omhoog DEN HAAG, 16 APRIL. De loodsen zullen in de komende drie jaren vooralsnog geen jaarlijkse loon- en <extra_id_0> procent","Inkomsten van loodsen voorlopig niet omhoog DEN HAAG, 16 APRIL. De loodsen zullen in de komende drie jaren vooralsnog geen jaarlijkse loon- en - 0,25 procent",['prijsstijging krijgen van anderhalf'],"['- 0,25']",4,15,1,[0.9714285714285714],0.97
340,seq340-0,large,"Spelers Oranje onthutst over verlies, maar ook trots - Van Gaal: zo dichtbij De spelers van het Nederlands elftal hebben zeer teleurgesteld gereageerd op de uitschakeling na penaltys tegen Argentini, maar zijn ook trots dat Oranje dit WK zo ver is gekomen.  We kunnen niemand iets verwijten, we hebben alles gegeven, zei Robben na afloop van de halve finale","Spelers Oranje onthutst over verlies, maar ook trots - Van Gaal: zo dichtbij De spelers van het Nederlands elftal hebben zeer teleurgesteld gereageerd op de uitschakeling na penaltys tegen Argentini, maar zijn ook trots dat Oranje dit <extra_id_0> is gekomen. We kunnen niemand <extra_id_1> hebben alles gegeven, <extra_id_2> afloop van de halve finale","Spelers Oranje onthutst over verlies, maar ook trots - Van Gaal: zo dichtbij De spelers van het Nederlands elftal hebben zeer teleurgesteld gereageerd op de uitschakeling na penaltys tegen Argentini, maar zijn ook trots dat Oranje dit keer tot een einde is gekomen. We kunnen niemand verwijten. We hebben alles gegeven, zei Van Gaal na afloop van de halve finale","['WK zo ver', 'iets verwijten', 'we', 'zei Robben na']","['keer tot een einde', 'verwijten. We', 'zei Van Gaal na']",9,15,1,"[0.7777777777777778, 0.6428571428571429, 0.9333333333333333]",0.78
341,seq341-0,large,"Herdenkingsdienst Sharon begonnen, begrafenis volgt later vandaag De kist met daarin het lichaam van oud-premier Ariel Sharon wordt de herdenkingsdienst in het Isralische parlement (Knesset) ingedragen.  Foto Reuters / Ronen Zvulun In Isral is vanochtend de uitvaart van oud-premier Aril Sharon begonnen",Herdenkingsdienst Sharon <extra_id_0> later vandaag De kist met daarin het lichaam van oud-premier Ariel Sharon wordt de herdenkingsdienst in het Isralische parlement (Knesset) ingedragen. Foto Reuters / Ronen Zvulun In <extra_id_1> de uitvaart van oud-premier Aril Sharon begonnen,Herdenkingsdienst Sharon begint later vandaag De kist met daarin het lichaam van oud-premier Ariel Sharon wordt de herdenkingsdienst in het Isralische parlement (Knesset) ingedragen. Foto Reuters / Ronen Zvulun In Israël is de uitvaart van oud-premier Aril Sharon begonnen,"['begonnen', 'begrafenis volgt', 'Isral is vanochtend']","['begint', 'Israël is']",6,15,1,"[0.5, 0.75]",0.62
342,seq342-0,large,"Vuilverbrander in Chandigarh, India (Foto Reuters)Vuilverbrander in Chandigarh, India (Foto Reuters) Voor wetenschappers die niet twijfelen aan de invloed van kooldioxide op de opwarming van de aarde, is het wel eens vermoeiend om bij iedere publicatie geconfronteerd te worden met een stroom van bloggers die het versterkte broeikaseffect in twijfel trekken.  Mij valt op, als ik met wetenschappers spreek, dat de toonzetting van hun publicaties vaak omzichtig en rustig is, in vergelijking met de zorgen die ze hebben over de gevolgen van klimaatverandering","Vuilverbrander in Chandigarh, India (Foto Reuters)Vuilverbrander in Chandigarh, India (Foto Reuters) Voor wetenschappers die niet twijfelen aan de invloed van kooldioxide op de <extra_id_0> aarde, is het wel eens vermoeiend om bij iedere publicatie geconfronteerd <extra_id_1> een stroom van bloggers die het versterkte broeikaseffect in twijfel trekken. Mij valt op, als ik met wetenschappers spreek, dat <extra_id_2> hun publicaties vaak omzichtig en rustig is, in vergelijking met de zorgen die ze hebben over <extra_id_3> klimaatverandering","Vuilverbrander in Chandigarh, India (Foto Reuters)Vuilverbrander in Chandigarh, India (Foto Reuters) Voor wetenschappers die niet twijfelen aan de invloed van kooldioxide op de klimaatverandering op aarde, is het wel eens vermoeiend om bij iedere publicatie geconfronteerd te worden met een stroom van bloggers die het versterkte broeikaseffect in twijfel trekken. Mij valt op, als ik met wetenschappers spreek, dat de inhoud van hun publicaties vaak omzichtig en rustig is, in vergelijking met de zorgen die ze hebben over de gevolgen van klimaatverandering","['opwarming van de', 'te worden met', 'de toonzetting van', 'de gevolgen van']","['klimaatverandering op', 'te worden met', 'de inhoud van', 'de gevolgen van']",12,15,1,"[0.8095238095238095, 0.0, 0.5555555555555556, 0.0]",0.34
343,seq343-0,large,Moraaleconomen zijn weer populair De Nobelprijs voor de economie ging naar drie economen die onderzoek doen naar prijsvorming op de beurs.  Twee van hen hebben volstrekt tegengestelde theorien,Moraaleconomen zijn weer populair De Nobelprijs voor de economie ging naar drie <extra_id_0> naar prijsvorming op de beurs. Twee van hen hebben volstrekt tegengestelde theorien,Moraaleconomen zijn weer populair De Nobelprijs voor de economie ging naar drie economisten die hebben gekeken naar prijsvorming op de beurs. Twee van hen hebben volstrekt tegengestelde theorien,['economen die onderzoek doen'],['economisten die hebben gekeken'],4,15,1,[0.43333333333333335],0.43
345,seq345-0,large,Stop de Banken daagt ABN De actiegroep Stop de Banken heeft vanochtend ABN Amro voor de rechter gedaagd namens ruim 500 donateurs met een variabele hypotheek.  De actiegroep eist dat de bank de verdubbeling van ,Stop de Banken daagt ABN De actiegroep Stop de Banken heeft vanochtend ABN Amro voor de rechter gedaagd namens ruim 500 donateurs met een variabele <extra_id_0> eist dat <extra_id_1> de verdubbeling van,Stop de Banken daagt ABN De actiegroep Stop de Banken heeft vanochtend ABN Amro voor de rechter gedaagd namens ruim 500 donateurs met een variabele bijdrage. De groep eist dat ABN de verdubbeling van,"['hypotheek. De actiegroep', 'de bank']","['bijdrage. De groep', 'ABN']",5,15,1,"[0.5416666666666666, 1.0]",0.77
346,seq346-0,large,Amsterdam mist allure Wat een begeerlijke baantjes bestaan er toch.  In de Thalys uit Parijs las ik in een Nederlandse krant over de 49-jarige Trevor Davies die zich twee weken als `cultureel commentator' heeft mogen vermaken in Amsterdam,Amsterdam mist allure Wat een begeerlijke baantjes bestaan er toch. In de Thalys uit Parijs las <extra_id_0> Nederlandse krant over de 49-jarige Trevor Davies die zich twee weken <extra_id_1> heeft mogen vermaken in Amsterdam,Amsterdam mist allure Wat een begeerlijke baantjes bestaan er toch. In de Thalys uit Parijs las ik een Nederlandse krant over de 49-jarige Trevor Davies die zich twee weken lang heeft mogen vermaken in Amsterdam,"['ik in een', '""als `cultureel commentator\'""']","['ik een', 'lang']",6,15,1,"[0.3333333333333333, 0.9310344827586207]",0.63
348,seq348-0,large,Democratie Ethiopi staat stil Het is deze week precies tien jaar geleden dat de opstandelingen van Meles Zenawi de macht veroverden in Ethiopi.  Er is weinig reden tot feestvreugde,Democratie Ethiopi staat stil Het is deze week precies tien jaar geleden dat de opstandelingen van Meles Zenawi de macht veroverden in Ethiopi. Er <extra_id_0> feestvreugde,Democratie Ethiopi staat stil Het is deze week precies tien jaar geleden dat de opstandelingen van Meles Zenawi de macht veroverden in Ethiopi. Er is geen feestvreugde,['is weinig reden tot'],['is geen'],4,15,1,[0.631578947368421],0.63
349,seq349-0,large,"Zes-maands winst Zweedse SKF scherp omlaag De winst van het Zweedse concern SKF, de grootste fabrikant van kogellagers in de wereld, is in de eerste helft van dit jaar ","Zes-maands winst Zweedse SKF scherp omlaag De <extra_id_0> concern SKF, de grootste fabrikant van kogellagers in de wereld, is in de eerste helft van dit jaar","Zes-maands winst Zweedse SKF scherp omlaag De winst van het Zweedse concern SKF, de grootste fabrikant van kogellagers in de wereld, is in de eerste helft van dit jaar",['winst van het Zweedse'],['winst van het Zweedse'],4,15,1,[0.0],0.0
350,seq350-0,large,"Brief van Huizinga over taximarkt schiet tekort Voor een taxichauffeur is het lucratiever toeristen uit te melken dan op prijs te concurreren.  Bind licenties aan personen en beperk het aantal, vinden Marcel Canoy en Broos Baanders",Brief van Huizinga over taximarkt schiet tekort Voor een taxichauffeur is het lucratiever toeristen uit te melken dan op prijs te concurreren. Bind licenties aan personen en beperk het <extra_id_0> Marcel <extra_id_1> Baanders,Brief van Huizinga over taximarkt schiet tekort Voor een taxichauffeur is het lucratiever toeristen uit te melken dan op prijs te concurreren. Bind licenties aan personen en beperk het aantal ritten. Marcel Baanders,"['aantal', 'vinden', 'Canoy en Broos']","['aantal ritten.', '']",5,15,1,"[0.5714285714285714, 1.0]",0.79
351,seq351-0,large,"In de verschillende torens zijn oude wapenuitrustingen martelwerktuigen en de echte kroonjuwelen te zien.  Beefeaters geven de rondleidingen, er zijn ","In de verschillende torens zijn oude wapenuitrustingen martelwerktuigen <extra_id_0> kroonjuwelen te zien. Beefeaters geven de rondleidingen, er zijn","In de verschillende torens zijn oude wapenuitrustingen martelwerktuigen en kroonjuwelen te zien. Beefeaters geven de rondleidingen, er zijn",['en de echte'],['en'],3,15,1,[0.8181818181818182],0.82
352,seq352-0,large,"Michel Houellebecq in 2010 Foto ANP Michel Houellebecq heeft de promotie van zijn nieuwe roman Soumission opgeschort, zo meldt De Standaard.  De Franse auteur was bevriend met de econoom Bernard Maris, een van de slachtoffers bij de aanslag in Parijs","Michel Houellebecq in 2010 Foto ANP Michel Houellebecq heeft de promotie van zijn nieuwe roman Soumission opgeschort, zo meldt <extra_id_0> Franse auteur was bevriend met de econoom Bernard Maris, <extra_id_1> slachtoffers bij de aanslag in Parijs","Michel Houellebecq in 2010 Foto ANP Michel Houellebecq heeft de promotie van zijn nieuwe roman Soumission opgeschort, zo meldt het ANP. De Franse auteur was bevriend met de econoom Bernard Maris, een van de slachtoffers bij de aanslag in Parijs","['De Standaard. De', 'een van de']","['het ANP. De', 'een van de']",6,15,1,"[0.625, 0.0]",0.31
354,seq354-0,large,Oezbeek veroordeeld tot levenslang voor aanslag Stockholm Rakhmat Akilov reed in april 2017 in op een groep voetgangers in de Zweedse hoofdstad.  Vijf mensen kwamen om het leven,Oezbeek veroordeeld tot levenslang voor aanslag Stockholm Rakhmat Akilov reed in <extra_id_0> een groep voetgangers in de Zweedse hoofdstad. Vijf mensen kwamen om het leven,Oezbeek veroordeeld tot levenslang voor aanslag Stockholm Rakhmat Akilov reed in mei 2016 een auto in tegen een groep voetgangers in de Zweedse hoofdstad. Vijf mensen kwamen om het leven,['april 2017 in op'],['mei 2016 een auto in tegen'],4,15,1,[0.7307692307692307],0.73
