Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq316-0,base,"een indringende en ten slotte aangrijpende vertelling over de botsing van culturen, morele oordelen en familieverhoudingen.","een indringende <extra_id_0> slotte aangrijpende vertelling over de botsing van culturen, morele oordelen en familieverhoudingen.","een indringende en slotte aangrijpende vertelling over de botsing van culturen, morele oordelen en familieverhoudingen.",['en ten'],['en'],2,6,[0.6666666666666666],0.67
seq317-0,base,"United 93 (Paul Greengrass). De Brit Paul Greengrass ontvouwt het verhaal van het vierde vliegtuig van 11 september 2001, dat in Pennsylvania neerstortte. De film ademt in alles uit de werkelijkheid","United 93 (Paul Greengrass). De Brit Paul Greengrass ontvouwt het verhaal van <extra_id_0> 11 september 2001, dat in Pennsylvania neerstortte. De film ademt in alles uit de werkelijkheid","United 93 (Paul Greengrass). De Brit Paul Greengrass ontvouwt het verhaal van United 93, dat 11 september 2001, dat in Pennsylvania neerstortte. De film ademt in alles uit de werkelijkheid",['het vierde vliegtuig van'],"['United 93, dat']",5,6,[0.7916666666666666],0.79
seq318-0,base,"My Secret Garden, installatie van de Belgische kunstenaar Arne Quinze met licht- en geluidscomposities van het duo Danny Mommens en Els Pynnoo, t/m 2/9; Aanwinst,","My Secret Garden, installatie van de Belgische kunstenaar Arne Quinze met licht- en geluidscomposities van het <extra_id_0> Els Pynnoo, t/m 2/9; Aanwinst,","My Secret Garden, installatie van de Belgische kunstenaar Arne Quinze met licht- en geluidscomposities van het een Els Pynnoo, t/m 2/9; Aanwinst,",['duo Danny Mommens en'],['een'],4,6,[0.85],0.85
seq319-0,base,"Rotterdam, NAI (010-4401200): Dwarsdesign, spraakmakende projecten van Ai Weiwei, Urbanus, To meet you, Ma Ke, Rem Koolhaas/ OMA","Rotterdam, NAI (010-4401200): Dwarsdesign, spraakmakende projecten van Ai Weiwei, Urbanus, To meet you, <extra_id_0> Koolhaas/ OMA","Rotterdam, NAI (010-4401200): Dwarsdesign, spraakmakende projecten van Ai Weiwei, Urbanus, To meet you, / Koolhaas/ OMA","['Ma Ke', 'Rem']",['/'],3,6,[1.0],1.0
seq320-0,base,"Het nieuwe ambacht, ontwerpen van de Nederlandse modeontwerpster Iris van Herpen en haar inspiraties",Het nieuwe <extra_id_0> van de Nederlandse modeontwerpster Iris van Herpen en haar inspiraties,Het nieuwe hele van de Nederlandse modeontwerpster Iris van Herpen en haar inspiraties,"['ambacht', 'ontwerpen']",['hele'],2,6,[1.0],1.0
seq321-0,base,Eten we in 2050 kweekvlees of krekels? Wat zijn de spannende initiatieven op het gebied van voedsel? En hoe draag je zelf bij aan een betere wereld? Het zijn onderwerpen die,Eten we in 2050 kweekvlees of krekels? Wat zijn de spannende initiatieven op het gebied van voedsel? En hoe draag je zelf bij aan een betere wereld? Het <extra_id_0>,Eten we in 2050 kweekvlees of krekels? Wat zijn de spannende initiatieven op het gebied van voedsel? En hoe draag je zelf bij aan een betere wereld? Het is echt echt!,['zijn onderwerpen die'],['echt!'],5,6,[0.95],0.95
seq322-0,base,"Still Life (Jia Zhang-ke). Jia, chroniqueur van hedendaags China, toont in zijn vijfde speelfilm de achterkant van een land op drift.","Still Life (Jia Zhang-ke). Jia, chroniqueur van hedendaags China, toont in zijn vijfde speelfilm de achterkant <extra_id_0> op drift.","Still Life (Jia Zhang-ke). Jia, chroniqueur van hedendaags China, toont in zijn vijfde speelfilm de achterkant en het eerste film op drift.",['van een land'],['en het eerste film'],3,6,[0.7777777777777778],0.78
seq323-0,base,"van Jan Veldman door De Citadel. Regie: Frederieke Vermeulen. Een jongen komt terecht in het verleden, bij een joods echtpaar in 1935. Hij ziet de dreiging waaronder zij le",van Jan Veldman door De Citadel. Regie: Frederieke Vermeulen. Een jongen komt terecht <extra_id_0> een joods echtpaar in 1935. Hij ziet de dreiging waaronder zij le,van Jan Veldman door De Citadel. Regie: Frederieke Vermeulen. Een jongen komt terecht op een joods echtpaar in 1935. Hij ziet de dreiging waaronder zij le,"['in het verleden', 'bij']",['op'],4,6,[1.0],1.0
seq324-0,base,Rembrandt woonde de eerste 25 jaar van zijn leven in Leiden. Onno Blom werkt aan een biografie van die jaren en,Rembrandt woonde de eerste 25 jaar van zijn leven in Leiden. Onno Blom <extra_id_0> biografie van die jaren en,Rembrandt woonde de eerste 25 jaar van zijn leven in Leiden. Onno Blom is de biografie van die jaren en,['werkt aan een'],['is de'],3,6,[0.8461538461538461],0.85
seq325-0,base,. De Volkskrant deed hard z'n best om al die beweringen live te controleren en te voorzien van duiding.,. De <extra_id_0> z'n best om al die beweringen live te controleren en te voorzien van duiding.,. De zoek z'n best om al die beweringen live te controleren en te voorzien van duiding.,['Volkskrant deed hard'],['zoek'],3,6,[0.9],0.9
seq326-0,base,"Maastricht, Bonnefantenmuseum (043-3290190): De verzameling Van Herck, terracotta's uit de 17de en 18de eeuw,","<extra_id_0> (043-3290190): De verzameling Van Herck, terracotta's uit de 17de en 18de eeuw,",") (043-3290190): De verzameling Van Herck, terracotta's uit de 17de en 18de eeuw,","['Maastricht', 'Bonnefantenmuseum']",[')'],2,6,[1.0],1.0
seq327-0,base,"Rotterdam, Nederlands Fotomuseum (010-2030405): New Topographics, moderne landschapsfotografie uit 1975","Rotterdam, Nederlands Fotomuseum (010-2030405): New <extra_id_0> landschapsfotografie uit 1975","Rotterdam, Nederlands Fotomuseum (010-2030405): New e landschapsfotografie uit 1975","['Topographics', 'moderne']",['e'],2,6,[1.0],1.0
seq328-0,base,Vooral op sociale media lijkt het soms wel of niemand meer met iemand overweg kan. De Volkskrant zet,Vooral op sociale media lijkt het soms wel of niemand <extra_id_0> overweg kan. De Volkskrant zet,Vooral op sociale media lijkt het soms wel of niemand el overweg kan. De Volkskrant zet,['meer met iemand'],['el'],3,6,[0.9333333333333333],0.93
seq329-0,base,".nl Otterlo, Krller-Mller Museum (0318-591241): Hortus/Corpus, sculpturen, tekeningen en films en",".nl Otterlo, Krller-Mller Museum <extra_id_0> sculpturen, tekeningen en films en",".nl Otterlo, Krller-Mller Museum sculpturen, tekeningen en films en","['(0318-591241): Hortus/Corpus,']",[''],2,6,[1.0],1.0
seq330-0,base,n? Anna van den Breemer schrijft elke week over een alledaags opvoedkundig probleem waarvoor ze een oplossing zoekt. Deze week:,n? Anna van den Breemer schrijft elke week over een alledaags <extra_id_0> ze een oplossing zoekt. Deze week:,n? Anna van den Breemer schrijft elke week over een alledaags t en ze een oplossing zoekt. Deze week:,['opvoedkundig probleem waarvoor'],['t en'],3,6,[0.9333333333333333],0.93
seq331-0,base,".nl Eindhoven, Van Abbemuseum (Bilderdijklaan 10): Heartland, kunst en cultuur van de Heartlands",".nl Eindhoven, Van <extra_id_0> 10): Heartland, kunst en cultuur van de Heartlands",".nl Eindhoven, Van der Linden (November 10): Heartland, kunst en cultuur van de Heartlands",['Abbemuseum (Bilderdijklaan'],['der Linden (November'],2,6,[0.8846153846153846],0.88
seq332-0,base,"Nijmegen, Het Valkhof (Kelfkensbos 59): Luxe en decadentie, leven aan de Romeinse Goudkust, luxe bezittingen","Nijmegen, Het Valkhof (Kelfkensbos 59): <extra_id_0> decadentie, leven aan de Romeinse Goudkust, luxe bezittingen","Nijmegen, Het Valkhof (Kelfkensbos 59): een decadentie, leven aan de Romeinse Goudkust, luxe bezittingen",['Luxe en'],['een'],2,6,[0.5714285714285714],0.57
seq333-0,base,). Ifigeneia in Aulis van Euripides door Toneelgroep Amsterdam i.s.m. Opera Studio Nederland. Met Roeland Fernhout en Tijn Docter als Agamemnon en Menelaos en Chris Nietvelt als Klytaimestra die haar dochter Ifigene,). Ifigeneia in Aulis van Euripides door Toneelgroep Amsterdam i.s.m. Opera Studio Nederland. <extra_id_0> Tijn Docter als Agamemnon en Menelaos en Chris Nietvelt als Klytaimestra die haar dochter Ifigene,). Ifigeneia in Aulis van Euripides door Toneelgroep Amsterdam i.s.m. Opera Studio Nederland. ) Tijn Docter als Agamemnon en Menelaos en Chris Nietvelt als Klytaimestra die haar dochter Ifigene,['Met Roeland Fernhout en'],[')'],5,6,[1.0],1.0
seq334-0,base,"t drie dansstukken op muziek van Strawinsky: Balletscnes van Hans van Manen, Symphony in Three Movements van Nils Christe en een wereldpremire van Gisela Rocha.","t drie dansstukken op muziek van Strawinsky: Balletscnes van Hans van Manen, Symphony in Three Movements van <extra_id_0> wereldpremire van Gisela Rocha.","t drie dansstukken op muziek van Strawinsky: Balletscnes van Hans van Manen, Symphony in Three Movements van Hans van Manen, wereldpremire van Gisela Rocha.",['Nils Christe en een'],"['Hans van Manen,']",4,6,[0.7894736842105263],0.79
seq335-0,base,"Maastricht, Bonnefantenmuseum (043-3290190): Different Impressions, Changing Traditions, moderne en hedendaagse kunst uit de collectie van de Centrale Bank van Turkije,","Maastricht, Bonnefantenmuseum (043-3290190): Different Impressions, Changing Traditions, moderne en hedendaagse kunst uit de collectie van de Centrale <extra_id_0>","Maastricht, Bonnefantenmuseum (043-3290190): Different Impressions, Changing Traditions, moderne en hedendaagse kunst uit de collectie van de Centrale","['Bank van Turkije,']",[''],3,6,[1.0],1.0
seq336-0,base,"Sarah Izat (26) werkt met hart en ziel bij de Rotterdamse politie. Dus wanneer haar werkgever haar de functie van buitengewoon opsporingsambtenaar in het vooruitzicht stelt, gaat zij daar gretig op in. Alleen, haar hoofddoek moet af. Izat stapte naar het College voor de Rechten van de Mens","Sarah Izat (26) werkt met hart <extra_id_0> Rotterdamse <extra_id_1> haar werkgever haar de functie van buitengewoon opsporingsambtenaar in het vooruitzicht stelt, gaat zij daar gretig op in. Alleen, haar hoofddoek moet af. Izat stapte naar het College voor de Rechten van de Mens","Sarah Izat (26) werkt met hart e Rotterdamse voor haar werkgever haar de functie van buitengewoon opsporingsambtenaar in het vooruitzicht stelt, gaat zij daar gretig op in. Alleen, haar hoofddoek moet af. Izat stapte naar het College voor de Rechten van de Mens","['en ziel bij de', 'politie. Dus wanneer']","['e', 'voor']",7,6,"[0.9285714285714286, 0.9]",0.91
seq337-0,base,"illustraties van Martijn van der Linden, t/m 1/7. coda-apeldoorn.nl Arnhem, Museum voor Moderne Kunst (026-3512341):","illustraties van Martijn van der Linden, t/m 1/7. coda-apeldoorn.nl Arnhem, <extra_id_0> Moderne Kunst (026-3512341):","illustraties van Martijn van der Linden, t/m 1/7. coda-apeldoorn.nl Arnhem, Museum für Moderne Kunst (026-3512341):",['Museum voor'],['Museum für'],2,6,[0.2727272727272727],0.27
seq338-0,base,t tijdens het debat in de Eerste Kamer over het initiatiefvoorstel om een actief donorregistratiesysteem in te voeren.,t tijdens het <extra_id_0> Eerste Kamer over het initiatiefvoorstel om een actief donorregistratiesysteem in te voeren.,t tijdens het een Eerste Kamer over het initiatiefvoorstel om een actief donorregistratiesysteem in te voeren.,['debat in de'],['een'],3,6,[0.8181818181818182],0.82
seq339-0,base,"Gods wachtkamer van Carver schetst de precaire relatie tussen een dochter en haar demente moeder. De oude vrouw wacht. Maar op wie? Met Beppie Melissen, Joke Tjalsma, Merijn de Jong en Roel Voorbij. Een tekst van Gerardjan Rijnders. Vanavond",Gods wachtkamer <extra_id_0> de precaire relatie tussen een dochter en haar demente moeder. De oude vrouw wacht. Maar op wie? Met Beppie <extra_id_1> Merijn de Jong en Roel Voorbij. Een tekst van Gerardjan Rijnders. Vanavond,Gods wachtkamer en de precaire relatie tussen een dochter en haar demente moeder. De oude vrouw wacht. Maar op wie? Met Beppie Merijn de Jong en Roel Voorbij. Een tekst van Gerardjan Rijnders. Vanavond,"['van Carver schetst', 'Melissen', 'Joke Tjalsma,']","['en', '']",6,6,"[0.9444444444444444, 1.0]",0.97
seq340-0,base,Het is aan hem om de scherpe kantjes van de nieuwe Italiaanse regering te halen Hij mag de scherpe kantjes van de nieuwe Italiaanse regering halen,Het is aan hem om de scherpe kantjes van de nieuwe Italiaanse regering te halen <extra_id_0> kantjes van de nieuwe Italiaanse regering halen,Het is aan hem om de scherpe kantjes van de nieuwe Italiaanse regering te halen Het is aan hem om de scherpe kantjes van de nieuwe Italiaanse regering halen,['Hij mag de scherpe'],['Het is aan hem om de scherpe'],4,6,[0.4642857142857143],0.46
seq341-0,base,Arena voor het protest van de onderwijsbonden tegen de voorgenomen bezuinigingen in het passend onderwijs,Arena voor het protest van de onderwijsbonden tegen de voorgenomen <extra_id_0> het passend onderwijs,Arena voor het protest van de onderwijsbonden tegen de voorgenomen van het passend onderwijs,['bezuinigingen in'],['van'],2,6,[0.9375],0.94
seq342-0,base,"La Renaissance aux Pays-Bas - Dessins du muse de Budapest, historische en landschapstekeningen van Nederlandse kunstenaars uit de Gouden Eeuw","La Renaissance aux Pays-Bas - Dessins du muse de Budapest, <extra_id_0> van Nederlandse kunstenaars uit de Gouden Eeuw","La Renaissance aux Pays-Bas - Dessins du muse de Budapest, l'exposition van Nederlandse kunstenaars uit de Gouden Eeuw",['historische en landschapstekeningen'],"[""l'exposition""]",3,6,[0.8571428571428571],0.86
seq343-0,base,"Alger - Picasso et les matres, twintig geschilderde en getekende variaties op Delacroixs Femmes dAlger dans leur appartement (1834) gemaakt door Picasso in 1954-55","<extra_id_0> les matres, twintig geschilderde en getekende variaties op Delacroixs Femmes dAlger dans leur appartement (1834) gemaakt door Picasso in 1954-55","en les matres, twintig geschilderde en getekende variaties op Delacroixs Femmes dAlger dans leur appartement (1834) gemaakt door Picasso in 1954-55",['Alger - Picasso et'],['en'],4,6,[0.9444444444444444],0.94
seq344-0,base,"Le Futurisme  Paris, Une avant-garde explosive, het futurisme in 200 werken en documenten van Georges Braque, Robert Delaunay, Marcel Duchamp, Mal","Le <extra_id_0> avant-garde explosive, het futurisme in 200 werken en documenten van Georges Braque, Robert Delaunay, Marcel Duchamp, Mal","Le Monde avant-garde explosive, het futurisme in 200 werken en documenten van Georges Braque, Robert Delaunay, Marcel Duchamp, Mal","['Futurisme Paris', 'Une']",['Monde'],3,6,[0.9333333333333333],0.93
seq345-0,base,"; di t/m zo 11-17u. Tel. 070-3381111 (www.gemeentemuseum.nl). Eindhoven, Van Abbemuseum (Bilderdijklaan 10):","; di t/m zo <extra_id_0> 070-3381111 (www.gemeentemuseum.nl). Eindhoven, Van Abbemuseum (Bilderdijklaan 10):","; di t/m zo o. 070-3381111 (www.gemeentemuseum.nl). Eindhoven, Van Abbemuseum (Bilderdijklaan 10):",['11-17u. Tel.'],['o.'],2,6,[0.9166666666666666],0.92
seq346-0,base,"Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87): Where we come from, een installatie van de Palestijns-Amerikaanse kunstenaar Emily Jacir (1970)","Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87): Where we come from, <extra_id_0> de Palestijns-Amerikaanse kunstenaar Emily Jacir (1970)","Arnhem, Museum voor Moderne Kunst (Utrechtseweg 87): Where we come from, van de Palestijns-Amerikaanse kunstenaar Emily Jacir (1970)",['een installatie van'],['van'],3,6,[0.8421052631578947],0.84
seq347-0,base,". August, August, August van Pavel Kohout door de Paardenkathedraal. Over een clown die ervan droomt een paardennummer te presenteren. Regie: Dirk Tanghe.",". August, August, August van Pavel Kohout door de <extra_id_0> clown die ervan droomt een paardennummer te presenteren. Regie: Dirk Tanghe.",". August, August, August van Pavel Kohout door de een clown die ervan droomt een paardennummer te presenteren. Regie: Dirk Tanghe.",['Paardenkathedraal. Over een'],['een'],3,6,[0.8888888888888888],0.89
seq348-0,base,. n De smerigste en vieste boterham van het heelal (6+) door Theater Artemis. Tekst: Erik Ward Geerlings. Regie: Floor Huygen. Een voorstelling over fantasie en opschepperij en het verlangen groot te worden.,<extra_id_0> en vieste boterham van het heelal (6+) door Theater Artemis. Tekst: Erik Ward Geerlings. Regie: Floor Huygen. Een voorstelling over fantasie en opschepperij en het verlangen groot te worden.,een voorstelling en vieste boterham van het heelal (6+) door Theater Artemis. Tekst: Erik Ward Geerlings. Regie: Floor Huygen. Een voorstelling over fantasie en opschepperij en het verlangen groot te worden.,['. n De smerigste'],['een voorstelling'],5,6,[0.8125],0.81
seq349-0,base,"Angel (15+) door Het Syndicaat. Tekst: Enver Husicic, regie: Danille Wagenaar. Een avondvullende voorstelling over liefde waarin twee mensen zich wanhopig aan elkaar vastklampen.","Angel (15+) <extra_id_0> Enver Husicic, regie: Danille Wagenaar. Een avondvullende voorstelling over liefde waarin twee mensen zich wanhopig aan elkaar vastklampen.","Angel (15+) : Enver Husicic, regie: Danille Wagenaar. Een avondvullende voorstelling over liefde waarin twee mensen zich wanhopig aan elkaar vastklampen.",['door Het Syndicaat. Tekst:'],[':'],4,6,[0.9615384615384616],0.96
seq350-0,base,"Het Monster van het Labyrinth (7+) door Frank Groothof. Op muziek van Bach vertelt en zingt Groothof het bekende verhaal over koning Minos van Kreta, de held Theseus en de minotaurus. Vrijdag in","Het Monster van het Labyrinth (7+) door Frank Groothof. Op <extra_id_0> en zingt Groothof het bekende verhaal over koning Minos van Kreta, de held Theseus en de minotaurus. Vrijdag in","Het Monster van het Labyrinth (7+) door Frank Groothof. Op de zee en zingt Groothof het bekende verhaal over koning Minos van Kreta, de held Theseus en de minotaurus. Vrijdag in",['muziek van Bach vertelt'],['de zee'],5,6,[0.8260869565217391],0.83
seq351-0,base,"). Ajax van Sofokles door Noord Nederlands Toneel. Reprise van een overtuigende voorstelling over een waanzinnige Griekse strijder, en de pijn en wanhoop van oorlogsveteranen. Regie: Jos Thie. Vanavond","). Ajax van Sofokles door Noord Nederlands Toneel. Reprise van een overtuigende voorstelling over een waanzinnige Griekse strijder, en de <extra_id_0> oorlogsveteranen. Regie: Jos Thie. Vanavond","). Ajax van Sofokles door Noord Nederlands Toneel. Reprise van een overtuigende voorstelling over een waanzinnige Griekse strijder, en de voorstelling van oorlogsveteranen. Regie: Jos Thie. Vanavond",['pijn en wanhoop van'],['voorstelling van'],4,6,[0.7368421052631579],0.74
seq352-0,base,". Moordwijven, solo door Loes Luca, naar Bombshells van Joanna Murray-Smith. Luca speelt vijf vrouwen die zich staande proberen te houden. Regie: Aad Ceelen. Vanavond",". Moordwijven, solo door Loes Luca, naar Bombshells van Joanna Murray-Smith. Luca speelt vijf <extra_id_0> proberen te houden. Regie: Aad Ceelen. Vanavond",". Moordwijven, solo door Loes Luca, naar Bombshells van Joanna Murray-Smith. Luca speelt vijf te proberen te houden. Regie: Aad Ceelen. Vanavond",['vrouwen die zich staande'],['te'],4,6,[0.9166666666666666],0.92
seq353-0,base,Schrijver Joris van Casteren doet verslag van zijn wederwaardigheden als cordinator bij het begeleiden van eenzame uitvaarten in Amsterdam. Daarbij leest een dichter,Schrijver Joris <extra_id_0> verslag van zijn wederwaardigheden als cordinator bij het begeleiden van eenzame uitvaarten in Amsterdam. Daarbij leest een dichter,Schrijver Joris van het verslag van zijn wederwaardigheden als cordinator bij het begeleiden van eenzame uitvaarten in Amsterdam. Daarbij leest een dichter,['van Casteren doet'],['van het'],3,6,[0.6470588235294118],0.65
seq354-0,base,". Walhalla, locatieproject van Het Zuidelijk Toneel over idealisme. Drie teksten over een wereldverbeteraar (gespeeld door Bert Luppes), aangevuld met debatten en muziek. Vanavond t/m",". Walhalla, locatieproject van Het Zuidelijk Toneel over idealisme. Drie teksten <extra_id_0> door Bert Luppes), aangevuld met debatten en muziek. Vanavond t/m",". Walhalla, locatieproject van Het Zuidelijk Toneel over idealisme. Drie teksten (voor door Bert Luppes), aangevuld met debatten en muziek. Vanavond t/m",['over een wereldverbeteraar (gespeeld'],['(voor'],4,6,[0.9444444444444444],0.94
seq355-0,base,"bewerking van het (bloedige) epos van Aischylos door het Nationale Toneel. Een marathonvoorstelling in regie van Johan Doesburg. Met Mark Rietman, Marie-Louise Stheins, Hans Hoes","bewerking van het (bloedige) epos van Aischylos door het Nationale <extra_id_0> regie van Johan Doesburg. Met Mark Rietman, Marie-Louise Stheins, Hans Hoes","bewerking van het (bloedige) epos van Aischylos door het Nationale epos regie van Johan Doesburg. Met Mark Rietman, Marie-Louise Stheins, Hans Hoes",['Toneel. Een marathonvoorstelling in'],['epos'],4,6,[0.9142857142857143],0.91
seq356-0,base,". Hof van Haile door Orkater gaat over een dictator van een imaginair Afrikaans land, die alles en iedereen - inclusief een Noorse journaliste - gebruikt om zijn macht te behouden.",". Hof van <extra_id_0> over een dictator van een imaginair Afrikaans land, die alles en iedereen - inclusief een Noorse journaliste - gebruikt om zijn macht te behouden.",". Hof van het het het het het het het het het het het het het het het het het het het het het het over een dictator van een imaginair Afrikaans land, die alles en iedereen - inclusief een Noorse journaliste - gebruikt om zijn macht te behouden.",['Haile door Orkater gaat'],['het het het het het het het het het het het het het het het het het het het het het het'],5,6,[0.9195402298850575],0.92
seq357-0,base,".' Schrijver Robert Vuijsje (Alleen maar nette mensen, Beste vriend) interviewt voor V bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met",".' Schrijver <extra_id_0> nette mensen, Beste vriend) interviewt voor V bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met",".' Schrijver (een nette mensen, Beste vriend) interviewt voor V bekende en minder bekende Nederlanders over de rol die hun afkomst speelt in hun leven. Hij spreekt onder anderen nog met",['Robert Vuijsje (Alleen maar'],['(een'],5,6,[0.8518518518518519],0.85
seq358-0,base,"k breng mijn kinderen naar school en de crche omdat ik dat graag wil, niet omdat ik een voorbeeldrol vervul","k breng mijn kinderen naar school en <extra_id_0> ik dat graag wil, niet omdat ik een voorbeeldrol vervul","k breng mijn kinderen naar school en omdat ik dat graag wil, niet omdat ik een voorbeeldrol vervul",['de crche omdat'],['omdat'],3,6,[0.6428571428571429],0.64
seq359-0,base,Voor de achtervolgers van Rutte en Wilders begint de tijd te dringen nu het RTL-premiersdebat niet doorgaat.,Voor de achtervolgers van <extra_id_0> begint de tijd te dringen nu het RTL-premiersdebat niet doorgaat.,Voor de achtervolgers van de RTL-premiers begint de tijd te dringen nu het RTL-premiersdebat niet doorgaat.,['Rutte en Wilders'],['de RTL-premiers'],3,6,[0.8125],0.81
seq360-0,base,"). Othello van Shakespeare door het Nationale Toneel en Annette Speelt, in regie van Johan Doesburg. Met Thijs Rmer als Othello en Michel Sluysmans als Jago, die de generaal aanzet tot een gruwelijke daad. V","). Othello van <extra_id_0> Toneel en Annette Speelt, in regie van Johan Doesburg. Met Thijs Rmer als Othello en Michel Sluysmans als Jago, die de generaal aanzet tot een gruwelijke daad. V","). Othello van Maura Toneel en Annette Speelt, in regie van Johan Doesburg. Met Thijs Rmer als Othello en Michel Sluysmans als Jago, die de generaal aanzet tot een gruwelijke daad. V",['Shakespeare door het Nationale'],['Maura'],5,6,[0.9],0.9
seq361-0,base,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. Deze week: s,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. <extra_id_0>,Je gaat het pas zien als je het doorhebt.* Wieteke van Zeil over opmerkelijke en veelbetekenende bijzaken in de beeldende kunst. ,['Deze week: s'],[''],4,6,[1.0],1.0
seq362-0,base,". Hersenschimmen, bewerking van Bernlefs boek door Guy Cassiers voor Ro Theater. Met Joop Keesmaat als de dementerende Maarten Klein. Vanavond",". Hersenschimmen, bewerking van Bernlefs boek door Guy <extra_id_0> Theater. Met Joop Keesmaat als de dementerende Maarten Klein. Vanavond",". Hersenschimmen, bewerking van Bernlefs boek door Guy Theater. Met Joop Keesmaat als de dementerende Maarten Klein. Vanavond",['Cassiers voor Ro'],[''],3,6,[1.0],1.0
seq363-0,base,Op zoek naar een fijn restaurant of benieuwd naar waar het lekker eten is bij jou in de buurt (en waar juist niet)?,Op zoek naar een fijn restaurant of benieuwd naar waar het lekker <extra_id_0> jou in de buurt (en waar juist niet)?,Op zoek naar een fijn restaurant of benieuwd naar waar het lekker zijn jou in de buurt (en waar juist niet)?,['eten is bij'],['zijn'],3,6,[0.9090909090909091],0.91
seq364-0,base,). Er valt een traan op de tompoes is een komedie van Annie M.G. Schmidt over een zieke man die dood wil. Met Trudy Labij als de moeder en Jules Hamel als de vader. De regie is van Peter Pluymaekers.,<extra_id_0> een traan op de tompoes is een komedie van Annie M.G. Schmidt over een zieke man <extra_id_1> Met Trudy Labij als de moeder en Jules Hamel als de vader. De regie is van Peter Pluymaekers.,De regie van een traan op de tompoes is een komedie van Annie M.G. Schmidt over een zieke man ier. Met Trudy Labij als de moeder en Jules Hamel als de vader. De regie is van Peter Pluymaekers.,"['). Er valt', 'die dood wil.']","['De regie van', 'ier.']",6,6,"[0.75, 0.7692307692307693]",0.76
seq365-0,base,"023-5340584 (www.architectuurhaarlem.nl). Rotterdam, Nederlands Architectuurinstituut (Museumpark 25):","<extra_id_0> (www.architectuurhaarlem.nl). Rotterdam, Nederlands Architectuurinstituut (Museumpark 25):","nl (www.architectuurhaarlem.nl). Rotterdam, Nederlands Architectuurinstituut (Museumpark 25):",['023-5340584'],['nl'],1,6,[1.0],1.0
seq366-0,base,"Iedere dag in de Volkskrant een verrassend recept, door: Pay-Uun Hiu, Sake Slootweg, Tallina van den Hoed, Onno Kleyn, Loethe Olthuis, Marie-Louise Schipper en Marcus Huibers.","Iedere dag in de Volkskrant een verrassend recept, door: Pay-Uun Hiu, Sake Slootweg, Tallina van <extra_id_0> Loethe Olthuis, Marie-Louise Schipper en Marcus Huibers.","Iedere dag in de Volkskrant een verrassend recept, door: Pay-Uun Hiu, Sake Slootweg, Tallina van der Loethe Olthuis, Marie-Louise Schipper en Marcus Huibers.","['den Hoed', 'Onno Kleyn,']",['der'],4,6,[0.75],0.75
seq367-0,base,zich verrijkt over de rug van een idele vereniging die ooit is opgericht om het recht op crematie te bevechten?,zich verrijkt over <extra_id_0> een idele vereniging die ooit is opgericht om het recht op crematie te bevechten?,zich verrijkt over het recht? Is een idele vereniging die ooit is opgericht om het recht op crematie te bevechten?,['de rug van'],['het recht? Is'],3,6,[0.7692307692307693],0.77
seq368-0,base,lade | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een verrassend recept. Vandaag:,lade | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een <extra_id_0>,lade | De Volkskrant Wat zullen we eens eten vanavond? Iedere dag in de Volkskrant een s lade?,['verrassend recept. Vandaag:'],['lade?'],3,6,[0.8888888888888888],0.89
seq369-0,base,"s In razend tempo volgen de nieuwe bandjes, beloftes en platen-die-je-geluisterd-moet-hebben elkaar op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je niet mag missen. Deze week:","s In razend tempo volgen de nieuwe bandjes, beloftes <extra_id_0> op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je <extra_id_1> Deze week:","s In razend tempo volgen de nieuwe bandjes, beloftes en op. In de rubriek Luie Luisteraar loodst Volkskrant.nl je elke week door de nieuwste releases en selecteert de drie platen die je op. Deze week:","['en platen-die-je-geluisterd-moet-hebben elkaar', 'niet mag missen.']","['en', 'op.']",6,6,"[0.9565217391304348, 0.9375]",0.95
seq370-0,base,"ber; di t/m zo 11-17u. Tel. 070-3381111 (www.gemeentemuseum.nl). Den Haag, GEM (Stadhouderslaan 43):","ber; di t/m zo 11-17u. Tel. 070-3381111 (www.gemeentemuseum.nl). Den Haag, <extra_id_0> 43):","ber; di t/m zo 11-17u. Tel. 070-3381111 (www.gemeentemuseum.nl). Den Haag, (Zo 43):",['GEM (Stadhouderslaan'],['(Zo'],2,6,[0.9],0.9
